documents,llm_responses,actual_labels,complete_responses,extracted_labels
How do I track my card?," The sentence ""How do I track my card?"" falls under the intent category ""card_delivery_estimate"". This category is concerned with inquiries about the status and location of a card that has been ordered and is in transit to the customer. Users typically seek information on how to monitor the delivery progress of their card, which is what the provided sentence is asking about.",11,"ModelResponse(id='8f12fbc57df64385-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""How do I track my card?"" falls under the intent category ""card_delivery_estimate"". This category is concerned with inquiries about the status and location of a card that has been ordered and is in transit to the customer. Users typically seek information on how to monitor the delivery progress of their card, which is what the provided sentence is asking about.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=78, prompt_tokens=743, total_tokens=821, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",12
How long does a card delivery take?," The sentence ""How long does a card delivery take?"" falls under the intent category:

- 'card_delivery_estimate'",11,"ModelResponse(id='8f12fbc54db6431a-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""How long does a card delivery take?"" falls under the intent category:\n\n- \'card_delivery_estimate\'', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=744, total_tokens=774, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",12
I still don't have my card after 2 weeks.  What should I do?," The sentence ""I still don't have my card after 2 weeks. What should I do?"" falls under the category:

- 'card_arrival'

This category is appropriate because the user is expressing concern about the delayed arrival of their card, indicating that they expected to receive it within a certain timeframe (in this case, two weeks) and are inquiring about the next steps to take.",11,"ModelResponse(id='8f12fbc549b68c2f-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""I still don\'t have my card after 2 weeks. What should I do?"" falls under the category:\n\n- \'card_arrival\'\n\nThis category is appropriate because the user is expressing concern about the delayed arrival of their card, indicating that they expected to receive it within a certain timeframe (in this case, two weeks) and are inquiring about the next steps to take.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=90, prompt_tokens=755, total_tokens=845, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
still waiting on my new card," The sentence ""still waiting on my new card"" falls under the intent category:

- 'card_arrival'

This category is related to inquiries or issues regarding the delivery and arrival of a new physical card that a customer has ordered.",11,"ModelResponse(id='8f12fbc5894d43ee-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""still waiting on my new card"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is related to inquiries or issues regarding the delivery and arrival of a new physical card that a customer has ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=742, total_tokens=798, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
I am still waiting for my card after 1 week.  Is this ok?," The sentence ""I am still waiting for my card after 1 week. Is this ok?"" falls under the intent category:

- 'card_arrival'

This category is appropriate because the user is expressing concern about the time it's taking for their card to arrive, indicating they are inquiring about the status of their card delivery.",11,"ModelResponse(id='8f12fbc58bde8c36-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""I am still waiting for my card after 1 week. Is this ok?"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is appropriate because the user is expressing concern about the time it\'s taking for their card to arrive, indicating they are inquiring about the status of their card delivery.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=76, prompt_tokens=753, total_tokens=829, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?","
The sentence provided falls under the intent category:

- 'card_arrival'

This category is appropriate because the user is inquiring about the delivery time of their bank card, indicating that they are concerned with the arrival of the card they have been expecting.",11,"ModelResponse(id='8f12fbc5795d42f4-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""\nThe sentence provided falls under the intent category:\n\n- 'card_arrival'\n\nThis category is appropriate because the user is inquiring about the delivery time of their bank card, indicating that they are concerned with the arrival of the card they have been expecting."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=59, prompt_tokens=758, total_tokens=817, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
I've been waiting longer than expected for my card.,"
The sentence ""I've been waiting longer than expected for my card"" falls under the intent category:

- 'card_arrival'

This category is appropriate because the user is expressing concern about the time it's taking for their card to arrive, which aligns with the topic of card arrival.",11,"ModelResponse(id='8f12fbc5ad857c7b-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='\nThe sentence ""I\'ve been waiting longer than expected for my card"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is appropriate because the user is expressing concern about the time it\'s taking for their card to arrive, which aligns with the topic of card arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=69, prompt_tokens=748, total_tokens=817, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
Why hasn't my card been delivered?," The sentence ""Why hasn't my card been delivered?"" falls under the intent category ""card_delivery_estimate"". This category is concerned with inquiries about the delivery status and estimated arrival time of a physical card that a customer has ordered.",11,"ModelResponse(id='8f12fbc58fd68c7d-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""Why hasn\'t my card been delivered?"" falls under the intent category ""card_delivery_estimate"". This category is concerned with inquiries about the delivery status and estimated arrival time of a physical card that a customer has ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=53, prompt_tokens=745, total_tokens=798, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",12
Where is my new card? I have been waiting a week!," The sentence ""Where is my new card? I have been waiting a week!"" falls under the intent category ""card_arrival"". This category is concerned with inquiries about the delivery status and estimated arrival time of a new card that a customer has ordered or been issued.",11,"ModelResponse(id='8f12fbc59e588c29-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""Where is my new card? I have been waiting a week!"" falls under the intent category ""card_arrival"". This category is concerned with inquiries about the delivery status and estimated arrival time of a new card that a customer has ordered or been issued.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=749, total_tokens=807, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
My card still hasn't arrived after 2 weeks. Is it lost?," The sentence ""My card still hasn't arrived after 2 weeks. Is it lost?"" falls under the intent category:

- 'card_arrival'

This category is appropriate because the user is inquiring about the delivery status of their card, indicating that it has not arrived within the expected timeframe, and expressing concern about it being lost.",11,"ModelResponse(id='8f12fbc59dbc43bd-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""My card still hasn\'t arrived after 2 weeks. Is it lost?"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is appropriate because the user is inquiring about the delivery status of their card, indicating that it has not arrived within the expected timeframe, and expressing concern about it being lost.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=78, prompt_tokens=752, total_tokens=830, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
"I did not get my card yet, is it lost?"," The sentence ""I did not get my card yet, is it lost?"" falls under the intent category:

- 'card_arrival'

This category is appropriate because the user is inquiring about the status of their card delivery, indicating that they have not received it yet and are concerned about it being lost.",11,"ModelResponse(id='8f12fbc58c9818cc-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""I did not get my card yet, is it lost?"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is appropriate because the user is inquiring about the status of their card delivery, indicating that they have not received it yet and are concerned about it being lost.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=69, prompt_tokens=748, total_tokens=817, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
Status of the card I ordered.," The sentence ""Status of the card I ordered"" falls under the intent category:

- 'card_arrival'

This category is typically used when a customer is inquiring about the status of a card they have ordered, including its delivery or arrival details.",11,"ModelResponse(id='8f12fbc59f027298-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""Status of the card I ordered"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is typically used when a customer is inquiring about the status of a card they have ordered, including its delivery or arrival details.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=743, total_tokens=801, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
How long should my new card take to arrive?,"
The sentence ""How long should my new card take to arrive?"" falls under the intent category:

- 'card_arrival'

This category is concerned with inquiries about the expected delivery time for a new card that a customer has ordered or requested.",11,"ModelResponse(id='8f12fbc5ac587c81-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='\nThe sentence ""How long should my new card take to arrive?"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is concerned with inquiries about the expected delivery time for a new card that a customer has ordered or requested.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=746, total_tokens=804, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
I ordered my card 2 weeks ago and it still isn't here? What do I do?," The sentence provided falls under the intent category:

- 'card_arrival'

This category is appropriate because the user is inquiring about the status of their card delivery, indicating that they have been waiting for an extended period (two weeks) since they placed the order for their card.",11,"ModelResponse(id='8f12fbc5af3dc3ee-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content="" The sentence provided falls under the intent category:\n\n- 'card_arrival'\n\nThis category is appropriate because the user is inquiring about the status of their card delivery, indicating that they have been waiting for an extended period (two weeks) since they placed the order for their card."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=64, prompt_tokens=757, total_tokens=821, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
"My card has not arrived yet, where is it?","
The sentence ""My card has not arrived yet, where is it?"" falls under the intent category ""card_arrival"". This category is concerned with inquiries about the status of a card that has been ordered but has not yet been received by the customer.",11,"ModelResponse(id='8f12fbc5ac1c42bf-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='\nThe sentence ""My card has not arrived yet, where is it?"" falls under the intent category ""card_arrival"". This category is concerned with inquiries about the status of a card that has been ordered but has not yet been received by the customer.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=747, total_tokens=803, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
What is the tracking number for my card that was mailed?," The sentence ""What is the tracking number for my card that was mailed?"" falls under the intent category:

- 'card_delivery_estimate'

This category is related to inquiries about the delivery status and tracking information for a physical card that has been mailed to the customer.",11,"ModelResponse(id='8f12fbc5c9b84219-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""What is the tracking number for my card that was mailed?"" falls under the intent category:\n\n- \'card_delivery_estimate\'\n\nThis category is related to inquiries about the delivery status and tracking information for a physical card that has been mailed to the customer.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=65, prompt_tokens=749, total_tokens=814, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",12
I think something went wrong with my card delivery as I haven't received it yet.," The sentence provided falls under the category:

- 'card_delivery_estimate'

This category is concerned with inquiries or issues related to the delivery of a physical card that has been ordered by the customer but has not yet arrived or is experiencing delays.",11,"ModelResponse(id='8f12fbc5ce8a4327-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content="" The sentence provided falls under the category:\n\n- 'card_delivery_estimate'\n\nThis category is concerned with inquiries or issues related to the delivery of a physical card that has been ordered by the customer but has not yet arrived or is experiencing delays."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=59, prompt_tokens=754, total_tokens=813, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",12
"I'm still waiting for delivery of my new card, why is it taking so long?","
The sentence ""I'm still waiting for delivery of my new card, why is it taking so long?"" falls under the intent category:

- 'card_delivery_estimate'

This category is appropriate because the user is inquiring about the timeframe for the delivery of their new card, indicating a concern with the delivery estimate.",11,"ModelResponse(id='8f12fbc5ffe6334e-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='\nThe sentence ""I\'m still waiting for delivery of my new card, why is it taking so long?"" falls under the intent category:\n\n- \'card_delivery_estimate\'\n\nThis category is appropriate because the user is inquiring about the timeframe for the delivery of their new card, indicating a concern with the delivery estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=75, prompt_tokens=755, total_tokens=830, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",12
"I ordered a card a week ago, and it's still not here. What do I do?"," The sentence provided falls under the intent category:

- 'card_arrival'

This category is appropriate because the user is inquiring about the status of a card they ordered, indicating that they are concerned about the delivery time and what steps to take next since the card has not arrived yet.",11,"ModelResponse(id='8f12fbc5df7d43a5-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content="" The sentence provided falls under the intent category:\n\n- 'card_arrival'\n\nThis category is appropriate because the user is inquiring about the status of a card they ordered, indicating that they are concerned about the delivery time and what steps to take next since the card has not arrived yet."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=65, prompt_tokens=757, total_tokens=822, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
i want to track the card you sent," The sentence ""i want to track the card you sent"" falls under the intent category ""card_delivery_estimate"". This category is concerned with inquiries about the status and estimated delivery time of a physical card that a customer has ordered or that has been sent to them.",11,"ModelResponse(id='8f12fbc5ea0a423a-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""i want to track the card you sent"" falls under the intent category ""card_delivery_estimate"". This category is concerned with inquiries about the status and estimated delivery time of a physical card that a customer has ordered or that has been sent to them.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=59, prompt_tokens=744, total_tokens=803, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",12
My card hasn't arrived yet.," The sentence ""My card hasn't arrived yet."" falls under the intent category:

- 'card_arrival'",11,"ModelResponse(id='8f12fbc5fd697ce2-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""My card hasn\'t arrived yet."" falls under the intent category:\n\n- \'card_arrival\'', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=744, total_tokens=772, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
I was expecting my new card and am wondering why I haven't received it yet?," The sentence ""I was expecting my new card and am wondering why I haven't received it yet?"" falls under the intent category:

- 'card_arrival'

This category is appropriate because the user is inquiring about the delivery status of their new card, indicating that they are waiting for its arrival and it has not yet been received.",11,"ModelResponse(id='8f12fbc61a1719aa-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=' The sentence ""I was expecting my new card and am wondering why I haven\'t received it yet?"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is appropriate because the user is inquiring about the delivery status of their new card, indicating that they are waiting for its arrival and it has not yet been received.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=76, prompt_tokens=754, total_tokens=830, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
How do I know when my card will arrive?,"
The sentence ""How do I know when my card will arrive?"" falls under the intent category:

- 'card_arrival'

This category is concerned with inquiries about the delivery timeline and status of a physical card that a customer has ordered.",11,"ModelResponse(id='8f12fbc60c0d0f9f-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='\nThe sentence ""How do I know when my card will arrive?"" falls under the intent category:\n\n- \'card_arrival\'\n\nThis category is concerned with inquiries about the delivery timeline and status of a physical card that a customer has ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=746, total_tokens=804, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",11
I'm still waiting on my card to be delivered.,"
The sentence ""I'm still waiting on my card to be delivered."" falls under the intent category:

- 'card_delivery_estimate'

This category is appropriate because the user is expressing concern about the delivery status of their card, indicating they are looking for information on when they can expect to receive it.",11,"ModelResponse(id='8f12fbc618049e16-EWR', created=1734061758, model='together_ai/microsoft/WizardLM-2-8x22B', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='\nThe sentence ""I\'m still waiting on my card to be delivered."" falls under the intent category:\n\n- \'card_delivery_estimate\'\n\nThis category is appropriate because the user is expressing concern about the delivery status of their card, indicating they are looking for information on when they can expect to receive it.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=71, prompt_tokens=748, total_tokens=819, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt_logprobs=None, prompt=[])",12
