sentences,llm_responses,actual_labels,complete_responses,extracted_labels
"moreover, in december 2019, the company announced a special dividend of $1.95 per share.",OUTOFCLAIM. The sentence provides factual information about a past event (the announcement of a special dividend) without expressing an opinion or making a claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-61ee02f7-4118-9718-80e1-34d5f9a45f8b', created=1739133940, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about a past event (the announcement of a special dividend) without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=31, prompt_tokens=142, total_tokens=173, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
the company also received $23.7 million as cash distribution from its investment in albertsons llc.,"OUTOFCLAIM. The sentence provides factual information about a cash distribution received by the company, without expressing an opinion or making a claim.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-4e4be2ef-d1ef-fe10-7e5a-0d2f4f771f82', created=1739133940, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about a cash distribution received by the company, without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=28, prompt_tokens=140, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
organic revenue grew 9.2%.,OUTOFCLAIM. The sentence only states a factual piece of information about revenue growth and does not express an opinion or a claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-fea0b6ae-737b-c38e-9b5b-48eed9e6dce5', created=1739133941, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence only states a factual piece of information about revenue growth and does not express an opinion or a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=27, prompt_tokens=125, total_tokens=152, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"also, quality of rayonier’s pacific northwest portfolio gets uplift as proportion of douglas-fir merchantable inventory will increase from 60% to 68%.",OUTOFCLAIM. The sentence provides factual information about the current and future proportions of Douglas-fir merchantable inventory in Rayonier's Pacific Northwest portfolio. It does not express an opinion or make a claim about the quality or value of the portfolio.,INCLAIM,"ModelResponse(id='chatcmpl-35a60afa-abde-d222-ecab-90ce67125aa2', created=1739133941, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the current and future proportions of Douglas-fir merchantable inventory in Rayonier's Pacific Northwest portfolio. It does not express an opinion or make a claim about the quality or value of the portfolio."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=53, prompt_tokens=155, total_tokens=208, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
the segment’s operating income was $1.4 million against a loss of $2.4 million in the year-ago quarter.,OUTOFCLAIM. The sentence provides factual information about the operating income and loss in the year-ago quarter without expressing an opinion or making a claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-0f1d0c4c-f4e8-477d-84ad-0b8651e10a4d', created=1739133941, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the operating income and loss in the year-ago quarter without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=31, prompt_tokens=144, total_tokens=175, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
premiums and fees at individual life are projected to increase in the band of 4-8%.,OUTOFCLAIM. The sentence provides factual information about projected increases in premiums and fees without expressing an opinion or making a claim.,INCLAIM,"ModelResponse(id='chatcmpl-b2badecf-36a6-488f-05df-e3d4271ba428', created=1739133942, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about projected increases in premiums and fees without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=26, prompt_tokens=138, total_tokens=164, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"as a result of such aforementioned headwinds, the company's share only rose 8.3% in last twelve months compared to the industry's growth of 17.7%.",OUTOFCLAIM. The sentence provides factual information about the company's share growth and industry growth over the past twelve months without making a claim or expressing an opinion.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-731ace3b-d6f9-a7fc-f3fe-88caf769f015', created=1739133942, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the company's share growth and industry growth over the past twelve months without making a claim or expressing an opinion."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=34, prompt_tokens=156, total_tokens=190, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"following the acquisition, the new reporting segments are: life sciences solutions segment: this is the new segment (25.8% of total revenues in the first quarter 2019) added by the company post the acquisition of life technologies.","OUTOFCLAIM. The sentence provides factual information about the new reporting segments and their revenue contribution, without expressing an opinion or making a claim.",INCLAIM,"ModelResponse(id='chatcmpl-1072a835-fd68-c58c-1d42-567667cb124e', created=1739133943, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the new reporting segments and their revenue contribution, without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=29, prompt_tokens=166, total_tokens=195, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"strength in international business: at walmart’s international segment, net sales inched up 2.7% to $34 billion, with three (mexico, canada and u.k.) out of four largest markets registering positive comps.",OUTOFCLAIM. The sentence provides factual information about Walmart's international segment's net sales and the performance of its largest markets without making a specific claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-05ed60da-f21a-6d7c-02b1-29619735c764', created=1739133943, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about Walmart's international segment's net sales and the performance of its largest markets without making a specific claim."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=33, prompt_tokens=168, total_tokens=201, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"at the end of the quarter, the company had $1.2 billion remaining under its share repurchase authorization.",OUTOFCLAIM. The sentence provides factual information about the company's remaining share repurchase authorization at the end of the quarter. It does not express an opinion or make a claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-e60a9873-40d3-153d-1ce3-685b4269fe57', created=1739133943, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the company's remaining share repurchase authorization at the end of the quarter. It does not express an opinion or make a claim."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=38, prompt_tokens=139, total_tokens=177, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"however, average direct costs per operating day came in at $12,940, down from $13,770 in the year-ago quarter.","OUTOFCLAIM. The sentence provides factual information about the average direct costs per operating day, which is a statement of fact rather than a claim.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-6ba8f82e-cd92-bb4a-3af6-edf5d1d6d729', created=1739133944, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the average direct costs per operating day, which is a statement of fact rather than a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=30, prompt_tokens=151, total_tokens=181, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
the company believes that its domestic business will suffer (more in the second half) from the application of 25% tariff bracket on various products.,"INCLAIM. The sentence expresses a belief about the future impact of tariffs on the company's domestic business, which is a claim rather than a statement of fact.",INCLAIM,"ModelResponse(id='chatcmpl-0e93d6cd-55aa-7d18-987e-17efad111efe', created=1739133944, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""INCLAIM. The sentence expresses a belief about the future impact of tariffs on the company's domestic business, which is a claim rather than a statement of fact."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=34, prompt_tokens=146, total_tokens=180, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",1
"on google sites, cpcs were down 16% from the year-ago quarter, while network cpc declined 4%.","OUTOFCLAIM. The sentence provides factual information about the change in CPC values on Google sites and the network, without expressing an opinion or making a claim.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-25d3452a-b93f-f6a7-a967-e4b0a5fcb588', created=1739133945, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the change in CPC values on Google sites and the network, without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=32, prompt_tokens=144, total_tokens=176, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"also, earnings and revenues improved 4.6% and 16.6% year over year, respectively, given broad-based shipment growth, price improvements and operating efficiencies in aggregates business.","OUTOFCLAIM. The sentence provides factual information about the year-over-year improvements in earnings and revenues, which are based on observable data rather than making a claim.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-069ab7f9-91fb-7850-d55f-0a733281cdc2', created=1739133945, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the year-over-year improvements in earnings and revenues, which are based on observable data rather than making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=35, prompt_tokens=156, total_tokens=191, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"also, it has been working to cross the $50 billion assets threshold through an internal project.",OUTOFCLAIM. The sentence only states a factual present information about the company's assets.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-7eec4b80-c21c-0d28-d720-8eeb8bc80e00', created=1739133946, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence only states a factual present information about the company's assets."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=20, prompt_tokens=136, total_tokens=156, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
adjusted gross profit in the quarter declined 1% year over year to $121.7 million while adjusted gross margin decreased 750 basis points (bps) to 46.8%.,OUTOFCLAIM. The sentence provides factual information about the decline in adjusted gross profit and the decrease in adjusted gross margin without expressing an opinion or making a claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-71aa80c8-a0c4-54b0-9040-f163ef6c3794', created=1739133946, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the decline in adjusted gross profit and the decrease in adjusted gross margin without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=33, prompt_tokens=159, total_tokens=192, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"notably, average price realization for crude oil and condensates fell 67% year over year to $20.40 per barrel.",OUTOFCLAIM. The sentence provides factual information about the average price realization for crude oil and condensates without expressing an opinion or making a claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-08deb139-8db5-f43f-05a7-8bf9fab3bc59', created=1739133946, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the average price realization for crude oil and condensates without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=30, prompt_tokens=146, total_tokens=176, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"the company’s imaging solutions (14.7% of total revenue in fiscal 2017) segment, which accounted for approximately 14.2% of total revenue in fiscal 2016, focuses on color films, digital cameras, photofinishing equipment and color paper, chemicals and services for photofinishing.","OUTOFCLAIM. The sentence provides factual information about the company's imaging solutions segment, including its revenue and the types of products it focuses on. It does not express an opinion or make a claim about the segment's performance or quality.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-176cfa9a-b043-6770-007e-1ccaa5457e68', created=1739133947, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the company's imaging solutions segment, including its revenue and the types of products it focuses on. It does not express an opinion or make a claim about the segment's performance or quality."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=50, prompt_tokens=188, total_tokens=238, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"details of the twin transactionsas noted, the viking seatech business generated roughly $20 million revenues in the trailing 12 months.","OUTOFCLAIM. The sentence provides factual information about the revenue generated by the Viking Seatech business in the past 12 months. It does not express an opinion, judgment, or assertion that could be considered a claim.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-0eb79756-0267-952e-701f-869e23d9e521', created=1739133948, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the revenue generated by the Viking Seatech business in the past 12 months. It does not express an opinion, judgment, or assertion that could be considered a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=47, prompt_tokens=146, total_tokens=193, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"moreover, apple tv+ will be launched on nov 1 and will be priced at$4.99 per month with a one-week free trial.",OUTOFCLAIM. The sentence provides factual information about the launch date and pricing of Apple TV+ without expressing an opinion or making a claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-e189e884-26ff-c0fb-2c14-b764ca6984d6', created=1739133948, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the launch date and pricing of Apple TV+ without expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=29, prompt_tokens=149, total_tokens=178, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"notably, the company is investing c$1.14 billion (us $920 million) to raise browsing speeds to 1 gbit/s or higher by 2016.",OUTOFCLAIM. The sentence provides factual information about the company's investment and its goal to increase browsing speeds by 2016. It does not express an opinion or make a claim that can be evaluated as true or false.,INCLAIM,"ModelResponse(id='chatcmpl-4a4011ee-971b-53d6-4592-c81ae0700ea5', created=1739133949, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the company's investment and its goal to increase browsing speeds by 2016. It does not express an opinion or make a claim that can be evaluated as true or false."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=49, prompt_tokens=158, total_tokens=207, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
this company stock anticipates to report revenues in the range of $265-$275 million and earnings within 10-15 cents in second-quarter fiscal 2018.,"OUTOFCLAIM. The sentence provides factual information about the anticipated financial performance of the company, which is based on current or expected data rather than expressing an opinion or making a claim.",INCLAIM,"ModelResponse(id='chatcmpl-09b2b576-4580-4919-c3cb-2c8f7c87fa07', created=1739133949, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the anticipated financial performance of the company, which is based on current or expected data rather than expressing an opinion or making a claim.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=37, prompt_tokens=158, total_tokens=195, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"thecompany had already made a successful spin off of majority of its snf business in 2015 and following the expected sale of these 36snfs, the company would be able to lower its skilled nursing rent to 1% of its total business.",OUTOFCLAIM. The sentence provides factual information about the company's past and expected business activities without making a specific claim.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-9eba91bc-daa6-a699-e93e-c46ffe87de83', created=1739133950, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the company's past and expected business activities without making a specific claim."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=26, prompt_tokens=171, total_tokens=197, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
"notably, the latter helped wholesale unit sales to soar 52% in the quarter, forming roughly 73% of supervalu’s net revenues.","OUTOFCLAIM. The sentence provides factual information about the increase in wholesale unit sales and their contribution to Supervalu's net revenues, without making a claim or expressing an opinion.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-1236769a-57d6-a442-6de9-0a504ffa0cc3', created=1739133950, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the increase in wholesale unit sales and their contribution to Supervalu's net revenues, without making a claim or expressing an opinion."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=38, prompt_tokens=150, total_tokens=188, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
