sentences,llm_responses,actual_labels,complete_responses,extracted_labels
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .","POSITIVE
The sentence announces new orders worth a significant amount of money, indicating a positive business outcome for Cargotec Oyj. 


",2,"ModelResponse(id='907e6479dba21762', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence announces new orders worth a significant amount of money, indicating a positive business outcome for Cargotec Oyj. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=164, total_tokens=193, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,"NEUTRAL
The sentence is a factual statement about the structure of a new organization and does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e6479fcc7d63d', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a factual statement about the structure of a new organization and does not express any positive or negative sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=128, total_tokens=157, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
The value of the order is USD 2.3 mn .,"NEUTRAL
The sentence is a statement of fact and does not express any sentiment. 
",1,"ModelResponse(id='907e647a29d9396e', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a statement of fact and does not express any sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=124, total_tokens=144, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .","POSITIVE
The sentence expresses optimism about the future of the EU fertilizer industry, highlighting its potential for strength and global competitiveness. 


",2,"ModelResponse(id='907e6479cb241ffa', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence expresses optimism about the future of the EU fertilizer industry, highlighting its potential for strength and global competitiveness. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=133, total_tokens=160, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,"NEUTRAL
The sentence provides factual information about a share subscription period and does not express any sentiment. 
",1,"ModelResponse(id='907e6479eb376fc1', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence provides factual information about a share subscription period and does not express any sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=142, total_tokens=165, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,"NEUTRAL
The sentence provides a factual description of a report's purpose and content without expressing any positive or negative sentiment. 


",1,"ModelResponse(id='907e647a1dfb05bc', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence provides a factual description of a report's purpose and content without expressing any positive or negative sentiment. \n\n\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=138, total_tokens=166, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
The figure does not include food exports from Finland .,"NEUTRAL
The sentence is a statement of fact and does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e647a1f20398c', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a statement of fact and does not express any positive or negative sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=121, total_tokens=144, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,"NEGATIVE
The sentence reports that share prices ended lower, indicating a negative market performance. 
",0,"ModelResponse(id='907e647a189bc573', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEGATIVE\nThe sentence reports that share prices ended lower, indicating a negative market performance. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=141, total_tokens=161, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .","NEUTRAL
The sentence is a factual description of product categories and does not express any sentiment. 
",1,"ModelResponse(id='907e647a39e87fee', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a factual description of product categories and does not express any sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=161, total_tokens=183, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .","POSITIVE
The sentence highlights a significant improvement in cash flow from operations, moving from a negative to a positive figure. 


",2,"ModelResponse(id='907e647a2a9307f5', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence highlights a significant improvement in cash flow from operations, moving from a negative to a positive figure. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=145, total_tokens=171, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"The total number of voting rights is 74,612,523 .","NEUTRAL
The sentence presents a factual statement about the number of voting rights and does not express any sentiment. 
",1,"ModelResponse(id='907e647a2ddbe613', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence presents a factual statement about the number of voting rights and does not express any sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=130, total_tokens=155, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,"POSITIVE
The sentence expresses a positive development (increase in operating profit) which indicates a positive sentiment. 
",2,"ModelResponse(id='907e647a196b05a0', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive development (increase in operating profit) which indicates a positive sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=132, total_tokens=155, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .","NEUTRAL
The sentence presents factual information about market share percentages for different phone manufacturers and does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e647a2c8f20d7', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence presents factual information about market share percentages for different phone manufacturers and does not express any positive or negative sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=156, total_tokens=185, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .","NEUTRAL
The sentence is a factual announcement about a company's upcoming financial report and does not express any positive or negative sentiment. 


",1,"ModelResponse(id='907e647a3d010824', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence is a factual announcement about a company's upcoming financial report and does not express any positive or negative sentiment. \n\n\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=156, total_tokens=186, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .","POSITIVE
The sentence expresses a positive sentiment as the refining margin increased from $10.46 to $13.39 per barrel. 
",2,"ModelResponse(id='907e647a2ae3209a', created=1737872377, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment as the refining margin increased from $10.46 to $13.39 per barrel. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=146, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL
The sentence is a factual statement about Patrick Jeambar's responsibilities and does not express any positive or negative sentiment. 


",1,"ModelResponse(id='907e647a5941c932', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence is a factual statement about Patrick Jeambar's responsibilities and does not express any positive or negative sentiment. \n\n\n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=136, total_tokens=167, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,"POSITIVE
The sentence reports a significant increase in net profit, indicating a positive financial performance. 
",2,"ModelResponse(id='907e647a5f1a6ff5', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence reports a significant increase in net profit, indicating a positive financial performance. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=21, prompt_tokens=165, total_tokens=186, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","POSITIVE
The sentence reports an increase in operating profit, indicating a positive financial performance. 


",2,"ModelResponse(id='907e647a6a6320ac', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence reports an increase in operating profit, indicating a positive financial performance. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=141, total_tokens=161, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
This new partnership agreement represents a significant milestone for both parties .,"POSITIVE 
The sentence expresses a positive sentiment by highlighting a ""significant milestone"" which is generally viewed as a positive development. 


",2,"ModelResponse(id='907e647a7e215776', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE \nThe sentence expresses a positive sentiment by highlighting a ""significant milestone"" which is generally viewed as a positive development. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=123, total_tokens=151, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
The corrected chapter is in its entirety below .,"NEUTRAL
The sentence is a factual statement providing information about the availability of a corrected chapter without expressing any sentiment. 


",1,"ModelResponse(id='907e647a98db083f', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a factual statement providing information about the availability of a corrected chapter without expressing any sentiment. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=120, total_tokens=146, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .","NEUTRAL
The sentence is a factual description of Tulikivi's products and does not express any sentiment. 
",1,"ModelResponse(id='907e647a9ad5d6cc', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence is a factual description of Tulikivi's products and does not express any sentiment. \n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=136, total_tokens=162, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,"NEUTRAL
The sentence is a factual statement about reporting structures and does not express any sentiment. 
",1,"ModelResponse(id='907e647a9f5159ce', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a factual statement about reporting structures and does not express any sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=131, total_tokens=153, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"POSITIVE
The sentence describes an improvement in operating results, going from a loss to a profit, indicating a positive sentiment. 


",2,"ModelResponse(id='907e647ab8c1d64f', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence describes an improvement in operating results, going from a loss to a profit, indicating a positive sentiment. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=143, total_tokens=170, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .","NEGATIVE
The sentence reports a significant decrease in net profit (45%), indicating a negative financial performance. 


",0,"ModelResponse(id='907e647ac9fde5be', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEGATIVE\nThe sentence reports a significant decrease in net profit (45%), indicating a negative financial performance. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=178, total_tokens=202, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,"POSITIVE
The sentence reports an increase in sales (""rose 10 pct"") and attributes it to positive factors (""strong volume and favourable currency effects""). 


",2,"ModelResponse(id='907e647acceac5ad', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence reports an increase in sales (""rose 10 pct"") and attributes it to positive factors (""strong volume and favourable currency effects""). \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=135, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","NEUTRAL
The sentence is a factual statement about the contents of a delivery and does not express any positive or negative sentiment. 
",1,"ModelResponse(id='907e647ac8f50847', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThe sentence is a factual statement about the contents of a delivery and does not express any positive or negative sentiment. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=139, total_tokens=167, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .","POSITIVE
The sentence reports a significant increase in net profit, indicating a positive financial performance. 
",2,"ModelResponse(id='907e647acc76f274', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence reports a significant increase in net profit, indicating a positive financial performance. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=21, prompt_tokens=147, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .","POSITIVE
The sentence reports positive growth in advertising and circulation revenues. 


",2,"ModelResponse(id='907e647adb95d6ed', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence reports positive growth in advertising and circulation revenues. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=16, prompt_tokens=132, total_tokens=148, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"Poyry is a global consulting and engineering firm focusing on the energy , forest industry and infrastructure & environment sectors .","NEUTRAL
The sentence provides factual information about Poyry's business areas without expressing any positive or negative sentiment. 
",1,"ModelResponse(id='907e647aebe705b8', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\nThe sentence provides factual information about Poyry's business areas without expressing any positive or negative sentiment. \n"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=133, total_tokens=159, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"However , the company saw its net profit for the third quarter down to EUR 1.4 million from EUR 1.5 million for the corresponding period of 2009 .","NEGATIVE
The sentence describes a decrease in net profit, indicating a negative financial performance. 
",0,"ModelResponse(id='907e647af915820e', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEGATIVE\nThe sentence describes a decrease in net profit, indicating a negative financial performance. \n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=149, total_tokens=169, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
"In the third quarter , net sales increased by 12 % year-on-year to EUR159 .5 m , or by 6 % at comparable currency rates growth .","POSITIVE
The sentence reports a positive financial performance with increased net sales year-on-year. 


",2,"ModelResponse(id='907e647afe32d6a5', created=1737872378, model='together_ai/google/gemma-2-9b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence reports a positive financial performance with increased net sales year-on-year. \n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=149, total_tokens=171, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",
