sentence,entity_pairs,actual_labels,llm_responses,complete_responses
"Slide 25 demonstrates how our Banquet, Healthy Choice and Marie Callender's brands are leading frozen single serve peers in new buyer acquisition.","['Frozen', 'single']",distribution_format,"The relationship that best fits ""single"" to ""Frozen"" in the given sentence is ""industry."" The sentence discusses how certain brands are leading in the ""frozen single serve"" category, which refers to a segment or industry within the frozen food market.","ModelResponse(id='chatcmpl-Av58gCMf7Po8AwU1b5SDDVoWmJWgN', created=1738167814, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits ""single"" to ""Frozen"" in the given sentence is ""industry."" The sentence discusses how certain brands are leading in the ""frozen single serve"" category, which refers to a segment or industry within the frozen food market.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=52, prompt_tokens=211, total_tokens=263, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
-- Anglo-Dutch oil major Royal Dutch Shell (Xetra: R6C1.DE - news ) to acquire BG Group (LSE: BG.L - news ) (notified July 29/deadline Sept. 2),"['BG Group', 'Royal Dutch Shell']",parent_organization,"The relationship that best fits Royal Dutch Shell to BG Group in the given sentence is ""owner of.""","ModelResponse(id='chatcmpl-Av58iotN9wxElDV2mcUuV9D9SEbor', created=1738167816, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits Royal Dutch Shell to BG Group in the given sentence is ""owner of.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=21, prompt_tokens=239, total_tokens=260, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
Eurogroup President Jeroen Dijsselbloem said the EU and IMF would be able to find a compromise in the form of lower interest rates and longer repayment terms.,"['Eurogroup', 'Jeroen Dijsselbloem']",chairperson,The relationship that best fits is: position held.,"ModelResponse(id='chatcmpl-Av58iIdInSu3uUbXLI4TJjnhJJtB6', created=1738167816, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_4691090a87', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits is: position held.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=11, prompt_tokens=234, total_tokens=245, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"BEIJING/LONDON - The head of hedge fund manager Man Group (LSE: EMG.L - news ) Plc's China business is taken into custody to help authorities in a probe into recent market volatility, Bloomberg reports, while separately a local financial reporter confesses to having spread false information that caused ""panic and disorder"" on national TV.","['Man Group', 'hedge fund']",industry,"The relationship that best fits is ""product or material produced."" In this context, the hedge fund is a product or service offered by Man Group.","ModelResponse(id='chatcmpl-Av58j0iUSBU1i33sZwlPzQIlQJY4q', created=1738167817, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits is ""product or material produced."" In this context, the hedge fund is a product or service offered by Man Group.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=259, total_tokens=289, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"P&G, the maker of Tide laundry soap, Crest toothpaste and a plethora of other packaged goods, will sell Coty well-known hair care and cosmetics brands such as Miss Clairol, CoverGirl and Max Factor.","['CoverGirl', 'cosmetics']",product_or_material_produced,"The relationship that best fits cosmetics 'RELATIONSHIP' CoverGirl in this sentence is ""brand.""","ModelResponse(id='chatcmpl-Av58lXubRwgWXSK0JWcltnSuloZRr', created=1738167819, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits cosmetics \'RELATIONSHIP\' CoverGirl in this sentence is ""brand.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=21, prompt_tokens=230, total_tokens=251, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"What's more, the Wall Street community doesn't expect that 3D Systems will reclaim its status as the largest 3D printing company by revenue in the coming years.","['3D Systems', '3D printing']",industry,"The relationship that best fits is ""industry."" 3D printing is the industry in which 3D Systems operates.","ModelResponse(id='chatcmpl-Av58lSq0jnms7P7QV0oecnA1CFrXW', created=1738167819, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits is ""industry."" 3D printing is the industry in which 3D Systems operates.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=234, total_tokens=259, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"In 2012 The Seattle Times began a report from Kentucky : ""On an average day, 51-year-old Connie Milby covered more than 10 miles in her tennis shoes, walking and climbing up and down three flights of stairs to retrieve tools, toys and a vast array of other merchandise for Amazon.com shoppers.","['VAST', 'Seattle']",location_of_formation,"The relationship that best fits Seattle 'RELATIONSHIP' VAST in the given sentence is ""publisher."" The Seattle Times, which is based in Seattle, is the publisher of the report that mentions a ""vast array of other merchandise.""","ModelResponse(id='chatcmpl-Av58nbNtpKuQx8QuEbyp15NNzrDl3', created=1738167821, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_4691090a87', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits Seattle \'RELATIONSHIP\' VAST in the given sentence is ""publisher."" The Seattle Times, which is based in Seattle, is the publisher of the report that mentions a ""vast array of other merchandise.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=48, prompt_tokens=250, total_tokens=298, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
The heavily touted accounting software business MYOB was one of the recent high-profile floats in the last year to trade below the value its shares were first offered at.,"['MYOB', 'accounting software']",product_or_material_produced,"The relationship that best fits is: product or material produced. Therefore, the relationship is accounting software 'product or material produced' MYOB.","ModelResponse(id='chatcmpl-Av58o6YcJxeRR6t5TCRvGhhDh2BG1', created=1738167822, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content=""The relationship that best fits is: product or material produced. Therefore, the relationship is accounting software 'product or material produced' MYOB."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=221, total_tokens=250, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"Clearly, the outlook for Lookers and Pendragon is rather different than for mining stocks such as Rio Tinto (LSE: RIO) and Glencore (LSE: GLEN).","['Glencore', 'mining']",industry,"The best relationship that fits mining 'RELATIONSHIP' Glencore in this sentence is ""industry.""","ModelResponse(id='chatcmpl-Av58p4lI2eKuNMzIoJnKYrGKu06Tq', created=1738167823, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The best relationship that fits mining \'RELATIONSHIP\' Glencore in this sentence is ""industry.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=231, total_tokens=253, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"The price tag represents the company’s strategy of more aggressively taking on General Motors Co. GM 1.40 % ’s struggling Cadillac brand, and competing with Toyota Motor Corp. TM 2.29 % ’s Lexus brand and Germany’s BMW AG BMW 3.98 % or Audi AG NSU -1.22 % .","['Lexus', 'Toyota']",parent_organization,"The relationship that best fits ""Toyota 'RELATIONSHIP' Lexus"" for this sentence is: parent organization.","ModelResponse(id='chatcmpl-Av58qy7NZo85IGKe6e03EK6XFQvJf', created=1738167824, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits ""Toyota \'RELATIONSHIP\' Lexus"" for this sentence is: parent organization.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=252, total_tokens=275, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"The price tag represents the company’s strategy of more aggressively taking on General Motors Co. GM 1.40 % ’s struggling Cadillac brand, and competing with Toyota Motor Corp. TM 2.29 % ’s Lexus brand and Germany’s BMW AG BMW 3.98 % or Audi AG NSU -1.22 % .","['Lexus', 'Toyota']",owned_by,The relationship that best fits Toyota 'RELATIONSHIP' Lexus for this sentence is: parent organization.,"ModelResponse(id='chatcmpl-Av58r265LHmCNU7j9MgqIoVCtiBhy', created=1738167825, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content=""The relationship that best fits Toyota 'RELATIONSHIP' Lexus for this sentence is: parent organization."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=21, prompt_tokens=252, total_tokens=273, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
And then last year what we were able to do that started to pay dividends and benefits is we eliminated excess capacity that existed with Ultratech having manufacturing facilities in both Singapore and San Jose and we moved that Singapore operations to San Jose.,"['Ultratech', 'San Jose']",headquarters_location,"The relationship that best fits San Jose to Ultratech in the given sentence is ""headquarters location.""","ModelResponse(id='chatcmpl-Av58sEvYfPamnaXeathT9rCI5Jbi7', created=1738167826, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits San Jose to Ultratech in the given sentence is ""headquarters location.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=239, total_tokens=261, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
NetSuite Inc. is the industry's leading provider of cloud-based financials / Enterprise Resource Planning (ERP) and omnichannel commerce software suites.,"['NetSuite', 'software']",product_or_material_produced,The relationship that best fits is: product or material produced.,"ModelResponse(id='chatcmpl-Av58th2pESbAe8eAPNVNolJhNqRpF', created=1738167827, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_4691090a87', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits is: product or material produced.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=13, prompt_tokens=214, total_tokens=227, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"Separately, in interest rate markets, Dalian Wanda Commercial Properties, controlled by China's richest man Wang Jianlin, is seeking to sell as much as 15 billion yuan ($US2.3 billion) of local bonds as the weakening currency boosts borrowing costs overseas.","['Wanda Commercial', 'Dalian']",headquarters_location,"The relationship that best fits is: ""parent organization"". Therefore, Dalian 'parent organization' Wanda Commercial.","ModelResponse(id='chatcmpl-Av58vU5L0GGJCM7FftEFGVRwK9Yiw', created=1738167829, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits is: ""parent organization"". Therefore, Dalian \'parent organization\' Wanda Commercial.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=242, total_tokens=265, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"Thu, Jul 30, 2015, 23:31 BST - UK Markets closed Google quietly releases new Google Glass By Andrew Trotman | Telegraph – 38 minutes ago 66.25 -0.30","['Google Glass', 'Google']",developer,The relationship that best fits is: brand.,"ModelResponse(id='chatcmpl-Av58w0nhauyQ33PmW0k8ZZJLbzGuY', created=1738167830, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits is: brand.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=232, total_tokens=242, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
The Deloitte plan would take personal marginal tax rates and reduce them by 15 cents in the dollar.,"['Deloitte', 'tax']",product_or_material_produced,"The relationship that best fits ""tax"" to ""Deloitte"" in this sentence is ""industry.""","ModelResponse(id='chatcmpl-Av58xYiUDpnbHECSEChAeQj6zCtoZ', created=1738167831, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits ""tax"" to ""Deloitte"" in this sentence is ""industry.""', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=21, prompt_tokens=203, total_tokens=224, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
"The Chicago Tribune has reported that 200,000 visitors attended a free fan festival tied to the 2015 draft and noted that a university study pegged the draft's direct economic impact on Chicago at nearly $44 million, including hotel and restaurant revenue, sales-tax revenue and temporary jobs created.","['Chicago Tribune', 'Chicago']",headquarters_location,"The relationship that best fits is ""headquarters location."" Therefore, the relationship is: Chicago 'headquarters location' Chicago Tribune.","ModelResponse(id='chatcmpl-Av58yhiKnkhsqyzTXsJSU9qkIKW0w', created=1738167832, model='gpt-4o-2024-08-06', object='chat.completion', system_fingerprint='fp_50cad350e4', choices=[Choices(finish_reason='stop', index=0, message=Message(content='The relationship that best fits is ""headquarters location."" Therefore, the relationship is: Chicago \'headquarters location\' Chicago Tribune.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=245, total_tokens=272, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=0, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')"
