context,llm_responses,actual_target,actual_sentiment,complete_responses,extraction_model_response,extraction_response,regex_extraction
Sentence: Chime Communications Set To Be Acquired By WPP And Providence. Snippets: Chime Communications Set To Be Acquired By WPP And Providence. Target aspect: WPP,,WPP,0.202,"ModelResponse(id='chatcmpl-AvESd2DCDcGFtXdzyVFfpLKgosoI3', created=1738203647, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=123, total_tokens=251, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721233b0b3b42', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
"Sentence: CompaniesNew Aggreko CEO to reshape business, strip costs. Snippets: CompaniesNew Aggreko CEO to reshape business, strip costs. Target aspect: Aggreko",,Aggreko,0.177,"ModelResponse(id='chatcmpl-AvESfQPdfS0pXhTYWIrJSOetAioHb', created=1738203649, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=122, total_tokens=250, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721231956d653', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug. Snippets: AstraZeneca to Pay Inovio Up to $700 Million for Cancer Drug. Target aspect: Inovio,,Inovio,0.33,"ModelResponse(id='chatcmpl-AvESg81UkL2JV8P92LpGWXzaljQSA', created=1738203650, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=128, total_tokens=256, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721232deff278', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: Rio Tinto CEO says iron ore market at equilibrium. Snippets: Rio Tinto CEO says iron ore market at equilibrium. Target aspect: Rio Tinto,,Rio Tinto,0.0,"ModelResponse(id='chatcmpl-AvESiMRR75mJFdpfCHvWCznZw2gOc', created=1738203652, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=118, total_tokens=246, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721233cd5c943', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: US sanctions put Gazprom-Shell alliance plans in jeopardy. Snippets: US sanctions put Gazprom-Shell alliance plans in jeopardy. Target aspect: Shell,,Shell,-0.314,"ModelResponse(id='chatcmpl-AvESk07VVqzrxXY1FsnOYaj00saFm', created=1738203654, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=120, total_tokens=248, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721233c13d703', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: Standard Chartered Not Raising Capital Yet As Dividend Cut. Snippets: Standard Chartered Not Raising Capital Yet As Dividend Cut. Target aspect: Standard Chartered,,Standard Chartered,-0.158,"ModelResponse(id='chatcmpl-AvESnYJwr4neRSFKjWaOTAACv3cpz', created=1738203657, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=115, total_tokens=243, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721233c9f598c', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: Tesco share price dips as Blinkbox Books closes ending supermarket's digital .... Snippets: Tesco share price dips as Blinkbox Books closes ending supermarket's digital .... Target aspect: Blinkbox,,Blinkbox,-0.357,"ModelResponse(id='chatcmpl-AvESq2lv8I3NReAbU6h6xl9AUvkHY', created=1738203660, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=123, total_tokens=251, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721234cbd9c66', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
"Sentence: UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn. Snippets: UPDATE 1-BHP Billiton's credit ratings fragile in FY16, agencies warn. Target aspect: BHP",,BHP,-0.338,"ModelResponse(id='chatcmpl-AvESsjBaeYEApOtHfrs5mTf9o4tI3', created=1738203662, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=131, total_tokens=259, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721235fc97fb8', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: CRH adds CR Laurence to acquisitions tally for $1.3bn. Snippets: CRH adds CR Laurence to acquisitions tally for $1.3bn. Target aspect: CRH,,CRH,0.231,"ModelResponse(id='chatcmpl-AvESuvzm4B39OUwHemziBYp93RqOW', created=1738203664, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=125, total_tokens=253, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721235dd45a2e', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: Stakes High for AstraZeneca Heart Drug Facing Tough Competition. Snippets: Stakes High for AstraZeneca Heart Drug Facing Tough Competition. Target aspect: AstraZeneca,,AstraZeneca,-0.24,"ModelResponse(id='chatcmpl-AvESwc38BWyiKMuSYsyNvMsNGRe68', created=1738203666, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=117, total_tokens=245, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721236c83e61f', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: Shire to buy NPS for $5.2 billion to boost rare disease drugs. Snippets: Shire to buy NPS for $5.2 billion to boost rare disease drugs. Target aspect: Shire,,Shire,0.235,"ModelResponse(id='chatcmpl-AvESyEvdaYsp5QtKrEpsQhixBkTde', created=1738203668, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=131, total_tokens=259, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a7212368dce614', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
Sentence: Novartis buys remaining rights to GSK treatment in deal up to $1 billion. Snippets: Novartis buys remaining rights to GSK treatment in deal up to $1 billion. Target aspect: Novartis,,Novartis,0.217,"ModelResponse(id='chatcmpl-AvET0Wbbq0upczAgzyTXtpQ7orvjB', created=1738203670, model='o1-mini-2024-09-12', object='chat.completion', system_fingerprint='fp_f56e40de61', choices=[Choices(finish_reason='length', index=0, message=Message(content='', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=132, total_tokens=260, completion_tokens_details=CompletionTokensDetailsWrapper(accepted_prediction_tokens=0, audio_tokens=0, reasoning_tokens=128, rejected_prediction_tokens=0, text_tokens=None), prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=0, cached_tokens=0, text_tokens=None, image_tokens=None)), service_tier='default')","ModelResponse(id='90a721236f2b5973', created=1738299535, model='together_ai/meta-llama/Llama-3-8b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='-1', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=57, total_tokens=60, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",-1,
