sentences,llm_responses,actual_labels,complete_responses
Exports grew 16.5 percent to 19.1 million liters .,"POSITIVE

The sentence indicates a significant growth in exports, which is a positive development and a cause for celebration.",2,"ModelResponse(id='chatcmpl-a554ada5-fc91-47c9-b2de-b3bdea868a1f', created=1738279610, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence indicates a significant growth in exports, which is a positive development and a cause for celebration.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=121, total_tokens=145, completion_tokens_details=None, prompt_tokens_details=None))"
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .","NEUTRAL

This sentence is classified as neutral because it is a factual statement about a business transaction and does not express any positive or negative sentiment.",2,"ModelResponse(id='chatcmpl-213e1a33-34fb-40ce-8beb-aaa044da23e9', created=1738279610, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is classified as neutral because it is a factual statement about a business transaction and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=156, total_tokens=187, completion_tokens_details=None, prompt_tokens_details=None))"
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,"NEUTRAL

This sentence is a factual statement describing the structure of a new organization, without expressing any positive or negative sentiment.",1,"ModelResponse(id='chatcmpl-457722f5-cd2a-48df-a5b4-ce7ed9e9e5ea', created=1738279611, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement describing the structure of a new organization, without expressing any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=121, total_tokens=148, completion_tokens_details=None, prompt_tokens_details=None))"
The value of the order is USD 2.3 mn .,"NEUTRAL

This sentence is a statement of fact, providing information about the value of an order, which is a neutral piece of information.",1,"ModelResponse(id='chatcmpl-58b86ebc-0b80-458f-9231-292bd9b46d13', created=1738279611, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a statement of fact, providing information about the value of an order, which is a neutral piece of information.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=117, total_tokens=147, completion_tokens_details=None, prompt_tokens_details=None))"
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .","NEUTRAL

This sentence is classified as neutral because it states a fact without expressing any positive or negative sentiment. It simply conveys information about the potential outcome of combining two producers.",2,"ModelResponse(id='chatcmpl-1771526a-92cc-4447-bb0e-27d7c666c6cc', created=1738279612, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is classified as neutral because it states a fact without expressing any positive or negative sentiment. It simply conveys information about the potential outcome of combining two producers.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=37, prompt_tokens=126, total_tokens=163, completion_tokens_details=None, prompt_tokens_details=None))"
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,"NEUTRAL

This sentence is a factual statement about a share subscription period, which is neutral in sentiment as it does not express any positive or negative emotions or opinions.",1,"ModelResponse(id='chatcmpl-d9fd6827-ecca-4479-8103-4a62629ebdfa', created=1738279613, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement about a share subscription period, which is neutral in sentiment as it does not express any positive or negative emotions or opinions.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=35, prompt_tokens=135, total_tokens=170, completion_tokens_details=None, prompt_tokens_details=None))"
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,"NEUTRAL

The sentence is a factual statement about a report, with no clear indication of positive or negative sentiment. It simply provides information about the report's purpose and content.",1,"ModelResponse(id='chatcmpl-7ad7e197-12bd-4d02-b031-9c0a8795e74a', created=1738279614, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThe sentence is a factual statement about a report, with no clear indication of positive or negative sentiment. It simply provides information about the report's purpose and content."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=37, prompt_tokens=133, total_tokens=170, completion_tokens_details=None, prompt_tokens_details=None))"
The figure does not include food exports from Finland .,"NEUTRAL

The sentence is a factual statement without any emotional tone or judgment, hence it is classified as neutral.",1,"ModelResponse(id='chatcmpl-3ff3fe35-1936-462f-84d2-c72ab21582c8', created=1738279614, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThe sentence is a factual statement without any emotional tone or judgment, hence it is classified as neutral.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=114, total_tokens=139, completion_tokens_details=None, prompt_tokens_details=None))"
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,"NEUTRAL

The sentence reports a factual event without expressing any sentiment or opinion, hence it is classified as neutral.",0,"ModelResponse(id='chatcmpl-fcd4430a-7f49-48bc-8c03-67fc7a1392c3', created=1738279615, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThe sentence reports a factual event without expressing any sentiment or opinion, hence it is classified as neutral.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=136, total_tokens=161, completion_tokens_details=None, prompt_tokens_details=None))"
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .","NEUTRAL

This sentence is a factual statement describing various communication products and does not express any positive or negative sentiment.",1,"ModelResponse(id='chatcmpl-5e13d042-a486-430c-bdbd-a3c379447a40', created=1738279616, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement describing various communication products and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=154, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None))"
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .","NEUTRAL

This sentence is neutral as it simply states a fact about the change in cash flow from operations without expressing any positive or negative sentiment.",2,"ModelResponse(id='chatcmpl-f3dc7981-4709-400c-a8ee-5fb2c0890e8d', created=1738279616, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is neutral as it simply states a fact about the change in cash flow from operations without expressing any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=139, total_tokens=170, completion_tokens_details=None, prompt_tokens_details=None))"
"The total number of voting rights is 74,612,523 .","NEUTRAL

This sentence is a factual statement and does not express any sentiment or opinion, therefore it is classified as neutral.",1,"ModelResponse(id='chatcmpl-49063ecb-978a-45b2-99f8-94dcc2bd4b9c', created=1738279617, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement and does not express any sentiment or opinion, therefore it is classified as neutral.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=123, total_tokens=150, completion_tokens_details=None, prompt_tokens_details=None))"
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,"POSITIVE

The sentence expresses a positive sentiment as it highlights a significant increase in operating profit for Orion Pharma, indicating a successful financial performance.",2,"ModelResponse(id='chatcmpl-a00451f0-3cf6-4c27-9815-071d45abb34a', created=1738279617, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence expresses a positive sentiment as it highlights a significant increase in operating profit for Orion Pharma, indicating a successful financial performance.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=125, total_tokens=154, completion_tokens_details=None, prompt_tokens_details=None))"
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .","NEUTRAL

This sentence is a factual statement about market share and does not express any positive or negative sentiment.",1,"ModelResponse(id='chatcmpl-82f199d3-c9e9-4e3c-87ea-734542ef5d02', created=1738279618, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement about market share and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=150, total_tokens=174, completion_tokens_details=None, prompt_tokens_details=None))"
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .","NEUTRAL

This sentence is neutral as it simply states a fact about a company's upcoming report release and does not express any positive or negative sentiment.",1,"ModelResponse(id='chatcmpl-fa8cab8a-6fb0-4a09-8f07-07e23ac6ffa2', created=1738279618, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is neutral as it simply states a fact about a company's upcoming report release and does not express any positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=32, prompt_tokens=149, total_tokens=181, completion_tokens_details=None, prompt_tokens_details=None))"
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .","NEUTRAL

This sentence is a factual statement comparing refining margins between two years, without expressing any positive or negative sentiment.",2,"ModelResponse(id='chatcmpl-fef73780-c9e9-4f3d-b6f8-c4b3edea5a11', created=1738279619, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement comparing refining margins between two years, without expressing any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=139, total_tokens=165, completion_tokens_details=None, prompt_tokens_details=None))"
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL

The sentence is neutral as it simply states a fact about Patrick Jeambar's role and responsibilities within the corporation, without expressing any positive or negative sentiment.",1,"ModelResponse(id='chatcmpl-62317736-6a97-4cc1-8177-589b5bf0445b', created=1738279620, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThe sentence is neutral as it simply states a fact about Patrick Jeambar's role and responsibilities within the corporation, without expressing any positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=35, prompt_tokens=128, total_tokens=163, completion_tokens_details=None, prompt_tokens_details=None))"
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,"POSITIVE

The sentence expresses a positive sentiment as it highlights a significant increase in net profit for Outotec in the second quarter of 2007 compared to the previous year.",2,"ModelResponse(id='chatcmpl-0d752831-0fb0-47c4-9a9f-7a1433b4dd45', created=1738279620, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence expresses a positive sentiment as it highlights a significant increase in net profit for Outotec in the second quarter of 2007 compared to the previous year.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=38, prompt_tokens=157, total_tokens=195, completion_tokens_details=None, prompt_tokens_details=None))"
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","NEUTRAL

The sentence is neutral as it presents a fact about an increase in operating profit, but without any explicit positive or negative sentiment.",2,"ModelResponse(id='chatcmpl-6f385767-c8cb-4df2-a800-95d14953c62a', created=1738279621, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThe sentence is neutral as it presents a fact about an increase in operating profit, but without any explicit positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=134, total_tokens=164, completion_tokens_details=None, prompt_tokens_details=None))"
This new partnership agreement represents a significant milestone for both parties .,"POSITIVE

The sentence expresses a positive sentiment as it highlights a significant achievement and a positive outcome for both parties involved in the partnership agreement.",2,"ModelResponse(id='chatcmpl-ee06f6b9-a545-49d2-b919-e331fa60e7b8', created=1738279622, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence expresses a positive sentiment as it highlights a significant achievement and a positive outcome for both parties involved in the partnership agreement.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=116, total_tokens=145, completion_tokens_details=None, prompt_tokens_details=None))"
The corrected chapter is in its entirety below .,"NEUTRAL

This sentence is classified as neutral because it simply states a fact without expressing any sentiment or emotion.",1,"ModelResponse(id='chatcmpl-fe9be564-c3fb-473f-8b8a-5227689cc76a', created=1738279622, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is classified as neutral because it simply states a fact without expressing any sentiment or emotion.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=113, total_tokens=137, completion_tokens_details=None, prompt_tokens_details=None))"
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .","NEUTRAL

This sentence is a factual statement about a company's products and does not express any sentiment or opinion.",1,"ModelResponse(id='chatcmpl-3bcc1f98-fc02-4002-a0c1-8c971b811795', created=1738279623, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is a factual statement about a company's products and does not express any sentiment or opinion."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=129, total_tokens=154, completion_tokens_details=None, prompt_tokens_details=None))"
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,"NEUTRAL

The sentence is a factual statement about reporting lines within an organization, with no indication of positive or negative sentiment.",1,"ModelResponse(id='chatcmpl-d7e55a70-09dc-478d-a221-d2c012512cce', created=1738279623, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThe sentence is a factual statement about reporting lines within an organization, with no indication of positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=124, total_tokens=151, completion_tokens_details=None, prompt_tokens_details=None))"
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"POSITIVE

The sentence indicates a positive change, as the operating result has improved significantly, turning a loss into a substantial gain.",2,"ModelResponse(id='chatcmpl-b23d4e20-423f-4d54-96ff-998538aebe76', created=1738279624, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence indicates a positive change, as the operating result has improved significantly, turning a loss into a substantial gain.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=136, total_tokens=163, completion_tokens_details=None, prompt_tokens_details=None))"
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .","NEUTRAL

This sentence is classified as neutral because it is a factual statement about a company's financial performance, without any explicit positive or negative sentiment. The statement simply reports a decrease in net profit, which is a neutral business update.",0,"ModelResponse(id='chatcmpl-aecdd935-8d17-4987-8b79-d4a079651f05', created=1738279625, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is classified as neutral because it is a factual statement about a company's financial performance, without any explicit positive or negative sentiment. The statement simply reports a decrease in net profit, which is a neutral business update."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=49, prompt_tokens=171, total_tokens=220, completion_tokens_details=None, prompt_tokens_details=None))"
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,"POSITIVE

The sentence expresses a positive sentiment as it indicates an increase in sales, which is a positive development for a business. The use of ""rose"" and ""strong volume"" suggests a positive outcome and a successful performance.",2,"ModelResponse(id='chatcmpl-2130eb26-0ce6-4844-9ec2-ff3f0cf28daa', created=1738279626, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence expresses a positive sentiment as it indicates an increase in sales, which is a positive development for a business. The use of ""rose"" and ""strong volume"" suggests a positive outcome and a successful performance.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=47, prompt_tokens=129, total_tokens=176, completion_tokens_details=None, prompt_tokens_details=None))"
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","NEUTRAL

This sentence is neutral as it simply states a fact about a company's delivery and does not express any positive or negative sentiment.",1,"ModelResponse(id='chatcmpl-6fd60bfc-bc08-4f25-ba08-12a447805dd0', created=1738279626, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is neutral as it simply states a fact about a company's delivery and does not express any positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=132, total_tokens=162, completion_tokens_details=None, prompt_tokens_details=None))"
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .","NEUTRAL

This sentence is classified as neutral because it is a factual statement about a company's financial performance, without any explicit positive or negative sentiment. The increase in net profit is a positive aspect, but the statement is presented as a simple fact without any further context or opinion.",2,"ModelResponse(id='chatcmpl-64172502-ee78-4a47-a5af-ec33684743e5', created=1738279627, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is classified as neutral because it is a factual statement about a company's financial performance, without any explicit positive or negative sentiment. The increase in net profit is a positive aspect, but the statement is presented as a simple fact without any further context or opinion."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=140, total_tokens=198, completion_tokens_details=None, prompt_tokens_details=None))"
"Advertising and circulation revenues grew by 3.4 % and by 0.4 % , respectively .","NEUTRAL

This sentence is classified as neutral because it simply states a fact about revenue growth without expressing any sentiment or opinion.",2,"ModelResponse(id='chatcmpl-b763955c-e777-4d68-b0a2-811c83d9824f', created=1738279628, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is classified as neutral because it simply states a fact about revenue growth without expressing any sentiment or opinion.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=125, total_tokens=152, completion_tokens_details=None, prompt_tokens_details=None))"
