documents,llm_responses,actual_labels,complete_responses,extracted_labels
I still don't have my card after 2 weeks.  What should I do?,"The sentence ""I still don't have my card after 2 weeks. What should I do?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-2485f275-8563-0ee3-2a6c-4da42671dd70', created=1738132604, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I still don\'t have my card after 2 weeks. What should I do?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=786, total_tokens=819, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
still waiting on my new card,"The sentence ""still waiting on my new card"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-51decd94-ca17-200b-a448-509c332d655a', created=1738132605, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""still waiting on my new card"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=773, total_tokens=795, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I am still waiting for my card after 1 week.  Is this ok?,"The sentence ""I am still waiting for my card after 1 week. Is this ok?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-a7f0b6a2-b578-fa6c-376c-4cf139d6cab1', created=1738132606, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I am still waiting for my card after 1 week. Is this ok?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=784, total_tokens=815, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?","The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-cdd4ce7e-30fe-ad30-809d-c7b642e1bb68', created=1738132607, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=789, total_tokens=828, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I've been waiting longer than expected for my card.,"The sentence ""I've been waiting longer than expected for my card"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-4a55855a-1ed9-f830-91c1-c05c8077a79a', created=1738132607, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'ve been waiting longer than expected for my card"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=779, total_tokens=808, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Why hasn't my card been delivered?,"The sentence ""Why hasn't my card been delivered?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-8cc17c9d-5ef0-e20f-83e4-be59bd9e64fd', created=1738132608, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Why hasn\'t my card been delivered?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=776, total_tokens=802, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Where is my new card? I have been waiting a week!,"The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-c3e784f1-082d-bcc7-0160-d061c2f4199c', created=1738132609, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=780, total_tokens=808, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
My card still hasn't arrived after 2 weeks. Is it lost?,"The sentence ""My card still hasn't arrived after 2 weeks. Is it lost?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-15d27020-345c-f8fc-5a0b-a898288ccebe', created=1738132610, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card still hasn\'t arrived after 2 weeks. Is it lost?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=783, total_tokens=814, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"I did not get my card yet, is it lost?","The sentence ""I did not get my card yet, is it lost?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-1a6e5dfe-5f55-50b5-5026-7a69e74406c4', created=1738132611, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I did not get my card yet, is it lost?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=779, total_tokens=806, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Status of the card I ordered.,"The sentence ""Status of the card I ordered"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-e9d9d649-3135-3091-c941-c0f80d4124f7', created=1738132611, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Status of the card I ordered"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=774, total_tokens=796, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
How long should my new card take to arrive?,"The sentence ""How long should my new card take to arrive?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-5f1b7aa5-2e97-fc49-43e6-2439caa38c62', created=1738132612, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How long should my new card take to arrive?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=777, total_tokens=804, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I ordered my card 2 weeks ago and it still isn't here? What do I do?,"The sentence ""I ordered my card 2 weeks ago and it still isn't here? What do I do?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-2c615af8-7a2e-ba68-3bb3-24b5b893cbca', created=1738132613, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered my card 2 weeks ago and it still isn\'t here? What do I do?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=788, total_tokens=824, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"My card has not arrived yet, where is it?","The sentence ""My card has not arrived yet, where is it?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-9334d640-e197-cee6-3292-060be1a49927', created=1738132614, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card has not arrived yet, where is it?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=778, total_tokens=804, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
What is the tracking number for my card that was mailed?,"The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-8bc54362-db31-45e9-d1e4-a493f4d3d011', created=1738132615, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=779, total_tokens=806, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I think something went wrong with my card delivery as I haven't received it yet.,"The sentence ""I think something went wrong with my card delivery as I haven't received it yet."" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-f6d5857a-cf2d-6e26-3403-49be85fce6a4', created=1738132616, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I think something went wrong with my card delivery as I haven\'t received it yet."" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=35, prompt_tokens=785, total_tokens=820, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"I'm still waiting for delivery of my new card, why is it taking so long?","The sentence ""I'm still waiting for delivery of my new card, why is it taking so long?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-c50d0ab1-3c30-daca-ecdc-f29f3b124347', created=1738132617, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting for delivery of my new card, why is it taking so long?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=786, total_tokens=822, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
"I ordered a card a week ago, and it's still not here. What do I do?","The sentence ""I ordered a card a week ago, and it's still not here. What do I do?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-f29b7bc1-f09a-8ecc-34f4-bf6df4aad88a', created=1738132618, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card a week ago, and it\'s still not here. What do I do?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=788, total_tokens=824, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
i want to track the card you sent,"The sentence ""i want to track the card you sent"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-8b9f8aac-32af-c4a9-4abd-ac74b5ece464', created=1738132619, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""i want to track the card you sent"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=775, total_tokens=801, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
My card hasn't arrived yet.,"The sentence ""My card hasn't arrived yet."" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-1dadb854-35b5-5114-21c2-8f7facaf9a4f', created=1738132620, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card hasn\'t arrived yet."" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=775, total_tokens=798, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I was expecting my new card and am wondering why I haven't received it yet?,"The sentence ""I was expecting my new card and am wondering why I haven't received it yet?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-35f51c61-a922-3b94-0766-0af7290c0752', created=1738132621, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I was expecting my new card and am wondering why I haven\'t received it yet?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=785, total_tokens=818, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
How do I know when my card will arrive?,"The sentence ""How do I know when my card will arrive?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-1430b771-6f28-59a8-9f8d-9b380e6093f2', created=1738132621, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How do I know when my card will arrive?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=777, total_tokens=804, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I'm still waiting on my card to be delivered.,"The sentence ""I'm still waiting on my card to be delivered."" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-6eedd505-5e67-3094-ce85-68c801c6fd1d', created=1738132622, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting on my card to be delivered."" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=779, total_tokens=808, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Does the card you sent have a way to track to it?,"The sentence ""Does the card you sent have a way to track to it?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-75dc02da-9888-2c66-c3a1-d90d748e0a49', created=1738132623, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Does the card you sent have a way to track to it?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=780, total_tokens=808, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,"The sentence ""I ordered a card and I still haven't received it. It's been two weeks. What can I do?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-0a866686-caf2-a751-da14-87fdf670514f', created=1738132624, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card and I still haven\'t received it. It\'s been two weeks. What can I do?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=40, prompt_tokens=792, total_tokens=832, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"I'm starting to think my card is lost because it still hasn't arrived, can you help?","The sentence ""I'm starting to think my card is lost because it still hasn't arrived, can you help?"" belongs to the category **lost_or_stolen_card**.",11,"ModelResponse(id='chatcmpl-9fc16d66-da5c-0fd0-6c99-e3271803c14f', created=1738132626, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m starting to think my card is lost because it still hasn\'t arrived, can you help?"" belongs to the category **lost_or_stolen_card**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=41, prompt_tokens=789, total_tokens=830, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",41
Is there tracking info available?,"The sentence ""Is there tracking info available?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-78d58fb9-b5f6-9d69-c61f-fd18fb276a9b', created=1738132626, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Is there tracking info available?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=773, total_tokens=796, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
What is the tracking number for the card you sent?,"The sentence ""What is the tracking number for the card you sent?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-e8a17d12-602c-e6f3-ffc9-050fd69a369a', created=1738132627, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""What is the tracking number for the card you sent?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=778, total_tokens=804, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Where is the tracking number for the card you sent me?,"The sentence ""Where is the tracking number for the card you sent me?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-abd8fef5-345b-125f-5e99-c8d05b38f525', created=1738132628, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Where is the tracking number for the card you sent me?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=779, total_tokens=808, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Why won't my card show up on the app?,"The sentence ""Why won't my card show up on the app?"" belongs to the category **card_linking**.",13,"ModelResponse(id='chatcmpl-0782270a-4253-a84c-aabc-c1a1c0f169c6', created=1738132628, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Why won\'t my card show up on the app?"" belongs to the category **card_linking**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=779, total_tokens=805, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
I would like to reactivate my card.,"The sentence ""I would like to reactivate my card"" belongs to the category **activate_my_card**.",13,"ModelResponse(id='chatcmpl-6750a6e3-ba07-3b4b-afa1-179cffc632c3', created=1738132629, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I would like to reactivate my card"" belongs to the category **activate_my_card**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=776, total_tokens=801, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
Where do I link the new card?,"The sentence ""Where do I link the new card?"" belongs to the category **card_linking**.",13,"ModelResponse(id='chatcmpl-5d041a36-6e6c-f078-fb91-ed0f4fe0038e', created=1738132630, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Where do I link the new card?"" belongs to the category **card_linking**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=775, total_tokens=797, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
"I have received my card, can you help me put it in the app?","The sentence ""I have received my card, can you help me put it in the app?"" belongs to the category **card_linking**.",13,"ModelResponse(id='chatcmpl-12573ade-6a20-bfb2-eb28-8c09d2e11aac', created=1738132631, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I have received my card, can you help me put it in the app?"" belongs to the category **card_linking**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=783, total_tokens=813, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
How do I link a card that I already have?,"The sentence ""How do I link a card that I already have?"" belongs to the category **card_linking**.",13,"ModelResponse(id='chatcmpl-0e96c035-27d5-6204-baae-c4d777c7cb11', created=1738132632, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How do I link a card that I already have?"" belongs to the category **card_linking**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=778, total_tokens=803, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
