documents,llm_responses,actual_labels,complete_responses,extracted_labels
still waiting on my new card,"The sentence ""still waiting on my new card"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-57c3f1d5-7cd7-ff28-47f8-87b2a9e790f1', created=1738119855, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""still waiting on my new card"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=773, total_tokens=795, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I am still waiting for my card after 1 week.  Is this ok?,"The sentence ""I am still waiting for my card after 1 week. Is this ok?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-780a3dd9-3a96-4af5-fa43-1fa5f847687d', created=1738119855, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I am still waiting for my card after 1 week. Is this ok?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=784, total_tokens=815, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?","The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-caf36236-8aef-dc27-be30-9fa40a9e07dd', created=1738119856, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=789, total_tokens=828, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I've been waiting longer than expected for my card.,"The sentence ""I've been waiting longer than expected for my card."" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-b2f597e7-42f2-8304-7b44-cc178289079a', created=1738119856, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'ve been waiting longer than expected for my card."" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=779, total_tokens=808, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Why hasn't my card been delivered?,"The sentence ""Why hasn't my card been delivered?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-7811a1a7-c588-c45f-7067-6be866881496', created=1738119857, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Why hasn\'t my card been delivered?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=776, total_tokens=802, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Where is my new card? I have been waiting a week!,card_delivery_estimate.,11,"ModelResponse(id='chatcmpl-736b0256-dc36-2d29-0506-79f243c2adae', created=1738119857, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=780, total_tokens=788, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
My card still hasn't arrived after 2 weeks. Is it lost?,card_delivery_estimate.,11,"ModelResponse(id='chatcmpl-b6e60b2f-f63b-2c60-b2c5-944d6e4d728b', created=1738119857, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=783, total_tokens=791, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
"I did not get my card yet, is it lost?",card_delivery_estimate.,11,"ModelResponse(id='chatcmpl-b9e85ba5-bcbb-6402-16e8-9ed70024212d', created=1738119858, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=779, total_tokens=787, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
Status of the card I ordered.,card_arrival.,11,"ModelResponse(id='chatcmpl-0044847a-2718-1cdd-73b3-8eab6803a366', created=1738119858, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=6, prompt_tokens=774, total_tokens=780, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
How long should my new card take to arrive?,delivery_estimate.,11,"ModelResponse(id='chatcmpl-45925b7f-9e2e-6b0b-70e4-8e5202752835', created=1738119858, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=6, prompt_tokens=777, total_tokens=783, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
I ordered my card 2 weeks ago and it still isn't here? What do I do?,"The sentence ""I ordered my card 2 weeks ago and it still isn't here? What do I do?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-98887699-cdf9-aed8-c803-8c4bd84fa128', created=1738119859, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered my card 2 weeks ago and it still isn\'t here? What do I do?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=788, total_tokens=824, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"My card has not arrived yet, where is it?",card_delivery_estimate.,11,"ModelResponse(id='chatcmpl-cedcb699-9415-b838-ca5b-afa7fdbb4bf8', created=1738119859, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=778, total_tokens=786, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
What is the tracking number for my card that was mailed?,Support.,11,"ModelResponse(id='chatcmpl-72a1c07e-bf7e-5f92-3b17-11233cd12b1c', created=1738119860, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='Support.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=779, total_tokens=782, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
I think something went wrong with my card delivery as I haven't received it yet.,"The sentence ""I think something went wrong with my card delivery as I haven't received it yet."" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-27cd55b4-236f-bb35-ae85-9ee4990e832d', created=1738119860, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I think something went wrong with my card delivery as I haven\'t received it yet."" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=35, prompt_tokens=785, total_tokens=820, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"I'm still waiting for delivery of my new card, why is it taking so long?",card_delivery_estimate.,11,"ModelResponse(id='chatcmpl-9ec0e7cd-3402-f2af-d982-de875fd02218', created=1738119860, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=786, total_tokens=794, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
"I ordered a card a week ago, and it's still not here. What do I do?","The sentence ""I ordered a card a week ago, and it's still not here. What do I do?"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-8bf2e6ff-4aa6-efa4-68ac-a1586a9efa99', created=1738119861, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card a week ago, and it\'s still not here. What do I do?"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=38, prompt_tokens=788, total_tokens=826, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
i want to track the card you sent,"The sentence ""I want to track the card you sent"" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-65692dbb-9451-f9e4-70b5-b2bfc7ef75ab', created=1738119861, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I want to track the card you sent"" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=775, total_tokens=801, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
My card hasn't arrived yet.,"The sentence ""My card hasn't arrived yet."" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-3cefd257-45eb-4a05-fc1a-cb17c482a223', created=1738119862, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card hasn\'t arrived yet."" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=775, total_tokens=798, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I was expecting my new card and am wondering why I haven't received it yet?,card_delivery_estimate.,11,"ModelResponse(id='chatcmpl-42d7aed1-a02d-37c7-98d9-defb3df58240', created=1738119862, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=785, total_tokens=793, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
How do I know when my card will arrive?,card_delivery_estimate.,11,"ModelResponse(id='chatcmpl-e0bb41c0-b549-c6b5-4946-33db7f8a6afa', created=1738119862, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=777, total_tokens=785, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
I'm still waiting on my card to be delivered.,"The sentence ""I'm still waiting on my card to be delivered."" belongs to the category **card_delivery_estimate**.",11,"ModelResponse(id='chatcmpl-35597e17-c16b-1636-3bcd-ece33e644798', created=1738119863, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting on my card to be delivered."" belongs to the category **card_delivery_estimate**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=779, total_tokens=808, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Does the card you sent have a way to track to it?,"The sentence ""Does the card you sent have a way to track to it?"" belongs to the category **card_delivery_estimate**. 

Here's why:

* **Context:** The user is asking about the ability to track the card's delivery. This implies they are concerned about the card's arrival and want to know if there's a way to monitor its progress.
* **Intent:** The intent is to inquire about the tracking capabilities associated with the card shipment. 


Let me know if you have any other sentences you'd like me to categorize!
",11,"ModelResponse(id='chatcmpl-e90db1b2-996c-2b7d-8b48-88b4edb986b8', created=1738119864, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Does the card you sent have a way to track to it?"" belongs to the category **card_delivery_estimate**. \n\nHere\'s why:\n\n* **Context:** The user is asking about the ability to track the card\'s delivery. This implies they are concerned about the card\'s arrival and want to know if there\'s a way to monitor its progress.\n* **Intent:** The intent is to inquire about the tracking capabilities associated with the card shipment. \n\n\nLet me know if you have any other sentences you\'d like me to categorize!\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=128, prompt_tokens=780, total_tokens=908, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,The sentence belongs to the category of **card_arrival**.,11,"ModelResponse(id='chatcmpl-15635082-2964-3a00-dfb7-272fc85e309e', created=1738119864, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence belongs to the category of **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=15, prompt_tokens=792, total_tokens=807, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
"I'm starting to think my card is lost because it still hasn't arrived, can you help?","The sentence ""I'm starting to think my card is lost because it still hasn't arrived, can you help?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-8703b259-f45e-c5de-9d27-08a060251f6e', created=1738119865, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m starting to think my card is lost because it still hasn\'t arrived, can you help?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=37, prompt_tokens=789, total_tokens=826, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
Is there tracking info available?,"No, the sentence ""Is there tracking info available?"" does not belong to any of the provided categories. It seems to be a general inquiry about the availability of tracking information, which is not covered by the specific intents listed.",11,"ModelResponse(id='chatcmpl-14b34c2a-2dad-1a14-bd52-843b8e618603', created=1738119865, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='No, the sentence ""Is there tracking info available?"" does not belong to any of the provided categories. It seems to be a general inquiry about the availability of tracking information, which is not covered by the specific intents listed.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=47, prompt_tokens=773, total_tokens=820, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",-1
What is the tracking number for the card you sent?,card_delivery_estimate.,11,"ModelResponse(id='chatcmpl-47af5da4-a8b6-3d85-1a28-1c6288c3b7af', created=1738119866, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_delivery_estimate.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=778, total_tokens=786, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",12
Where is the tracking number for the card you sent me?,Support.,11,"ModelResponse(id='chatcmpl-234981ac-d121-c7f2-c498-e9ec5e81ccc6', created=1738119866, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='Support.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=3, prompt_tokens=779, total_tokens=782, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
Why won't my card show up on the app?,"The sentence ""Why won't my card show up on the app?"" belongs to the category **card_linking**. This category typically involves issues related to linking or registering a card with the app or system, ensuring that the card is properly recognized and can be used within the app's functionalities.",13,"ModelResponse(id='chatcmpl-6efa8c4e-c24b-d57f-b159-42749440a5af', created=1738119867, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Why won\'t my card show up on the app?"" belongs to the category **card_linking**. This category typically involves issues related to linking or registering a card with the app or system, ensuring that the card is properly recognized and can be used within the app\'s functionalities.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=62, prompt_tokens=779, total_tokens=841, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
I would like to reactivate my card.,activate_my_card.,13,"ModelResponse(id='chatcmpl-2920a689-7928-e7f8-ffbf-049e9d6fe525', created=1738119867, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='activate_my_card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=7, prompt_tokens=776, total_tokens=783, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",0
Where do I link the new card?,"The sentence ""Where do I link the new card?"" belongs to the category **card_linking**.",13,"ModelResponse(id='chatcmpl-a22fa4dd-7116-2362-95cd-618098f8a769', created=1738119867, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Where do I link the new card?"" belongs to the category **card_linking**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=775, total_tokens=797, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
"I have received my card, can you help me put it in the app?",card_linking.,13,"ModelResponse(id='chatcmpl-76326146-12b1-8aa4-84db-4359412d12b7', created=1738119868, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_linking.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=5, prompt_tokens=783, total_tokens=788, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
How do I link a card that I already have?,card_linking.,13,"ModelResponse(id='chatcmpl-fcf741f6-c0bf-fec9-82c4-c9ae0bfad272', created=1738119868, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_linking.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=5, prompt_tokens=778, total_tokens=783, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
"I received my new card, but I don't see it in the app anywhere.  What do I do?","The sentence ""I received my new card, but I don't see it in the app anywhere. What do I do?"" belongs to the category **card_arrival**.",13,"ModelResponse(id='chatcmpl-79cd9083-cb6d-373a-0460-65a1e8a64123', created=1738119869, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I received my new card, but I don\'t see it in the app anywhere. What do I do?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=38, prompt_tokens=791, total_tokens=829, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",11
How do I re-add a card to the app?,card_linking.,13,"ModelResponse(id='chatcmpl-6e61a57c-3ee0-be0d-641a-416e4fc4540a', created=1738119869, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_linking.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=5, prompt_tokens=779, total_tokens=784, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
How do I add the card to my account?,card_linking.,13,"ModelResponse(id='chatcmpl-ccb4a6ec-98c2-80d8-0347-0f56a0c2e977', created=1738119869, model='ai21_chat/jamba-1.5-mini', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='card_linking.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=5, prompt_tokens=777, total_tokens=782, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)",13
