sentences,llm_responses,actual_labels,complete_responses
Exports grew 16.5 percent to 19.1 million liters .,"POSITIVE
The sentence indicates economic growth through increased exports, which is generally viewed as a positive economic indicator.",2,"ModelResponse(id='chatcmpl-514c1763-0768-484a-9fa5-eb54fdc40e68', created=1738162219, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence indicates economic growth through increased exports, which is generally viewed as a positive economic indicator.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=25, prompt_tokens=147, total_tokens=172, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .","POSITIVE

The sentence describes Cargotec Oyj winning orders worth a significant amount of money, which is generally considered positive news for a company and indicates business success and growth.",2,"ModelResponse(id='chatcmpl-3f9937d6-77d1-4230-a56d-b7c688619409', created=1738162220, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence describes Cargotec Oyj winning orders worth a significant amount of money, which is generally considered positive news for a company and indicates business success and growth.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=42, prompt_tokens=190, total_tokens=232, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,"NEUTRAL

This sentence is a factual statement about the structure of a new organization, without expressing any positive or negative sentiment. It simply describes the composition of the business units.",1,"ModelResponse(id='chatcmpl-17d05524-34fb-42f8-9c72-02d02d048c1e', created=1738162221, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement about the structure of a new organization, without expressing any positive or negative sentiment. It simply describes the composition of the business units.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=147, total_tokens=186, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
The value of the order is USD 2.3 mn .,"NEUTRAL

This sentence is a factual statement about the monetary value of an order, which does not express any positive or negative sentiment. It simply provides objective information without emotional connotation.",1,"ModelResponse(id='chatcmpl-7c60e11f-2e67-44ba-9e24-019c46bed51b', created=1738162222, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement about the monetary value of an order, which does not express any positive or negative sentiment. It simply provides objective information without emotional connotation.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=42, prompt_tokens=142, total_tokens=184, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .","POSITIVE

The sentence expresses a positive outlook on the merger of two producers, emphasizing the creation of a strong industry capable of competing globally, which implies a beneficial outcome.",2,"ModelResponse(id='chatcmpl-dd294ba2-011f-4808-a767-545e0313794e', created=1738162223, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence expresses a positive outlook on the merger of two producers, emphasizing the creation of a strong industry capable of competing globally, which implies a beneficial outcome.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=152, total_tokens=191, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,"NEUTRAL

This sentence provides factual information about a share subscription period without expressing any positive or negative sentiment. It simply states dates and details about financial options.",1,"ModelResponse(id='chatcmpl-a25b68a6-a952-42e4-a5a6-399e4aa8b676', created=1738162224, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence provides factual information about a share subscription period without expressing any positive or negative sentiment. It simply states dates and details about financial options.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=35, prompt_tokens=158, total_tokens=193, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,"POSITIVE

The sentence presents the report as ""essential,"" which implies it has significant value and importance, indicating a positive sentiment towards the document and its contents.",1,"ModelResponse(id='chatcmpl-e4d14d1b-fabb-403f-896f-43e5c3d29206', created=1738162225, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence presents the report as ""essential,"" which implies it has significant value and importance, indicating a positive sentiment towards the document and its contents.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=35, prompt_tokens=163, total_tokens=198, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
The figure does not include food exports from Finland .,"NEUTRAL

This sentence is a factual statement about what a figure excludes, without expressing any positive or negative sentiment. It simply conveys information without emotional connotation.",1,"ModelResponse(id='chatcmpl-139eac61-b7b0-4e3a-b454-ea165fbd6e21', created=1738162226, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual statement about what a figure excludes, without expressing any positive or negative sentiment. It simply conveys information without emotional connotation.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=138, total_tokens=177, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,"NEGATIVE

The sentence indicates a decline in share prices and overall weakness in the FTSE 100 index, despite a rebound in bank stocks. This suggests a generally negative sentiment in the London stock market for that day.",0,"ModelResponse(id='chatcmpl-de6ced38-9ac0-4043-93ca-c519302abe5a', created=1738162228, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEGATIVE\n\nThe sentence indicates a decline in share prices and overall weakness in the FTSE 100 index, despite a rebound in bank stocks. This suggests a generally negative sentiment in the London stock market for that day.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=50, prompt_tokens=162, total_tokens=212, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .","NEUTRAL

This sentence is a factual description of various product categories and examples, without expressing any positive or negative sentiment. It simply lists different types of communication products objectively.",1,"ModelResponse(id='chatcmpl-10d4fd88-6b48-42d3-8acc-ba39f0dd59ee', created=1738162230, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence is a factual description of various product categories and examples, without expressing any positive or negative sentiment. It simply lists different types of communication products objectively.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=181, total_tokens=220, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .","POSITIVE

The sentence indicates a significant improvement in cash flow from operations, turning from a large negative value to a positive value, which is generally seen as a favorable financial development.",2,"ModelResponse(id='chatcmpl-2bef7784-5d41-497e-b7a9-6461c2988adf', created=1738162231, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence indicates a significant improvement in cash flow from operations, turning from a large negative value to a positive value, which is generally seen as a favorable financial development.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=163, total_tokens=202, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"The total number of voting rights is 74,612,523 .","NEUTRAL
This sentence provides factual information about voting rights without expressing any sentiment or opinion.",1,"ModelResponse(id='chatcmpl-ab8dbac6-8c9d-43fa-babb-a7809182a9ed', created=1738162232, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\nThis sentence provides factual information about voting rights without expressing any sentiment or opinion.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=143, total_tokens=165, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,"POSITIVE
The sentence indicates a significant increase in operating profit, which is generally viewed as a positive financial development for a company.",2,"ModelResponse(id='chatcmpl-2b7232f7-ce8a-47bf-b62d-6faf107f714f', created=1738162233, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThe sentence indicates a significant increase in operating profit, which is generally viewed as a positive financial development for a company.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=152, total_tokens=181, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .","NEUTRAL

This sentence provides factual information about market share percentages for different mobile phone manufacturers in South Korea. It does not express any positive or negative sentiment, but rather presents objective data.",1,"ModelResponse(id='chatcmpl-58ab336a-e97d-43be-abad-ffa07b593804', created=1738162234, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='NEUTRAL\n\nThis sentence provides factual information about market share percentages for different mobile phone manufacturers in South Korea. It does not express any positive or negative sentiment, but rather presents objective data.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=42, prompt_tokens=179, total_tokens=221, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .","NEUTRAL

This sentence is a factual statement about a company's upcoming financial report release. It does not contain any emotional language or sentiment indicators, making it neutral in tone.",1,"ModelResponse(id='chatcmpl-c8214260-34df-475b-a9d7-d4c62200eec9', created=1738162235, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is a factual statement about a company's upcoming financial report release. It does not contain any emotional language or sentiment indicators, making it neutral in tone."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=174, total_tokens=213, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .","POSITIVE

The sentence indicates an increase in the refining margin from $10.46 per barrel in the previous year to $13.39 per barrel in the current year, which suggests improved financial performance and is generally viewed as a positive development for the company.",2,"ModelResponse(id='chatcmpl-6d9c1488-77e9-41f4-8cf2-b53a9f167539', created=1738162237, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence indicates an increase in the refining margin from $10.46 per barrel in the previous year to $13.39 per barrel in the current year, which suggests improved financial performance and is generally viewed as a positive development for the company.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=162, total_tokens=220, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL

This sentence is a factual statement about Patrick Jeambar's responsibilities within Ahlstrom Corporation. It does not express any positive or negative sentiment, but simply conveys information about his role in the company.",1,"ModelResponse(id='chatcmpl-0895c175-061a-4492-af74-b39d2297cc4b', created=1738162238, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is a factual statement about Patrick Jeambar's responsibilities within Ahlstrom Corporation. It does not express any positive or negative sentiment, but simply conveys information about his role in the company."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=51, prompt_tokens=158, total_tokens=209, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,"POSITIVE

The sentence indicates a significant increase in net profit for Outotec, with the use of the word ""jumped"" and the substantial growth from 4.6 million euros to 16.8 million euros, which is generally viewed as a positive financial development.",2,"ModelResponse(id='chatcmpl-9df37d05-021a-4b2f-bf38-8d55a6918065', created=1738162240, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence indicates a significant increase in net profit for Outotec, with the use of the word ""jumped"" and the substantial growth from 4.6 million euros to 16.8 million euros, which is generally viewed as a positive financial development.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=61, prompt_tokens=188, total_tokens=249, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","POSITIVE

The sentence indicates an increase in consolidated operating profit from the previous year, which is generally viewed as a positive financial development for a company.",2,"ModelResponse(id='chatcmpl-8b487cb0-3bec-4595-b5cc-082712279371', created=1738162241, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\n\nThe sentence indicates an increase in consolidated operating profit from the previous year, which is generally viewed as a positive financial development for a company.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=159, total_tokens=192, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
This new partnership agreement represents a significant milestone for both parties .,"POSITIVE
This sentence expresses a positive sentiment as it describes the partnership agreement as a ""significant milestone,"" indicating progress and achievement for the involved parties.",2,"ModelResponse(id='chatcmpl-d6def7f2-7e5c-4516-b33c-4f3adee1aeee', created=1738162242, model='claude-3-5-sonnet-20240620', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='POSITIVE\nThis sentence expresses a positive sentiment as it describes the partnership agreement as a ""significant milestone,"" indicating progress and achievement for the involved parties.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=34, prompt_tokens=140, total_tokens=174, completion_tokens_details=None, prompt_tokens_details=PromptTokensDetailsWrapper(audio_tokens=None, cached_tokens=0, text_tokens=None, image_tokens=None), cache_creation_input_tokens=0, cache_read_input_tokens=0))"
