documents,llm_responses,actual_labels,complete_responses,extracted_labels
What is the tracking number for my card that was mailed?,"The sentence ""What is the tracking number for my card that was mailed?"" belongs to the 'card_delivery_estimate' category.",11,"ModelResponse(id='8e8c797cad340fec-LAX', created=1732651330, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""What is the tracking number for my card that was mailed?"" belongs to the \'card_delivery_estimate\' category.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=535, total_tokens=561, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I think something went wrong with my card delivery as I haven't received it yet.,"The sentence ""I think something went wrong with my card delivery as I haven't received it yet."" belongs to the category 'card_delivery_estimate'. This category typically deals with issues related to the delivery status and expected arrival time of a new card.",11,"ModelResponse(id='8e8c79819e190fec-LAX', created=1732651330, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I think something went wrong with my card delivery as I haven\'t received it yet."" belongs to the category \'card_delivery_estimate\'. This category typically deals with issues related to the delivery status and expected arrival time of a new card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=50, prompt_tokens=540, total_tokens=590, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
"I'm still waiting for delivery of my new card, why is it taking so long?","The sentence ""I'm still waiting for delivery of my new card, why is it taking so long?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='8e8c7987f97e0fec-LAX', created=1732651331, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I\'m still waiting for delivery of my new card, why is it taking so long?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=541, total_tokens=572, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
"I ordered a card a week ago, and it's still not here. What do I do?","The sentence ""I ordered a card a week ago, and it's still not here. What do I do?"" belongs to the category of 'card_delivery_estimate'. This category deals with inquiries or issues related to the expected delivery time of a card after it has been ordered.",11,"ModelResponse(id='8e8c798ddb870fec-LAX', created=1732651332, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I ordered a card a week ago, and it\'s still not here. What do I do?"" belongs to the category of \'card_delivery_estimate\'. This category deals with inquiries or issues related to the expected delivery time of a card after it has been ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=543, total_tokens=599, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
i want to track the card you sent,"The sentence ""I want to track the card you sent"" belongs to the category 'card_delivery_estimate'. This category typically involves inquiries or requests related to the status, tracking, or expected delivery time of a physical card that has been ordered or sent by the financial service provider.",11,"ModelResponse(id='8e8c79976c7a0fec-LAX', created=1732651334, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I want to track the card you sent"" belongs to the category \'card_delivery_estimate\'. This category typically involves inquiries or requests related to the status, tracking, or expected delivery time of a physical card that has been ordered or sent by the financial service provider.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=531, total_tokens=587, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
My card hasn't arrived yet.,"The sentence ""My card hasn't arrived yet."" belongs to the category 'card_delivery_estimate'. This category typically deals with inquiries or issues related to the expected delivery time of a new card.",11,"ModelResponse(id='8e8c79a0ec780fec-LAX', created=1732651335, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""My card hasn\'t arrived yet."" belongs to the category \'card_delivery_estimate\'. This category typically deals with inquiries or issues related to the expected delivery time of a new card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=530, total_tokens=569, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
I was expecting my new card and am wondering why I haven't received it yet?,"The sentence ""I was expecting my new card and am wondering why I haven't received it yet?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='8e8c79a6bd960fec-LAX', created=1732651336, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I was expecting my new card and am wondering why I haven\'t received it yet?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=540, total_tokens=570, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
How do I know when my card will arrive?,"The sentence ""How do I know when my card will arrive?"" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='8e8c79acb8cf0fec-LAX', created=1732651337, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""How do I know when my card will arrive?"" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=533, total_tokens=556, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I'm still waiting on my card to be delivered.,"The sentence ""I'm still waiting on my card to be delivered."" belongs to the category 'card_delivery_estimate'.",11,"ModelResponse(id='8e8c79b0f8230fec-LAX', created=1732651338, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I\'m still waiting on my card to be delivered."" belongs to the category \'card_delivery_estimate\'.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=24, prompt_tokens=534, total_tokens=558, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Does the card you sent have a way to track to it?,"The sentence ""Does the card you sent have a way to track to it?"" falls under the category of 'card_delivery_estimate'. This category typically involves inquiries or issues related to the delivery status, tracking, and estimated arrival time of a card that has been ordered or sent.",11,"ModelResponse(id='8e8c79b63a200fec-LAX', created=1732651339, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""Does the card you sent have a way to track to it?"" falls under the category of \'card_delivery_estimate\'. This category typically involves inquiries or issues related to the delivery status, tracking, and estimated arrival time of a card that has been ordered or sent.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=536, total_tokens=592, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,"The sentence ""I ordered a card and I still haven't received it. It's been two weeks. What can I do?"" belongs to the category of 'card_delivery_estimate'. This category is concerned with inquiries or issues related to the expected delivery time of a card after it has been ordered.",11,"ModelResponse(id='8e8c79bd7e070fec-LAX', created=1732651340, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I ordered a card and I still haven\'t received it. It\'s been two weeks. What can I do?"" belongs to the category of \'card_delivery_estimate\'. This category is concerned with inquiries or issues related to the expected delivery time of a card after it has been ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=60, prompt_tokens=546, total_tokens=606, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"I'm starting to think my card is lost because it still hasn't arrived, can you help?","The sentence ""I'm starting to think my card is lost because it still hasn't arrived, can you help?"" belongs to the 'card_delivery_estimate' category. This category typically deals with inquiries or issues related to the status, tracking, or timing of card delivery. In this case, the user is expressing concern that their card has not arrived and is seeking assistance, which is indicative of needing information or help with card delivery estimates.",11,"ModelResponse(id='8e8c79c4cba40fec-LAX', created=1732651341, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I\'m starting to think my card is lost because it still hasn\'t arrived, can you help?"" belongs to the \'card_delivery_estimate\' category. This category typically deals with inquiries or issues related to the status, tracking, or timing of card delivery. In this case, the user is expressing concern that their card has not arrived and is seeking assistance, which is indicative of needing information or help with card delivery estimates.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=88, prompt_tokens=543, total_tokens=631, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
Is there tracking info available?,"The sentence ""Is there tracking info available?"" does not directly match any of the fine-grained single-domain intents listed. However, it could be related to 'card_delivery_estimate' or 'order_physical_card' if the context is about tracking the delivery of a physical card. Without additional context, it's difficult to assign it to a specific intent with certainty, but 'card_delivery_estimate' seems to be the closest match.",11,"ModelResponse(id='8e8c79cf2e5b0fec-LAX', created=1732651343, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""Is there tracking info available?"" does not directly match any of the fine-grained single-domain intents listed. However, it could be related to \'card_delivery_estimate\' or \'order_physical_card\' if the context is about tracking the delivery of a physical card. Without additional context, it\'s difficult to assign it to a specific intent with certainty, but \'card_delivery_estimate\' seems to be the closest match.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=86, prompt_tokens=529, total_tokens=615, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
