documents,llm_responses,actual_labels,complete_responses,extracted_labels
How do I track my card?,"The sentence ""How do I track my card?"" belongs to the category of 'card_arrival'.",11,"id='8cda7dbabea842b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100684 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=4615879130753566000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""How do I track my card?"" belongs to the category of \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=21, total_tokens=568)",11
How long does a card delivery take?,"The sentence ""How long does a card delivery take?"" belongs to the category 'card_arrival'.",11,"id='8cda7dbcd8a342b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100684 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=1606744552537721000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""How long does a card delivery take?"" belongs to the category \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=548, completion_tokens=21, total_tokens=569)",11
I still don't have my card after 2 weeks.  What should I do?,"The sentence ""I still don't have my card after 2 weeks.  What should I do?"" belongs to the category: 'card_arrival'.",11,"id='8cda7dbedb1842b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100685 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=950801820078309100, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I still don\'t have my card after 2 weeks.  What should I do?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=558, completion_tokens=32, total_tokens=590)",11
still waiting on my new card,"The sentence ""still waiting on my new card"" belongs to the category: 'card_arrival'.",11,"id='8cda7dc45fa542b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100685 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=1513689877411164400, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""still waiting on my new card"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=546, completion_tokens=21, total_tokens=567)",11
I am still waiting for my card after 1 week.  Is this ok?,"The sentence ""I am still waiting for my card after 1 week.  Is this ok?"" belongs to the category: 'card_arrival'.",11,"id='8cda7dc668f942b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100686 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=382463814941428300, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I am still waiting for my card after 1 week.  Is this ok?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=557, completion_tokens=31, total_tokens=588)",11
"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?","The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category: 'card_arrival'.",11,"id='8cda7dca3bdf42b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100686 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=10020872148031451000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=562, completion_tokens=36, total_tokens=598)",11
I've been waiting longer than expected for my card.,"The sentence ""I've been waiting longer than expected for my card"" belongs to the category: 'card_arrival'.",11,"id='8cda7dcc9e8342b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100687 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=7985268814554556000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I\'ve been waiting longer than expected for my card"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=25, total_tokens=576)",11
Why hasn't my card been delivered?,"The sentence ""Why hasn't my card been delivered?"" belongs to the category: 'card_arrival'.",11,"id='8cda7dd11a3042b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100687 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=7990438208790845000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Why hasn\'t my card been delivered?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=548, completion_tokens=22, total_tokens=570)",11
Where is my new card? I have been waiting a week!,"The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category: 'card_arrival'.",11,"id='8cda7dd33bdf42b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100688 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=3836774680056723000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=553, completion_tokens=27, total_tokens=580)",11
My card still hasn't arrived after 2 weeks. Is it lost?,"The sentence ""My card still hasn't arrived after 2 weeks. Is it lost?"" belongs to the category: 'card_arrival'.",11,"id='8cda7dd5de0942b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100688 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=112863566043317340, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""My card still hasn\'t arrived after 2 weeks. Is it lost?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=555, completion_tokens=29, total_tokens=584)",11
"I did not get my card yet, is it lost?","The sentence ""I did not get my card yet, is it lost?"" belongs to the category: 'card_arrival'.",11,"id='8cda7dd7efa942b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100689 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=13951280974067732000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I did not get my card yet, is it lost?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=552, completion_tokens=26, total_tokens=578)",11
Status of the card I ordered.,"The sentence ""Status of the card I ordered"" belongs to the category: 'card_arrival'.",11,"id='8cda7ddb59f542b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100689 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=16675189189166655000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Status of the card I ordered"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=21, total_tokens=568)",11
How long should my new card take to arrive?,"The sentence ""How long should my new card take to arrive?"" belongs to the category 'card_arrival'.",11,"id='8cda7ddedc6a42b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100689 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=4473906736005850600, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""How long should my new card take to arrive?"" belongs to the category \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=550, completion_tokens=23, total_tokens=573)",11
I ordered my card 2 weeks ago and it still isn't here? What do I do?,"The sentence ""I ordered my card 2 weeks ago and it still isn't here? What do I do?"" belongs to the category: 'card_arrival'.",11,"id='8cda7de0ddb642b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100690 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=3720391590305885000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I ordered my card 2 weeks ago and it still isn\'t here? What do I do?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=560, completion_tokens=34, total_tokens=594)",11
"My card has not arrived yet, where is it?","The sentence ""My card has not arrived yet, where is it?"" belongs to the category: 'card_arrival'.",11,"id='8cda7de4883a42b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100690 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=6151188264008071000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""My card has not arrived yet, where is it?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=25, total_tokens=576)",11
What is the tracking number for my card that was mailed?,"The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category: 'card_arrival'.",11,"id='8cda7de6fa0942b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100691 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=14588405995200190000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=552, completion_tokens=26, total_tokens=578)",11
I think something went wrong with my card delivery as I haven't received it yet.,"The sentence ""I think something went wrong with my card delivery as I haven't received it yet"" belongs to the category: 'card_arrival'.",11,"id='8cda7de91bd042b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100691 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=14326588682517828000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I think something went wrong with my card delivery as I haven\'t received it yet"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=557, completion_tokens=31, total_tokens=588)",11
"I'm still waiting for delivery of my new card, why is it taking so long?","The sentence ""I'm still waiting for delivery of my new card, why is it taking so long?"" belongs to the category: 'card_arrival'.",11,"id='8cda7deb8dd342b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100692 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=1315976047254087700, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I\'m still waiting for delivery of my new card, why is it taking so long?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=558, completion_tokens=32, total_tokens=590)",11
"I ordered a card a week ago, and it's still not here. What do I do?","The sentence ""I ordered a card a week ago, and it's still not here. What do I do?"" belongs to the category: 'card_arrival'.",11,"id='8cda7dee1ff842b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100692 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=13475514767142849000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I ordered a card a week ago, and it\'s still not here. What do I do?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=560, completion_tokens=34, total_tokens=594)",11
i want to track the card you sent,"The sentence ""i want to track the card you sent"" belongs to the category: 'card_arrival'.",11,"id='8cda7df14a5442b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100693 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=7496304036391805000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""i want to track the card you sent"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=548, completion_tokens=23, total_tokens=571)",11
My card hasn't arrived yet.,"The sentence ""My card hasn't arrived yet"" belongs to the category: 'card_arrival'.",11,"id='8cda7df3dc8f42b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100693 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=9728346095640052000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""My card hasn\'t arrived yet"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=547, completion_tokens=21, total_tokens=568)",11
I was expecting my new card and am wondering why I haven't received it yet?,"The sentence ""I was expecting my new card and am wondering why I haven't received it yet"" belongs to the category: 'card_arrival'.",11,"id='8cda7df64e9342b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100693 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=16519835555413873000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I was expecting my new card and am wondering why I haven\'t received it yet"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=557, completion_tokens=31, total_tokens=588)",11
How do I know when my card will arrive?,"The sentence ""How do I know when my card will arrive?"" belongs to the category 'card_arrival'.",11,"id='8cda7df9c93142b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100694 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=2766164632999934500, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""How do I know when my card will arrive?"" belongs to the category \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=550, completion_tokens=23, total_tokens=573)",11
I'm still waiting on my card to be delivered.,"The sentence ""I'm still waiting on my card to be delivered"" belongs to the category: 'card_arrival'.",11,"id='8cda7dfbcacc42b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100694 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=800765108468447600, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I\'m still waiting on my card to be delivered"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=25, total_tokens=576)",11
Does the card you sent have a way to track to it?,"The sentence ""Does the card you sent have a way to track to it?"" belongs to the category of 'card_arrival'.",11,"id='8cda7dfddc4a42b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100695 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=8055611788981498000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Does the card you sent have a way to track to it?"" belongs to the category of \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=553, completion_tokens=27, total_tokens=580)",11
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,"The sentence ""I ordered a card and I still haven't received it. It's been two weeks. What can I do?"" belongs to the category: 'card_arrival'.",11,"id='8cda7e021fa642b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100695 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=1193257477001661400, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I ordered a card and I still haven\'t received it. It\'s been two weeks. What can I do?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=563, completion_tokens=37, total_tokens=600)",11
"I'm starting to think my card is lost because it still hasn't arrived, can you help?","The sentence ""I'm starting to think my card is lost because it still hasn't arrived, can you help?"" belongs to the category: 'card_arrival'.",11,"id='8cda7e054a0042b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100696 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=6532283783914747000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""I\'m starting to think my card is lost because it still hasn\'t arrived, can you help?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=560, completion_tokens=34, total_tokens=594)",11
Is there tracking info available?,"The sentence ""Is there tracking info available?"" belongs to the category of 'card_arrival'.",11,"id='8cda7e08ece942b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100696 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=16516295782570408000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Is there tracking info available?"" belongs to the category of \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=546, completion_tokens=20, total_tokens=566)",11
What is the tracking number for the card you sent?,"The sentence ""What is the tracking number for the card you sent?"" belongs to the category: 'card_arrival'.",11,"id='8cda7e0c5fd242b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100697 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=2374067652575488500, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""What is the tracking number for the card you sent?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=551, completion_tokens=25, total_tokens=576)",11
Where is the tracking number for the card you sent me?,"The sentence ""Where is the tracking number for the card you sent me?"" belongs to the category: 'card_arrival'.",11,"id='8cda7e106b2242b5-EWR' object=<ObjectType.ChatCompletion: 'chat.completion'> created=1728100698 model='meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo' choices=[ChatCompletionChoicesData(index=0, logprobs=None, seed=11202223062613866000, finish_reason=<FinishReason.EOS: 'eos'>, message=ChatCompletionMessage(role=<MessageRole.ASSISTANT: 'assistant'>, content='The sentence ""Where is the tracking number for the card you sent me?"" belongs to the category: \'card_arrival\'.', tool_calls=[]))] prompt=[] usage=UsageData(prompt_tokens=552, completion_tokens=26, total_tokens=578)",11
