documents,llm_responses,actual_labels,complete_responses,extracted_labels
My card still hasn't arrived after 2 weeks. Is it lost?,"card_arrival 

",11,"ModelResponse(id='8e7ccf1c2e034308-EWR', created=1732487065, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='card_arrival \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=665, total_tokens=673, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"I did not get my card yet, is it lost?","The sentence ""I did not get my card yet, is it lost?"" belongs to the category **card_arrival**. 


The user is inquiring about the status of their card delivery and expressing concern about it potentially being lost. 

",11,"ModelResponse(id='8e7ccf1eb9b74308-EWR', created=1732487065, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I did not get my card yet, is it lost?"" belongs to the category **card_arrival**. \n\n\nThe user is inquiring about the status of their card delivery and expressing concern about it potentially being lost. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=51, prompt_tokens=661, total_tokens=712, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Status of the card I ordered.,"The sentence ""Status of the card I ordered"" belongs to the category **card_arrival**. 


This is because the user is inquiring about the status of a card they have ordered, which directly relates to the delivery and arrival of the card. 

",11,"ModelResponse(id='8e7ccf28c90a4308-EWR', created=1732487067, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""Status of the card I ordered"" belongs to the category **card_arrival**. \n\n\nThis is because the user is inquiring about the status of a card they have ordered, which directly relates to the delivery and arrival of the card. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=55, prompt_tokens=656, total_tokens=711, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
How long should my new card take to arrive?,"card_delivery_estimate 

",11,"ModelResponse(id='8e7ccf307d254308-EWR', created=1732487068, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='card_delivery_estimate \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=659, total_tokens=669, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
I ordered my card 2 weeks ago and it still isn't here? What do I do?,"The sentence ""I ordered my card 2 weeks ago and it still isn't here? What do I do?"" falls into the category **card_delivery_estimate**. 

The user is inquiring about the status of their card delivery and expressing concern about a delay. 

",11,"ModelResponse(id='8e7ccf34fbc64308-EWR', created=1732487069, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I ordered my card 2 weeks ago and it still isn\'t here? What do I do?"" falls into the category **card_delivery_estimate**. \n\nThe user is inquiring about the status of their card delivery and expressing concern about a delay. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=60, prompt_tokens=670, total_tokens=730, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"My card has not arrived yet, where is it?","card_arrival 

",11,"ModelResponse(id='8e7ccf3f9bef4308-EWR', created=1732487070, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='card_arrival \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=660, total_tokens=668, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
What is the tracking number for my card that was mailed?,"The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category **card_delivery_estimate**. 


The user is inquiring about the status and whereabouts of their physical card, which is directly related to the delivery process. 

",11,"ModelResponse(id='8e7ccf4288404308-EWR', created=1732487071, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category **card_delivery_estimate**. \n\n\nThe user is inquiring about the status and whereabouts of their physical card, which is directly related to the delivery process. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=661, total_tokens=717, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I think something went wrong with my card delivery as I haven't received it yet.,"The sentence ""I think something went wrong with my card delivery as I haven't received it yet"" belongs to the category **card_delivery_estimate**. 


The user is expressing concern about the status of their card delivery, indicating a problem with the estimated delivery time. 

",11,"ModelResponse(id='8e7ccf4bae5d4308-EWR', created=1732487072, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I think something went wrong with my card delivery as I haven\'t received it yet"" belongs to the category **card_delivery_estimate**. \n\n\nThe user is expressing concern about the status of their card delivery, indicating a problem with the estimated delivery time. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=61, prompt_tokens=667, total_tokens=728, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
"I'm still waiting for delivery of my new card, why is it taking so long?","The sentence ""I'm still waiting for delivery of my new card, why is it taking so long?"" belongs to the category **card_delivery_estimate**. 


The user is inquiring about the estimated delivery time for their new card. 

",11,"ModelResponse(id='8e7ccf56eeb24308-EWR', created=1732487074, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I\'m still waiting for delivery of my new card, why is it taking so long?"" belongs to the category **card_delivery_estimate**. \n\n\nThe user is inquiring about the estimated delivery time for their new card. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=54, prompt_tokens=668, total_tokens=722, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
"I ordered a card a week ago, and it's still not here. What do I do?","The sentence belongs to the category **card_delivery_estimate**. 

The user is inquiring about the status of their card order and expressing concern about the delivery timeframe. 

",11,"ModelResponse(id='8e7ccf649cbe4308-EWR', created=1732487076, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence belongs to the category **card_delivery_estimate**. \n\nThe user is inquiring about the status of their card order and expressing concern about the delivery timeframe. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=670, total_tokens=709, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
i want to track the card you sent,"The sentence ""i want to track the card you sent"" belongs to the category **card_delivery_estimate**. 


The user is inquiring about the status and whereabouts of a physical card they are expecting. 

",11,"ModelResponse(id='8e7ccf6e8b494308-EWR', created=1732487078, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""i want to track the card you sent"" belongs to the category **card_delivery_estimate**. \n\n\nThe user is inquiring about the status and whereabouts of a physical card they are expecting. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=47, prompt_tokens=657, total_tokens=704, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
My card hasn't arrived yet.,"card_arrival 

",11,"ModelResponse(id='8e7ccf79fc534308-EWR', created=1732487080, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='card_arrival \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=8, prompt_tokens=657, total_tokens=665, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I was expecting my new card and am wondering why I haven't received it yet?,"card_delivery_estimate 

",11,"ModelResponse(id='8e7ccf7d99bc4308-EWR', created=1732487080, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='card_delivery_estimate \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=667, total_tokens=677, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
How do I know when my card will arrive?,"card_delivery_estimate 

",11,"ModelResponse(id='8e7ccf8339674308-EWR', created=1732487081, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='card_delivery_estimate \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=659, total_tokens=669, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
I'm still waiting on my card to be delivered.,"card_delivery_estimate 

",11,"ModelResponse(id='8e7ccf872f114308-EWR', created=1732487082, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='card_delivery_estimate \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=661, total_tokens=671, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
Does the card you sent have a way to track to it?,"The sentence ""Does the card you sent have a way to track to it?"" belongs to the category **card_tracking**. 

While this specific phrase isn't listed, it clearly relates to the whereabouts and monitoring of a physical card, which falls under the broader concept of card tracking. 



",11,"ModelResponse(id='8e7ccf8acc104308-EWR', created=1732487082, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""Does the card you sent have a way to track to it?"" belongs to the category **card_tracking**. \n\nWhile this specific phrase isn\'t listed, it clearly relates to the whereabouts and monitoring of a physical card, which falls under the broader concept of card tracking. \n\n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=64, prompt_tokens=662, total_tokens=726, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,"The sentence belongs to the category **card_arrival**. 

The user is expressing concern about the delay in receiving their ordered card. 

",11,"ModelResponse(id='8e7ccf95bbaf4308-EWR', created=1732487084, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence belongs to the category **card_arrival**. \n\nThe user is expressing concern about the delay in receiving their ordered card. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=32, prompt_tokens=674, total_tokens=706, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"I'm starting to think my card is lost because it still hasn't arrived, can you help?","The sentence ""I'm starting to think my card is lost because it still hasn't arrived, can you help?"" falls into the category **card_arrival**. 


The user is expressing concern about the non-arrival of their card, indicating a problem with the card delivery process. 

",11,"ModelResponse(id='8e7ccf9bbc7a4308-EWR', created=1732487085, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I\'m starting to think my card is lost because it still hasn\'t arrived, can you help?"" falls into the category **card_arrival**. \n\n\nThe user is expressing concern about the non-arrival of their card, indicating a problem with the card delivery process. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=64, prompt_tokens=671, total_tokens=735, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Is there tracking info available?,"The sentence ""Is there tracking info available?"" most likely belongs to the category **card_delivery_estimate**. 

Here's why:

* **Tracking information** is typically associated with the delivery of physical items.
* The context implies the user is inquiring about the status or whereabouts of something they are expecting.
*  **card_delivery_estimate** is the most relevant category as it deals with the timeframe and logistics of receiving a physical card. 


Let me know if you have any other sentences you'd like me to categorize!
",11,"ModelResponse(id='8e7ccfa67e354308-EWR', created=1732487087, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""Is there tracking info available?"" most likely belongs to the category **card_delivery_estimate**. \n\nHere\'s why:\n\n* **Tracking information** is typically associated with the delivery of physical items.\n* The context implies the user is inquiring about the status or whereabouts of something they are expecting.\n*  **card_delivery_estimate** is the most relevant category as it deals with the timeframe and logistics of receiving a physical card. \n\n\nLet me know if you have any other sentences you\'d like me to categorize!\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=116, prompt_tokens=655, total_tokens=771, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
What is the tracking number for the card you sent?,"The sentence ""What is the tracking number for the card you sent?"" belongs to the category **card_delivery_estimate**. 

This is because the user is inquiring about the status and whereabouts of their physical card, which is directly related to the delivery process. 

",11,"ModelResponse(id='8e7ccfb5bd934308-EWR', created=1732487089, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""What is the tracking number for the card you sent?"" belongs to the category **card_delivery_estimate**. \n\nThis is because the user is inquiring about the status and whereabouts of their physical card, which is directly related to the delivery process. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=660, total_tokens=718, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Where is the tracking number for the card you sent me?,"The sentence ""Where is the tracking number for the card you sent me?"" belongs to the category **card_delivery_estimate**. 

This is because the user is inquiring about the status and whereabouts of their physical card, which is directly related to the delivery process and tracking information. 



",11,"ModelResponse(id='8e7ccfc08ee14308-EWR', created=1732487091, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""Where is the tracking number for the card you sent me?"" belongs to the category **card_delivery_estimate**. \n\nThis is because the user is inquiring about the status and whereabouts of their physical card, which is directly related to the delivery process and tracking information. \n\n\n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=62, prompt_tokens=661, total_tokens=723, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Why won't my card show up on the app?,"The sentence ""Why won't my card show up on the app?"" belongs to the category **card_linking**. 


This is because the user is experiencing an issue with their card being visible within the app, which directly relates to the process of linking a card to the app. 

",13,"ModelResponse(id='8e7ccfc86c0b4308-EWR', created=1732487092, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""Why won\'t my card show up on the app?"" belongs to the category **card_linking**. \n\n\nThis is because the user is experiencing an issue with their card being visible within the app, which directly relates to the process of linking a card to the app. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=63, prompt_tokens=661, total_tokens=724, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",13
I would like to reactivate my card.,"The sentence ""I would like to reactivate my card"" belongs to the category **activate_my_card**. 

",13,"ModelResponse(id='8e7ccfd2ad054308-EWR', created=1732487094, model='together_ai/google/gemma-2-27b-it', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='The sentence ""I would like to reactivate my card"" belongs to the category **activate_my_card**. \n\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=658, total_tokens=686, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",0
