documents,llm_responses,actual_labels,complete_responses
How do I track my card?,"The sentence ""How do I track my card?"" belongs to the category **card_arrival**. 

This category is related to inquiries about the status and delivery of physical cards, and the sentence indicates a user's desire to track the location or progress of their card.",11,"ModelResponse(id='chatcmpl-17f325d2-c23a-41f0-99c6-26d95ed66890', created=1738161439, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How do I track my card?"" belongs to the category **card_arrival**. \n\nThis category is related to inquiries about the status and delivery of physical cards, and the sentence indicates a user\'s desire to track the location or progress of their card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=55, prompt_tokens=662, total_tokens=717, completion_tokens_details=None, prompt_tokens_details=None))"
How long does a card delivery take?,"The sentence ""How long does a card delivery take?"" belongs to the category **'card_delivery_estimate'**. 

This category is related to inquiries about the estimated time it takes for a physical card to be delivered to the customer. The user is seeking information on the duration of the delivery process, which can vary depending on the provider's shipping methods and the user's location.",11,"ModelResponse(id='chatcmpl-ba9753b7-ffd9-4968-a928-914cab130d2c', created=1738161440, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How long does a card delivery take?"" belongs to the category **\'card_delivery_estimate\'**. \n\nThis category is related to inquiries about the estimated time it takes for a physical card to be delivered to the customer. The user is seeking information on the duration of the delivery process, which can vary depending on the provider\'s shipping methods and the user\'s location.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=78, prompt_tokens=663, total_tokens=741, completion_tokens_details=None, prompt_tokens_details=None))"
I still don't have my card after 2 weeks.  What should I do?,"The sentence ""I still don't have my card after 2 weeks. What should I do?"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the expected arrival of a card, and the user's concern suggests that they are seeking information or assistance regarding the delayed delivery of their card.",11,"ModelResponse(id='chatcmpl-a1762a03-74f3-4b58-9e90-83359cb95286', created=1738161442, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I still don\'t have my card after 2 weeks. What should I do?"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the expected arrival of a card, and the user\'s concern suggests that they are seeking information or assistance regarding the delayed delivery of their card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=69, prompt_tokens=673, total_tokens=742, completion_tokens_details=None, prompt_tokens_details=None))"
still waiting on my new card,"The sentence ""still waiting on my new card"" belongs to the category **card_arrival**. 

This category is related to inquiries about the status or delivery of a physical card that the user is expecting to receive. The user is likely inquiring about a delay or seeking an update on the card's arrival.",11,"ModelResponse(id='chatcmpl-885441fd-f75f-4958-ab35-ba45710429cc', created=1738161443, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""still waiting on my new card"" belongs to the category **card_arrival**. \n\nThis category is related to inquiries about the status or delivery of a physical card that the user is expecting to receive. The user is likely inquiring about a delay or seeking an update on the card\'s arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=64, prompt_tokens=661, total_tokens=725, completion_tokens_details=None, prompt_tokens_details=None))"
I am still waiting for my card after 1 week.  Is this ok?,"The sentence ""I am still waiting for my card after 1 week. Is this ok?"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the expected delivery time of a requested card and potential delays or issues with the card's arrival. The user is expressing concern about the time it's taking for their card to arrive, which is a common issue addressed by the 'card_arrival' intent.",11,"ModelResponse(id='chatcmpl-54313bed-4eae-4251-b147-c7a1f8ff9512', created=1738161445, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I am still waiting for my card after 1 week. Is this ok?"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the expected delivery time of a requested card and potential delays or issues with the card\'s arrival. The user is expressing concern about the time it\'s taking for their card to arrive, which is a common issue addressed by the \'card_arrival\' intent.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=92, prompt_tokens=672, total_tokens=764, completion_tokens_details=None, prompt_tokens_details=None))"
"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?","The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category **'card_delivery_estimate'**. 

This category is related to inquiries about the estimated time of arrival for a requested bank card, which seems to be the main concern expressed in the provided sentence. The customer is seeking an update on the delivery status and an estimate of when they can expect to receive their card.",11,"ModelResponse(id='chatcmpl-48093848-9349-461d-b3e6-816af2fc9a98', created=1738161446, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category **\'card_delivery_estimate\'**. \n\nThis category is related to inquiries about the estimated time of arrival for a requested bank card, which seems to be the main concern expressed in the provided sentence. The customer is seeking an update on the delivery status and an estimate of when they can expect to receive their card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=94, prompt_tokens=677, total_tokens=771, completion_tokens_details=None, prompt_tokens_details=None))"
I've been waiting longer than expected for my card.,"The sentence ""I've been waiting longer than expected for my card"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the status and delivery of physical cards, and the user's concern here is likely about the delay in receiving their ordered card.",11,"ModelResponse(id='chatcmpl-313b423f-05c5-4946-8c82-aa652c279a67', created=1738161447, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'ve been waiting longer than expected for my card"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the status and delivery of physical cards, and the user\'s concern here is likely about the delay in receiving their ordered card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=60, prompt_tokens=666, total_tokens=726, completion_tokens_details=None, prompt_tokens_details=None))"
Why hasn't my card been delivered?,"The sentence ""Why hasn't my card been delivered?"" belongs to the category **card_delivery_estimate**. 

This category is related to inquiries about the estimated time of arrival for a requested card, potential delays, or the status of the delivery process. The user is likely seeking information about when they can expect to receive their card and may be concerned about any issues that could be causing a delay.",11,"ModelResponse(id='chatcmpl-c01c97d3-b737-425b-9e24-d7930de91963', created=1738161449, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Why hasn\'t my card been delivered?"" belongs to the category **card_delivery_estimate**. \n\nThis category is related to inquiries about the estimated time of arrival for a requested card, potential delays, or the status of the delivery process. The user is likely seeking information about when they can expect to receive their card and may be concerned about any issues that could be causing a delay.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=81, prompt_tokens=663, total_tokens=744, completion_tokens_details=None, prompt_tokens_details=None))"
Where is my new card? I have been waiting a week!,"The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the status and delivery of a requested physical card, which seems to be the main concern expressed in the provided sentence.",11,"ModelResponse(id='chatcmpl-21d5751a-cb80-4e9b-be84-a8872a56662a', created=1738161450, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the status and delivery of a requested physical card, which seems to be the main concern expressed in the provided sentence.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=60, prompt_tokens=668, total_tokens=728, completion_tokens_details=None, prompt_tokens_details=None))"
My card still hasn't arrived after 2 weeks. Is it lost?,"The sentence ""My card still hasn't arrived after 2 weeks. Is it lost?"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the expected delivery of a card, and the user is expressing concern about the potential loss of their card due to the delay in arrival.",11,"ModelResponse(id='chatcmpl-31a0400b-2ce1-4e8f-ade0-655fa5fcdc09', created=1738161451, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card still hasn\'t arrived after 2 weeks. Is it lost?"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the expected delivery of a card, and the user is expressing concern about the potential loss of their card due to the delay in arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=66, prompt_tokens=670, total_tokens=736, completion_tokens_details=None, prompt_tokens_details=None))"
"I did not get my card yet, is it lost?","The sentence ""I did not get my card yet, is it lost?"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the status of a card delivery and potential issues with the card not arriving as expected. The user is concerned about the card's arrival and is seeking information or assistance regarding a potential delay or loss during the delivery process.",11,"ModelResponse(id='chatcmpl-180dc0e8-f15a-49ff-bf5a-af6ac3df83b5', created=1738161453, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I did not get my card yet, is it lost?"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the status of a card delivery and potential issues with the card not arriving as expected. The user is concerned about the card\'s arrival and is seeking information or assistance regarding a potential delay or loss during the delivery process.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=79, prompt_tokens=667, total_tokens=746, completion_tokens_details=None, prompt_tokens_details=None))"
Status of the card I ordered.,"The sentence ""Status of the card I ordered"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the delivery status or arrival of a physical card that the user has ordered. The user wants to know the progress or current status of their card order, and this intent would trigger a response providing tracking information or an estimated delivery date.",11,"ModelResponse(id='chatcmpl-5babee9e-d100-445c-81d7-9eedfb292787', created=1738161454, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Status of the card I ordered"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the delivery status or arrival of a physical card that the user has ordered. The user wants to know the progress or current status of their card order, and this intent would trigger a response providing tracking information or an estimated delivery date.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=77, prompt_tokens=662, total_tokens=739, completion_tokens_details=None, prompt_tokens_details=None))"
How long should my new card take to arrive?,"The sentence ""How long should my new card take to arrive?"" belongs to the category **'card_delivery_estimate'**.",11,"ModelResponse(id='chatcmpl-c1b43d56-d071-498a-bd16-29985cbd8379', created=1738161455, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How long should my new card take to arrive?"" belongs to the category **\'card_delivery_estimate\'**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=665, total_tokens=691, completion_tokens_details=None, prompt_tokens_details=None))"
I ordered my card 2 weeks ago and it still isn't here? What do I do?,"The sentence ""I ordered my card 2 weeks ago and it still isn't here? What do I do?"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the expected arrival of a physical card, and the user's concern suggests they are seeking information or assistance regarding the delivery status and potential next steps.",11,"ModelResponse(id='chatcmpl-31a8a2bb-54c8-44c3-be4a-3edd527deec8', created=1738161456, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered my card 2 weeks ago and it still isn\'t here? What do I do?"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the expected arrival of a physical card, and the user\'s concern suggests they are seeking information or assistance regarding the delivery status and potential next steps.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=73, prompt_tokens=675, total_tokens=748, completion_tokens_details=None, prompt_tokens_details=None))"
"My card has not arrived yet, where is it?","The sentence ""My card has not arrived yet, where is it?"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the status and delivery of physical cards, and the provided sentence expresses concern about the card's arrival, which is a common issue addressed within this category.",11,"ModelResponse(id='chatcmpl-ba696fa2-785b-414b-87df-bb92ab9ef318', created=1738161457, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card has not arrived yet, where is it?"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the status and delivery of physical cards, and the provided sentence expresses concern about the card\'s arrival, which is a common issue addressed within this category.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=65, prompt_tokens=666, total_tokens=731, completion_tokens_details=None, prompt_tokens_details=None))"
What is the tracking number for my card that was mailed?,"The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category **'card_delivery_estimate'**. 

This category is related to inquiries about the estimated delivery time or status of a physical card that has been mailed to the user. The user is likely asking for a tracking number to monitor the shipment and ensure they receive their card.",11,"ModelResponse(id='chatcmpl-730a17f5-8842-4ffb-982e-768b7f0d43b0', created=1738161458, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category **\'card_delivery_estimate\'**. \n\nThis category is related to inquiries about the estimated delivery time or status of a physical card that has been mailed to the user. The user is likely asking for a tracking number to monitor the shipment and ensure they receive their card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=75, prompt_tokens=667, total_tokens=742, completion_tokens_details=None, prompt_tokens_details=None))"
I think something went wrong with my card delivery as I haven't received it yet.,"The sentence ""I think something went wrong with my card delivery as I haven't received it yet"" belongs to the category **card_arrival**. 

This category is related to inquiries about the status of a card delivery, potential issues or delays, and seeking information or assistance regarding the expected arrival of a card.",11,"ModelResponse(id='chatcmpl-c79ade97-7f0d-4014-af5e-a4bbf981fb5b', created=1738161460, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I think something went wrong with my card delivery as I haven\'t received it yet"" belongs to the category **card_arrival**. \n\nThis category is related to inquiries about the status of a card delivery, potential issues or delays, and seeking information or assistance regarding the expected arrival of a card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=64, prompt_tokens=672, total_tokens=736, completion_tokens_details=None, prompt_tokens_details=None))"
"I'm still waiting for delivery of my new card, why is it taking so long?","The sentence ""I'm still waiting for delivery of my new card, why is it taking so long?"" belongs to the category **'card_delivery_estimate'**. 

This category is related to inquiries about the estimated time of arrival for a requested card, and the user is seeking an update on the delivery status and an explanation for any potential delays.",11,"ModelResponse(id='chatcmpl-3e9e4d5d-7b53-4bae-8178-4d14d9f6b340', created=1738161461, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting for delivery of my new card, why is it taking so long?"" belongs to the category **\'card_delivery_estimate\'**. \n\nThis category is related to inquiries about the estimated time of arrival for a requested card, and the user is seeking an update on the delivery status and an explanation for any potential delays.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=72, prompt_tokens=673, total_tokens=745, completion_tokens_details=None, prompt_tokens_details=None))"
"I ordered a card a week ago, and it's still not here. What do I do?","The sentence ""I ordered a card a week ago, and it's still not here. What do I do?"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the delivery status of a requested card, and the user is seeking guidance on the next steps to take when the card hasn't arrived as expected.",11,"ModelResponse(id='chatcmpl-2493a921-91ed-44f7-bc9a-c6e1cf98dc61', created=1738161462, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card a week ago, and it\'s still not here. What do I do?"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the delivery status of a requested card, and the user is seeking guidance on the next steps to take when the card hasn\'t arrived as expected.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=73, prompt_tokens=675, total_tokens=748, completion_tokens_details=None, prompt_tokens_details=None))"
i want to track the card you sent,"The sentence ""I want to track the card you sent"" belongs to the category **'card_delivery_estimate'**. 

This category is related to inquiries about the estimated delivery time or status of a physical card that was ordered or sent by the company. The user is likely interested in knowing when to expect the card or how to track its shipment.",11,"ModelResponse(id='chatcmpl-513b39cb-1281-48ae-8617-24d3924016a7', created=1738161463, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I want to track the card you sent"" belongs to the category **\'card_delivery_estimate\'**. \n\nThis category is related to inquiries about the estimated delivery time or status of a physical card that was ordered or sent by the company. The user is likely interested in knowing when to expect the card or how to track its shipment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=72, prompt_tokens=663, total_tokens=735, completion_tokens_details=None, prompt_tokens_details=None))"
My card hasn't arrived yet.,"The sentence ""My card hasn't arrived yet"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-df2d1a01-d4ac-4705-969b-be798c912887', created=1738161464, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card hasn\'t arrived yet"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=20, prompt_tokens=662, total_tokens=682, completion_tokens_details=None, prompt_tokens_details=None))"
I was expecting my new card and am wondering why I haven't received it yet?,"The sentence ""I was expecting my new card and am wondering why I haven't received it yet?"" belongs to the category **'card_arrival'**. 

This category is related to inquiries about the status and delivery of physical cards, and the user's concern here is about the expected arrival of their new card.",11,"ModelResponse(id='chatcmpl-75764d84-29b2-448f-a56b-d5e04de184b9', created=1738161465, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I was expecting my new card and am wondering why I haven\'t received it yet?"" belongs to the category **\'card_arrival\'**. \n\nThis category is related to inquiries about the status and delivery of physical cards, and the user\'s concern here is about the expected arrival of their new card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=65, prompt_tokens=672, total_tokens=737, completion_tokens_details=None, prompt_tokens_details=None))"
How do I know when my card will arrive?,"The sentence ""How do I know when my card will arrive?"" belongs to the category **card_arrival**.",11,"ModelResponse(id='chatcmpl-4872c357-c8d9-4f1e-9c03-e65555434b11', created=1738161465, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How do I know when my card will arrive?"" belongs to the category **card_arrival**.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=23, prompt_tokens=665, total_tokens=688, completion_tokens_details=None, prompt_tokens_details=None))"
I'm still waiting on my card to be delivered.,"The sentence ""I'm still waiting on my card to be delivered"" belongs to the category **'card_delivery_estimate'**. 

This category is related to inquiries about the expected delivery time of a requested card, which seems to be the main concern expressed in the provided sentence.",11,"ModelResponse(id='chatcmpl-4ec82722-9d71-40e0-a93e-c10bcc18c67c', created=1738161466, model='command-r-plus-08-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting on my card to be delivered"" belongs to the category **\'card_delivery_estimate\'**. \n\nThis category is related to inquiries about the expected delivery time of a requested card, which seems to be the main concern expressed in the provided sentence.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=666, total_tokens=724, completion_tokens_details=None, prompt_tokens_details=None))"
