documents,llm_responses,actual_labels,complete_responses
How do I track my card?,"The sentence ""How do I track my card?"" belongs to the category of **card_acceptance**. This category is related to the process of using the card, which includes tracking its usage and ensuring it is accepted by merchants.",11,"ModelResponse(id='chatcmpl-5bccfc2a-9c28-4838-9890-7ad395f3481f', created=1738128101, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How do I track my card?"" belongs to the category of **card_acceptance**. This category is related to the process of using the card, which includes tracking its usage and ensuring it is accepted by merchants.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=45, prompt_tokens=662, total_tokens=707, completion_tokens_details=None, prompt_tokens_details=None))"
How long does a card delivery take?,"The sentence ""How long does a card delivery take?"" belongs to the category **card_delivery_estimate**. This category pertains to inquiries about the estimated time it takes for a physical card to be delivered to the user.",11,"ModelResponse(id='chatcmpl-74977ccf-87f5-4e4e-9916-57cc9b255600', created=1738128101, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How long does a card delivery take?"" belongs to the category **card_delivery_estimate**. This category pertains to inquiries about the estimated time it takes for a physical card to be delivered to the user.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=44, prompt_tokens=663, total_tokens=707, completion_tokens_details=None, prompt_tokens_details=None))"
I still don't have my card after 2 weeks.  What should I do?,"The sentence ""I still don't have my card after 2 weeks. What should I do?"" belongs to the category of **card_arrival**. This category is relevant because the user is inquiring about the status of their card delivery, which has not arrived within the expected timeframe.",11,"ModelResponse(id='chatcmpl-19434b6a-cfe6-49f4-9c07-ea7c1e8779d1', created=1738128101, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I still don\'t have my card after 2 weeks. What should I do?"" belongs to the category of **card_arrival**. This category is relevant because the user is inquiring about the status of their card delivery, which has not arrived within the expected timeframe.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=673, total_tokens=731, completion_tokens_details=None, prompt_tokens_details=None))"
still waiting on my new card,"The sentence ""still waiting on my new card"" belongs to the category of **card_arrival**. This category is relevant as it pertains to the status of a new card being delivered to the user.",11,"ModelResponse(id='chatcmpl-e704b103-715d-4e4d-9c82-1bc29221e694', created=1738128102, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""still waiting on my new card"" belongs to the category of **card_arrival**. This category is relevant as it pertains to the status of a new card being delivered to the user.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=41, prompt_tokens=661, total_tokens=702, completion_tokens_details=None, prompt_tokens_details=None))"
I am still waiting for my card after 1 week.  Is this ok?,"The sentence ""I am still waiting for my card after 1 week. Is this ok?"" belongs to the category of **card_arrival**. This category pertains to inquiries or concerns regarding the delivery of a physical card, including delays and the status of the card's arrival.",11,"ModelResponse(id='chatcmpl-20725673-eef3-4799-bccc-d4b3e7dfd777', created=1738128102, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I am still waiting for my card after 1 week. Is this ok?"" belongs to the category of **card_arrival**. This category pertains to inquiries or concerns regarding the delivery of a physical card, including delays and the status of the card\'s arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=672, total_tokens=728, completion_tokens_details=None, prompt_tokens_details=None))"
"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?","The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category **card_arrival**. This category pertains to inquiries about the delivery status of a bank card, which is relevant to the context of the sentence.",11,"ModelResponse(id='chatcmpl-8bb22a66-8bf3-405c-a54e-b02ad2d157f1', created=1738128103, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?"" belongs to the category **card_arrival**. This category pertains to inquiries about the delivery status of a bank card, which is relevant to the context of the sentence.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=59, prompt_tokens=677, total_tokens=736, completion_tokens_details=None, prompt_tokens_details=None))"
I've been waiting longer than expected for my card.,"The sentence ""I've been waiting longer than expected for my card"" belongs to the category of **card_delivery_estimate**. This category pertains to inquiries or concerns regarding the estimated time of arrival or delivery of a card, which is relevant to the context of waiting for a physical card.",11,"ModelResponse(id='chatcmpl-0276c72d-20cc-4efb-be9b-a16f3d404054', created=1738128103, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'ve been waiting longer than expected for my card"" belongs to the category of **card_delivery_estimate**. This category pertains to inquiries or concerns regarding the estimated time of arrival or delivery of a card, which is relevant to the context of waiting for a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=666, total_tokens=724, completion_tokens_details=None, prompt_tokens_details=None))"
Why hasn't my card been delivered?,"The sentence ""Why hasn't my card been delivered?"" belongs to the category of **card_delivery_estimate**. This category is related to inquiries about the estimated delivery time of a physical card, which is a common concern for users who have ordered a card and are waiting for its arrival.",11,"ModelResponse(id='chatcmpl-52c43c51-e936-4d79-bc9d-75c6eff4c9e6', created=1738128104, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Why hasn\'t my card been delivered?"" belongs to the category of **card_delivery_estimate**. This category is related to inquiries about the estimated delivery time of a physical card, which is a common concern for users who have ordered a card and are waiting for its arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=663, total_tokens=721, completion_tokens_details=None, prompt_tokens_details=None))"
Where is my new card? I have been waiting a week!,"The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category of **card_arrival**. This category pertains to inquiries about the status of a new card, including its delivery and the time it takes to receive it.",11,"ModelResponse(id='chatcmpl-946a4b8e-28c7-49bd-9d0c-2ee95ce8fb58', created=1738128104, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category of **card_arrival**. This category pertains to inquiries about the status of a new card, including its delivery and the time it takes to receive it.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=52, prompt_tokens=668, total_tokens=720, completion_tokens_details=None, prompt_tokens_details=None))"
My card still hasn't arrived after 2 weeks. Is it lost?,"The sentence ""My card still hasn't arrived after 2 weeks. Is it lost?"" belongs to the category of **card_arrival**. This category pertains to issues related to the delivery of the physical card, including delays and concerns about its status.",11,"ModelResponse(id='chatcmpl-c6b17a13-622a-4835-876e-6fbaff92585f', created=1738128105, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card still hasn\'t arrived after 2 weeks. Is it lost?"" belongs to the category of **card_arrival**. This category pertains to issues related to the delivery of the physical card, including delays and concerns about its status.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=51, prompt_tokens=670, total_tokens=721, completion_tokens_details=None, prompt_tokens_details=None))"
"I did not get my card yet, is it lost?","The sentence ""I did not get my card yet, is it lost?"" belongs to the category of **card_arrival**. This category pertains to inquiries or concerns related to the delivery of a physical card, including issues like delayed delivery, lost cards, or card-related problems.",11,"ModelResponse(id='chatcmpl-e315d3b7-b629-4897-91e3-edea100cc617', created=1738128105, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I did not get my card yet, is it lost?"" belongs to the category of **card_arrival**. This category pertains to inquiries or concerns related to the delivery of a physical card, including issues like delayed delivery, lost cards, or card-related problems.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=57, prompt_tokens=667, total_tokens=724, completion_tokens_details=None, prompt_tokens_details=None))"
Status of the card I ordered.,"The sentence ""Status of the card I ordered"" belongs to the category **card_arrival**. This category is related to the status and delivery of the physical card that the user has ordered.",11,"ModelResponse(id='chatcmpl-d8c24c33-83dc-4481-a07b-a081a95a79c9', created=1738128106, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Status of the card I ordered"" belongs to the category **card_arrival**. This category is related to the status and delivery of the physical card that the user has ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=662, total_tokens=701, completion_tokens_details=None, prompt_tokens_details=None))"
How long should my new card take to arrive?,"The sentence ""How long should my new card take to arrive?"" belongs to the category of **card_arrival**. This category pertains to inquiries about the delivery of a new card, including questions about the estimated time of arrival.",11,"ModelResponse(id='chatcmpl-c9f3347c-0c2b-4f45-bb38-576b1fe1a5f6', created=1738128106, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How long should my new card take to arrive?"" belongs to the category of **card_arrival**. This category pertains to inquiries about the delivery of a new card, including questions about the estimated time of arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=665, total_tokens=711, completion_tokens_details=None, prompt_tokens_details=None))"
I ordered my card 2 weeks ago and it still isn't here? What do I do?,"The sentence ""I ordered my card 2 weeks ago and it still isn't here? What do I do?"" belongs to the category of **card_arrival**. This category pertains to inquiries or concerns regarding the delivery of a physical card, which is what the user is seeking assistance with in this case.",11,"ModelResponse(id='chatcmpl-6a413d68-56b3-4424-9c29-f34ab143e542', created=1738128107, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered my card 2 weeks ago and it still isn\'t here? What do I do?"" belongs to the category of **card_arrival**. This category pertains to inquiries or concerns regarding the delivery of a physical card, which is what the user is seeking assistance with in this case.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=62, prompt_tokens=675, total_tokens=737, completion_tokens_details=None, prompt_tokens_details=None))"
"My card has not arrived yet, where is it?","The sentence ""My card has not arrived yet, where is it?"" belongs to the category of **card_arrival**. This category pertains to inquiries or concerns regarding the delivery of a physical card.",11,"ModelResponse(id='chatcmpl-a2e4e01e-ffa3-46ac-95e0-4097d4f36e67', created=1738128107, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card has not arrived yet, where is it?"" belongs to the category of **card_arrival**. This category pertains to inquiries or concerns regarding the delivery of a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=40, prompt_tokens=666, total_tokens=706, completion_tokens_details=None, prompt_tokens_details=None))"
What is the tracking number for my card that was mailed?,"The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category of **card_delivery_estimate**. This category is relevant as it pertains to the tracking and delivery of a physical card, which is what the sentence is asking about.",11,"ModelResponse(id='chatcmpl-c8887a1b-2345-449d-847d-1ceb093add0f', created=1738128107, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""What is the tracking number for my card that was mailed?"" belongs to the category of **card_delivery_estimate**. This category is relevant as it pertains to the tracking and delivery of a physical card, which is what the sentence is asking about.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=53, prompt_tokens=667, total_tokens=720, completion_tokens_details=None, prompt_tokens_details=None))"
I think something went wrong with my card delivery as I haven't received it yet.,"The sentence ""I think something went wrong with my card delivery as I haven't received it yet"" belongs to the category of **card_delivery_estimate**. This category is relevant because the sentence indicates a potential issue with the estimated delivery time of the card, which is a common concern for customers.",11,"ModelResponse(id='chatcmpl-041d7825-d233-4cce-b201-70b9c8ad6823', created=1738128108, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I think something went wrong with my card delivery as I haven\'t received it yet"" belongs to the category of **card_delivery_estimate**. This category is relevant because the sentence indicates a potential issue with the estimated delivery time of the card, which is a common concern for customers.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=60, prompt_tokens=672, total_tokens=732, completion_tokens_details=None, prompt_tokens_details=None))"
"I'm still waiting for delivery of my new card, why is it taking so long?","The sentence ""I'm still waiting for delivery of my new card, why is it taking so long?"" belongs to the category of **card_delivery_estimate**. This category pertains to inquiries about the estimated time of arrival for a new card, which is relevant to the context of the sentence.",11,"ModelResponse(id='chatcmpl-11c7fe33-865b-49b4-8e2b-c289378191ec', created=1738128108, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting for delivery of my new card, why is it taking so long?"" belongs to the category of **card_delivery_estimate**. This category pertains to inquiries about the estimated time of arrival for a new card, which is relevant to the context of the sentence.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=59, prompt_tokens=673, total_tokens=732, completion_tokens_details=None, prompt_tokens_details=None))"
"I ordered a card a week ago, and it's still not here. What do I do?","The sentence ""I ordered a card a week ago, and it's still not here. What do I do?"" belongs to the category of **card_arrival**. This category pertains to inquiries or issues related to the delivery of a physical card, including delays or non-arrival.",11,"ModelResponse(id='chatcmpl-09183752-8e82-4c5b-8978-1975b17b0014', created=1738128109, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card a week ago, and it\'s still not here. What do I do?"" belongs to the category of **card_arrival**. This category pertains to inquiries or issues related to the delivery of a physical card, including delays or non-arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=675, total_tokens=733, completion_tokens_details=None, prompt_tokens_details=None))"
i want to track the card you sent,"The sentence ""I want to track the card you sent"" belongs to the category of **card_delivery_estimate**. This category is related to the tracking and delivery of a physical card, which is what the user is interested in.",11,"ModelResponse(id='chatcmpl-d43069a3-0250-43ce-9e17-e94314807b51', created=1738128109, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I want to track the card you sent"" belongs to the category of **card_delivery_estimate**. This category is related to the tracking and delivery of a physical card, which is what the user is interested in.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=47, prompt_tokens=663, total_tokens=710, completion_tokens_details=None, prompt_tokens_details=None))"
My card hasn't arrived yet.,"The sentence ""My card hasn't arrived yet"" belongs to the category of **card_arrival**. This category pertains to issues related to the delivery of the physical card to the user.",11,"ModelResponse(id='chatcmpl-15bff095-0738-45fa-8a59-93b6accdf6b6', created=1738128110, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card hasn\'t arrived yet"" belongs to the category of **card_arrival**. This category pertains to issues related to the delivery of the physical card to the user.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=38, prompt_tokens=662, total_tokens=700, completion_tokens_details=None, prompt_tokens_details=None))"
I was expecting my new card and am wondering why I haven't received it yet?,"The sentence ""I was expecting my new card and am wondering why I haven't received it yet?"" belongs to the category of **card_arrival**. This category pertains to inquiries about the delivery of a new card, which aligns with the user's concern about not receiving their expected card.",11,"ModelResponse(id='chatcmpl-602ffa64-a724-4c53-9d65-59820b661cd5', created=1738128110, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I was expecting my new card and am wondering why I haven\'t received it yet?"" belongs to the category of **card_arrival**. This category pertains to inquiries about the delivery of a new card, which aligns with the user\'s concern about not receiving their expected card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=672, total_tokens=730, completion_tokens_details=None, prompt_tokens_details=None))"
How do I know when my card will arrive?,"The sentence ""How do I know when my card will arrive?"" belongs to the category of **card_arrival**. This category pertains to inquiries about the delivery status and timing of a physical card.",11,"ModelResponse(id='chatcmpl-7e8ffd74-7dda-4bfb-bf88-c8e0c3125aa1', created=1738128111, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How do I know when my card will arrive?"" belongs to the category of **card_arrival**. This category pertains to inquiries about the delivery status and timing of a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=40, prompt_tokens=665, total_tokens=705, completion_tokens_details=None, prompt_tokens_details=None))"
I'm still waiting on my card to be delivered.,"The sentence ""I'm still waiting on my card to be delivered"" belongs to the category of **card_arrival**. This category pertains to the status of the delivery of the card, which is a common concern for customers who have ordered a physical card.",11,"ModelResponse(id='chatcmpl-df9aa397-6ddd-4f03-a7b5-121940858af8', created=1738128111, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting on my card to be delivered"" belongs to the category of **card_arrival**. This category pertains to the status of the delivery of the card, which is a common concern for customers who have ordered a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=52, prompt_tokens=666, total_tokens=718, completion_tokens_details=None, prompt_tokens_details=None))"
Does the card you sent have a way to track to it?,"The sentence ""Does the card you sent have a way to track to it?"" belongs to the category of **card_acceptance**. This is because the sentence is asking about the ability to track a card that has been sent, which is a common concern when dealing with card acceptance and usage.",11,"ModelResponse(id='chatcmpl-6b987694-3a73-49d3-b3eb-c57feb28809e', created=1738128111, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Does the card you sent have a way to track to it?"" belongs to the category of **card_acceptance**. This is because the sentence is asking about the ability to track a card that has been sent, which is a common concern when dealing with card acceptance and usage.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=58, prompt_tokens=668, total_tokens=726, completion_tokens_details=None, prompt_tokens_details=None))"
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,"The sentence ""I ordered a card and I still haven't received it. It's been two weeks. What can I do?"" belongs to the category of **card_arrival**. This category pertains to inquiries or issues related to the delivery of a physical card, which is what the user is concerned about in this case.",11,"ModelResponse(id='chatcmpl-5f835212-77b1-4f8d-bfab-8fdfc24c5943', created=1738128112, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card and I still haven\'t received it. It\'s been two weeks. What can I do?"" belongs to the category of **card_arrival**. This category pertains to inquiries or issues related to the delivery of a physical card, which is what the user is concerned about in this case.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=65, prompt_tokens=678, total_tokens=743, completion_tokens_details=None, prompt_tokens_details=None))"
"I'm starting to think my card is lost because it still hasn't arrived, can you help?","The sentence ""I'm starting to think my card is lost because it still hasn't arrived, can you help?"" belongs to the category of **card_arrival**. This category pertains to issues related to the delivery of the physical card to the user.",11,"ModelResponse(id='chatcmpl-201b8161-34f4-4196-ba1e-a1c67762759b', created=1738128112, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m starting to think my card is lost because it still hasn\'t arrived, can you help?"" belongs to the category of **card_arrival**. This category pertains to issues related to the delivery of the physical card to the user.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=51, prompt_tokens=675, total_tokens=726, completion_tokens_details=None, prompt_tokens_details=None))"
Is there tracking info available?,"The sentence ""Is there tracking info available?"" belongs to the category of **tracking_info_availability**. This category pertains to inquiries about the availability of tracking information for various transactions or processes.",11,"ModelResponse(id='chatcmpl-5740935e-39ce-4c60-bdee-ad78933df633', created=1738128113, model='command-r7b-12-2024', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Is there tracking info available?"" belongs to the category of **tracking_info_availability**. This category pertains to inquiries about the availability of tracking information for various transactions or processes.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=38, prompt_tokens=661, total_tokens=699, completion_tokens_details=None, prompt_tokens_details=None))"
