sentences,llm_responses,actual_label,complete_responses
"Deflation, like inflation, would distort resource allocation and interfere with the economy's ability to reach its full potential.","NEUTRAL

This sentence is neutral because it",0,"ModelResponse(id='8f19de1f4e2eb0e2-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\n\nThis sentence is neutral because it', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=160, total_tokens=170, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Broad equity prices rose, adding to their substantial gains since the middle of 2010.","NEUTRAL
This sentence is classified as '",2,"ModelResponse(id='8f19de1efbaab0b8-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""NEUTRAL\nThis sentence is classified as '"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=155, total_tokens=165, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Retail energy prices were likely to retrace at least a portion of the post-hurricane increase, and consumer confidence should rebound.","Label: NEUTRAL

The sentence is classified",2,"ModelResponse(id='8f19de1f7f3044f1-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nThe sentence is classified', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=163, total_tokens=173, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"If the FOMC were to tie mechanically our actions to market prices, then we would be placed in the sorry position of validating whatever whim that currently struck investors' fancy.","Label: NEUTRAL

This sentence is classified",2,"ModelResponse(id='8f19de24b8ac8bb9-ATL', created=1734133945, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nThis sentence is classified', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=172, total_tokens=182, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
We want to see lower unemployment.,"Label: DOVISH

Explanation: The sentence",0,"ModelResponse(id='8f19de220cd77ba5-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: DOVISH\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=144, total_tokens=154, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Presumably even normal amortized equity that did not come from higher home prices was extracted in this manner.,"NEUTRAL
This sentence does not contain any",2,"ModelResponse(id='8f19de206fd153df-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThis sentence does not contain any', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=158, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"At the conclusion of the discussion, the Committee voted to authorize and direct the Federal Reserve Bank of New York, until it was instructed otherwise, to execute transactions in the System Account in accordance with the following domestic policy directive: ""The Federal Open Market Committee seeks monetary and financial conditions that will foster price stability and promote sustainable growth in output.","Label: NEUTRAL

Explanation: The sentence",1,"ModelResponse(id='8f19de1ddbe2bf8c-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=204, total_tokens=214, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Later I shall turn to concerns about imbalances in equity prices, the personal saving rate, the current account, and the household debt burden.","NEUTRAL
The sentence does not indicate any",2,"ModelResponse(id='8f19de21efc04509-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThe sentence does not indicate any', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=165, total_tokens=175, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"It is true that changes in longer-term interest rates in the United States—but also in other advanced economies—does have some effect on emerging markets, particularly those who are trying to peg their exchange rate, and can lead to some capital inflows or outflows.","Label: NEUTRAL

Explanation: The sentence",2,"ModelResponse(id='8f19de22cdd6b05d-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=189, total_tokens=199, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Although participants considered it unlikely that the economy would reenter a recession, many expressed concern that output growth, and the associated progress in reducing the level of unemployment, could be slow for some time.","Label: NEUTRAL

Explanation: The sentence",0,"ModelResponse(id='8f19de2279b9b0e2-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=176, total_tokens=186, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"She showed there some so-called optimal policy rules that come from trying to get the best possible outcomes from our quantitative econometric models, and what you see, if you look at that, is that the best possible outcomes, assuming perfect certainty, assuming perfect foresight—very unrealistic assumptions—still involve inflation staying quite close to 2 percent.","Label: NEUTRAL

Explanation: The sentence",2,"ModelResponse(id='8f19de1e3ffec004-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=205, total_tokens=215, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"In light of these uncertainties as well as continued evidence of muted inflation pressures, participants generally agreed that a patient approach to determining future adjustments to the target range for the federal funds rate remained appropriate.","Label: NEUTRAL

Explanation: The sentence",2,"ModelResponse(id='8f19de1f4c57b0e5-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=175, total_tokens=185, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Participants generally interpreted the information that became available during the intermeeting period as suggesting that economic growth would most likely remain moderate over coming quarters and then pick up very gradually.,"NEUTRAL
The sentence suggests a neutral stance",2,"ModelResponse(id='8f19de21deb98bb9-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThe sentence suggests a neutral stance', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=170, total_tokens=180, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Economic DevelopmentsReal economic activity has continued to expand at a solid pace.,"NEUTRAL
This sentence is classified as '",1,"ModelResponse(id='8f19de21190fbf8c-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""NEUTRAL\nThis sentence is classified as '"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=152, total_tokens=162, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"As a result, national saving increased, providing further impetus to economic growth.","NEUTRAL
The sentence does not indicate any",0,"ModelResponse(id='8f19de21e88e457c-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThe sentence does not indicate any', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=153, total_tokens=163, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Most FOMC participants anticipate that inflation will gradually move up to the FOMC's 2 percent target over coming years.,"Label: NEUTRAL

Explanation: The sentence",0,"ModelResponse(id='8f19de211ca0b039-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=163, total_tokens=173, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Several participants expressed the view that a decision regarding the long-run composition of the portfolio would not need to be made for some time, and a couple of participants highlighted the importance of making such a decision in the context of the ongoing review of the Federal Reserve's monetary policy strategies, tools, and communications practices.","Label: NEUTRAL

Explanation: The sentence",2,"ModelResponse(id='8f19de22299ce590-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=198, total_tokens=208, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
labor productivity remained on a strong upward trend.,"NEUTRAL
This sentence is classified as '",0,"ModelResponse(id='8f19de230a1f7b9c-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""NEUTRAL\nThis sentence is classified as '"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=146, total_tokens=156, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Persistently strong demand and increasingly supportive conditions in debt and equity markets suggested the possibility of rising inflation pressures.,"Label: HAWKISH

Explanation: The",1,"ModelResponse(id='8f19de1fbcbc12da-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: HAWKISH\n\nExplanation: The', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=158, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"While labor markets were anticipated to remain tight in the near term, participants expected labor demand and supply to come into better balance over time, helping to ease upward pressure on wages and prices.","Label: NEUTRAL

Explanation: The sentence",1,"ModelResponse(id='8f19de222d2f1f9e-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=174, total_tokens=184, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"As we all know, starting in late February or March of last year, widespread economic and social lockdowns and other effects of the pandemic caused the swiftest and deepest contraction in employment and economic activity since the Great Depression.","NEUTRAL

This sentence is classified as '",0,"ModelResponse(id='8f19de216eebb0b8-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content=""NEUTRAL\n\nThis sentence is classified as '"", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=182, total_tokens=192, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"However, with monetary policy assumed to remain highly accommodative, the staff continued to anticipate that real GDP growth would outpace that of potential over much of this period, leading to a decline in the unemployment rate to historically low levels.","Label: NEUTRAL

Explanation: The sentence",0,"ModelResponse(id='8f19de222a5cbd3f-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=183, total_tokens=193, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"In addition, to address the sizable demand for dollar funding in foreign jurisdictions, the FOMC authorized the expansion of its existing swap lines with the European Central Bank and Swiss National Bank; by the end of the intermeeting period, the formal quantity limits on these lines had been eliminated.","Label: NEUTRAL

Explanation: The sentence",0,"ModelResponse(id='8f19de222f2f12d7-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=194, total_tokens=204, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"One participant suggested that the Committee could announce an additional, lower set of thresholds for inflation and unemployment","Label: NEUTRAL

Explanation: This sentence",2,"ModelResponse(id='8f19de24cd0f457c-ATL', created=1734133945, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: This sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=156, total_tokens=166, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Many indicated that they expected cyclical pressures associated with a tightening labor market to show through to higher inflation over the medium term.,"Label: HAWKISH

Explanation: The",1,"ModelResponse(id='8f19de1fdbef7be1-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: HAWKISH\n\nExplanation: The', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=162, total_tokens=172, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Many members concluded that because there did not seem to be any urgency to tighten current policy for domestic reasons, given the likelihood that inflation would remain subdued for a while, important weight should be given to potential reactions abroad.","Label: NEUTRAL

Explanation: The sentence",0,"ModelResponse(id='8f19de222fefbfec-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=180, total_tokens=190, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Moreover, a 50 basis point reduction that was associated with the communication of a Committee view that the risks to achieving its objectives for economic activity were balanced might be mistakenly interpreted in the view of some members as a signal that the Committee had come to the end of its policy easing moves--a judgment they were not prepared to make at this time.","Label: NEUTRAL

Explanation: The sentence",0,"ModelResponse(id='8f19de202e05677c-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=206, total_tokens=216, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Given the difficulty in assigning productivity increases by industry, there is a dispute on how widely productivity implicit in the information revolution has spread across the economy.","NEUTRAL
This sentence is neutral as it",0,"ModelResponse(id='8f19de207e327b9c-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThis sentence is neutral as it', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=166, total_tokens=176, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"The drop in the unemployment rate over the past year, while welcome and significant, could overstate the degree of improvement in labor market conditions, in part because of the decline in the labor force participation rate.","Label: NEUTRAL

Explanation: The sentence",2,"ModelResponse(id='8f19de244c40b0e5-ATL', created=1734133945, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nExplanation: The sentence', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=178, total_tokens=188, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"However, other measures of labor utilization--including the labor force participation rate and the numbers of discouraged workers and those working part time for economic reasons--suggested more modest improvement, and other indicators of labor demand, such as rates of hiring and quits, remained low.","Label: NEUTRAL

The sentence is classified",2,"ModelResponse(id='8f19de25aab2b001-ATL', created=1734133945, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='Label: NEUTRAL\n\nThe sentence is classified', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=190, total_tokens=200, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"* * * As the transcripts of FOMC meetings attest, making monetary policy is an especially humbling activity.","NEUTRAL
This sentence is neutral as it",2,"ModelResponse(id='8f19de22bbafb048-ATL', created=1734133944, model='together_ai/meta-llama/Meta-Llama-3.1-8B-Instruct-Turbo', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='length', index=0, message=Message(content='NEUTRAL\nThis sentence is neutral as it', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=10, prompt_tokens=160, total_tokens=170, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
