sentences,llm_responses,actual_labels,complete_responses
"['A', 'woman', 'on', 'the', 'Hong', 'Kong', 'public', '-', 'transport', 'system', 'dealt', 'with', 'her', 'dead', 'phone', 'by', 'crying', 'and', 'screaming', 'for', 'help']",Sure,"[0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f1999256bb87105-YVR', created=1734131118, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=258, total_tokens=260, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['The', 'week', 'before', ',', '19', '-', 'year', '-', 'old', 'Nick', 'Silvestri', 'jumped', 'on', 'a', 'Broadway', 'stage', 'and', 'tried', 'to', 'jam', 'his', 'phone', 'in', 'a', 'prop', 'outlet', 'because', 'it', 'was', 'on', '5', '%', 'and', '“', 'Girls', 'were', 'calling', 'all', 'day', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925de382d6c-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=316, total_tokens=318, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['What', 'would', 'you', 'do', '?', '”', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925ea848413-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=208, total_tokens=210, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['What', 'would', 'you', 'do', '?']",Sure,"[0, 0, 0, 0, 0]","ModelResponse(id='8f199925c9132dad-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=203, total_tokens=205, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['A', '2012', 'study', 'shows', 'that', '77', '%', 'of', 'his', 'peers', 'in', 'the', 'US', 'are', 'nomophobes', '–', 'a', 'real', '-', 'life', 'condition', 'recognised', 'as', 'a', 'fear', 'of', 'having', 'no', 'mobile', 'battery', 'or', 'coverage', ';', 'one', 'suffered', 'by', 'a', 'reported', '66', '%', 'of', 'the', 'British', 'population', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f1999256f1d2d7e-YVR', created=1734131118, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=340, total_tokens=342, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['The', 'best', '(', 'or', 'worst', ',', 'depending', 'on', 'how', 'dependent', 'you', 'are', 'on', 'your', 'mobile', ')', 'remains', 'an', 'as', '-', 'yet', 'unnamed', 'woman', 'filmed', 'on', 'public', 'transport', 'in', 'Hong', 'Kong', ',', 'dealing', 'with', 'her', 'dead', 'phone', 'by', 'screaming', 'and', 'crying', 'for', 'help', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925fd0f2d66-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=325, total_tokens=327, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['She', '’s', 'hysterically', 'inconsolable', '.']",Sure,"[0, 0, 0, 0, 0]","ModelResponse(id='8f199925b9c22da1-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=208, total_tokens=210, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Her', 'phone', 'remains', 'dead', ',', 'her', 'dignity', 'buried', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925ed7f8443-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=217, total_tokens=219, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['I', 'do', 'n’t', 'want', 'to', 'say', 'we', '’ve', 'all', 'been', 'there', ',', 'but', 'to', 'a', 'greater', 'or', 'lesser', 'degree', ',', 'we', 'have', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925ac3d2d96-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=261, total_tokens=263, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['I', 'get', 'it', '.']",Sure,"[0, 0, 0, 0]","ModelResponse(id='8f199925bb092db3-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=198, total_tokens=200, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Your', 'phone', 'battery', 'hovers', 'in', 'the', 'red', 'zone', 'and', 'your', 'brain', 'hits', 'auto', '-', 'twitch', ',', 'scanning', 'the', 'immediate', 'vicinity', 'for', 'power', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925fb587106-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=262, total_tokens=264, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['It', '’s', 'a', 'universal', 'problem', '.']",Sure,"[0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925aa782d84-YVR', created=1734131118, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=206, total_tokens=208, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['It', '’s', 'also', 'really', 'easily', 'fixable', 'through', 'self', '-', 'imposed', 'exposure', 'therapy', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925fe1c6065-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=233, total_tokens=235, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Take', 'it', 'from', 'an', 'expert', ':', 'I', '’ve', 'reached', 'Buddha', 'levels', 'of', 'zen', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0]","ModelResponse(id='8f199925dc812d96-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=235, total_tokens=237, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Not', 'because', 'of', 'any', 'luddite', 'tendencies', ',', 'but', 'because', 'the', 'longest', 'relationship', 'I', '’ve', 'had', 'with', 'a', 'pristine', 'i', 'Phone', 'is', '4', 'months', ';', 'I', '’ve', 'been', 'using', 'and', 'losing', 'them', 'since', '2007', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925dd622d42-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=304, total_tokens=306, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Keeping', 'a', 'tally', 'of', 'phones', 'loved', 'and', 'lost', 'stalled', 'around', 'i', 'Phone', 'number', '13', ',', 'two', 'summers', 'ago', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925aefa2da3-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=249, total_tokens=251, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['It', 'gets', 'easier', 'to', 'let', 'go', 'of', 'phone', '-', 'battery', 'anxiety', 'when', 'you', '’re', 'not', 'that', 'anxious', 'about', 'having', 'a', 'phone', 'in', 'the', 'first', 'place', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f199925ce412dbf-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=273, total_tokens=275, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Here', '’s', 'some', 'tips', 'to', 'help', 'you', 'cope', ':']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f1999259bfa2dbb-YVR', created=1734131118, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=216, total_tokens=218, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Go', 'cold', 'turkey']",Sure,"[0, 0, 0]","ModelResponse(id='8f199925abea841d-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=199, total_tokens=201, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['The', 'first', 'rule', 'of', 'phone', 'freedom', 'is', 'to', 'have', 'liberated', 'yourself', 'from', 'your', 'device', 'at', 'least', 'twice', 'in', 'your', 'life', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f1999258b9b8411-YVR', created=1734131119, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=255, total_tokens=257, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['The', 'first', 'to', 'experience', 'it', ',', 'the', 'second', 'to', 'be', 'experienced', 'at', 'it', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f19993b5a188417-YVR', created=1734131122, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=232, total_tokens=234, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['The', 'number', 'of', 'times', 'you', 'lose', 'it', ',', 'break', 'it', ',', 'have', 'it', 'stolen', ',', 'or', 'drop', 'it', 'in', 'the', 'toilet', 'bowl', 'after', 'that', 'depends', 'on', 'how', 'keen', 'you', 'are', 'to', 'master', 'not', 'caring', 'about', 'being', 'connected', 'to', 'the', 'modern', 'world', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f19993adcd32dbb-YVR', created=1734131122, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=318, total_tokens=320, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Experience', 'the', 'real', 'trauma']",Sure,"[0, 0, 0, 0]","ModelResponse(id='8f19993b39592d96-YVR', created=1734131122, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=202, total_tokens=204, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['The', 'real', 'faff', 'is', 'n’t', 'in', 'being', 'phoneless', ',', 'it', '’s', 'in', 'the', 'interminable', 'admin', 'involved', 'in', 'getting', 're-connected', '–', 'registering', 'the', 'police', 'report', ';', 'the', 'call', 'to', 'your', 'mobile', 'network', 'to', 'block', 'your', 'phone', ';', 'the', 'plea', 'to', 'your', 'insurance', 'company', 'to', 'file', 'your', 'claim', ';', 'the', 'slog', 'to', 'the', 'DHL', 'depot', 'to', 'pick', 'up', 'your', 'new', 'phone', 'because', 'the', 'courier', 'could', 'n’t', 'be', 'bothered', 'to', 'ring', 'your', 'doorbell', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f19993af9842d84-YVR', created=1734131122, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=422, total_tokens=424, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Agony', ',', 'but', 'also', 'an', 'excellent', 'lesson', 'in', 'perspective', ':', 'no', 'power', 'is', 'a', 'temporary', 'drag', ',', 'but', 'phone', 'admin', 'will', 'destroy', 'your', 'soul', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f19993b48998443-YVR', created=1734131122, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=267, total_tokens=269, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Pretend', 'not', 'to', 'care']",Sure,"[0, 0, 0, 0]","ModelResponse(id='8f19993b3e898449-YVR', created=1734131122, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=201, total_tokens=203, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['The', 'third', 'rule', 'is', 'to', 'establish', 'a', 'laissez', '-', 'faire', '“', 'attitude', '”', 'towards', 'your', 'phone', 'as', 'an', 'essential', 'part', 'of', 'your', 'being', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f19993b3ec12d72-YVR', created=1734131122, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=267, total_tokens=269, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"['Friends', 'of', 'yours', 'who', 'have', 'n’t', 'met', 'one', 'another', 'before', 'will', 'use', 'your', 'haplessness', 'as', 'an', 'easy', 'thing', 'to', 'bond', 'over', '.']",Sure,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]","ModelResponse(id='8f19993a9f017105-YVR', created=1734131122, model='together_ai/meta-llama/Llama-2-13b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='  Sure', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=2, prompt_tokens=261, total_tokens=263, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
