sentences,llm_responses,actual_labels,complete_responses
Exports grew 16.5 percent to 19.1 million liters .,"POSITIVE
The sentence expresses a positive sentiment because it indicates growth (16.5 percent) in exports, which is generally a favorable economic development.",2,"ModelResponse(id='907e77c0ecce07d0', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment because it indicates growth (16.5 percent) in exports, which is generally a favorable economic development.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=32, prompt_tokens=145, total_tokens=177, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"( ADP News ) - Finnish handling systems provider Cargotec Oyj ( HEL : CGCBV ) announced on Friday it won orders worth EUR 10 million ( USD 13.2 m ) to deliver linkspans to Jordan , Morocco and Ireland .","NEUTRAL
The sentence is a news statement and does not contain any positive or negative sentiment. It is simply conveying factual information about a company winning orders.",2,"ModelResponse(id='907e77c08de4d707', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is a news statement and does not contain any positive or negative sentiment. It is simply conveying factual information about a company winning orders.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=183, total_tokens=216, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
The new organization consists of two business units : Charging & Messaging and Finance & Administration .,"NEUTRAL
The sentence is simply providing information about the structure of a new organization and does not express any positive or negative sentiment.",1,"ModelResponse(id='907e77c0ad0e6fd9', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is simply providing information about the structure of a new organization and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=144, total_tokens=172, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
The value of the order is USD 2.3 mn .,"NEUTRAL
The sentence is simply stating a fact about the value of an order and does not express any positive or negative sentiment.",1,"ModelResponse(id='907e77c0cdf4c999', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is simply stating a fact about the value of an order and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=140, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Combining the two producers will create a strong EU-based fertilizer industry capable of meeting global competition , they added .","POSITIVE
The sentence expresses a positive sentiment as it highlights the potential strength and capability of the combined fertilizer industry to compete globally.",2,"ModelResponse(id='907e77c0ce57c9b4', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment as it highlights the potential strength and capability of the combined fertilizer industry to compete globally.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=149, total_tokens=176, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
The share subscription period for C options will commence on 1 September 2008 and expire on 31 March 2011 .,"NEUTRAL
The sentence is providing factual information about the share subscription period for C options, and there is no positive or negative sentiment expressed.",1,"ModelResponse(id='907e77c0d912d634', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is providing factual information about the share subscription period for C options, and there is no positive or negative sentiment expressed.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=158, total_tokens=188, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Neste Oil Corporation Refining Operation Asset Summary Report Summary Neste Oil Corporation Refining Operation Assets Summary Report is an essential source for company data and information .,"POSITIVE
The sentence expresses a positive sentiment as it describes the Neste Oil Corporation Refining Operation Asset Summary Report as an ""essential source for company data and information,"" which implies that the report is valuable and important.",1,"ModelResponse(id='907e77c0f990e613', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment as it describes the Neste Oil Corporation Refining Operation Asset Summary Report as an ""essential source for company data and information,"" which implies that the report is valuable and important.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=45, prompt_tokens=158, total_tokens=203, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
The figure does not include food exports from Finland .,"Label: NEUTRAL
Explanation: The sentence is a statement of fact and does not express any positive or negative sentiment. It is simply providing information about what is or is not included in a figure.",1,"ModelResponse(id='907e77c0e8bb81d5', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='Label: NEUTRAL\nExplanation: The sentence is a statement of fact and does not express any positive or negative sentiment. It is simply providing information about what is or is not included in a figure.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=42, prompt_tokens=137, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
LONDON MarketWatch -- Share prices ended lower in London Monday as a rebound in bank stocks failed to offset broader weakness for the FTSE 100 .,"NEGATIVE
The sentence has a negative sentiment because it describes a situation where share prices ended lower, which is generally considered a negative outcome in financial markets. The mention of a rebound in bank stocks failing to offset broader weakness further emphasizes the negative sentiment.",0,"ModelResponse(id='907e77c0db522028', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEGATIVE\nThe sentence has a negative sentiment because it describes a situation where share prices ended lower, which is generally considered a negative outcome in financial markets. The mention of a rebound in bank stocks failing to offset broader weakness further emphasizes the negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=51, prompt_tokens=159, total_tokens=210, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"These products include Personal Communications products such as mobile phones and their parts , Home Communications products such as set-top boxes and electronics for flat panel TVs as well as Communications Networks products such as base-stations , tower-top amplifiers , and microwave systems .","NEUTRAL
The sentence is providing information about the types of products included in a category and does not express any positive or negative sentiment.",1,"ModelResponse(id='907e77c0eaf5c9b9', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is providing information about the types of products included in a category and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=176, total_tokens=205, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Cash flow from operations totalled EUR 7.4 mn , compared to a negative EUR 68.6 mn in the second quarter of 2008 .","POSITIVE
The sentence is positive because it indicates an improvement in the cash flow from operations, which was negative in the past but is now positive. The use of the word ""compared"" suggests a contrast with a previous negative situation, which makes the current situation seem better. However, it is also important to note that the sentence is not extremely positive, as the amount of cash flow is relatively small compared to the previous negative amount.",2,"ModelResponse(id='907e77c0e955f27c', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence is positive because it indicates an improvement in the cash flow from operations, which was negative in the past but is now positive. The use of the word ""compared"" suggests a contrast with a previous negative situation, which makes the current situation seem better. However, it is also important to note that the sentence is not extremely positive, as the amount of cash flow is relatively small compared to the previous negative amount.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=89, prompt_tokens=162, total_tokens=251, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"The total number of voting rights is 74,612,523 .","NEUTRAL
The sentence is a statement of fact and does not express any positive or negative sentiment.",1,"ModelResponse(id='907e77c11e0d0584', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is a statement of fact and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=22, prompt_tokens=146, total_tokens=168, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Orion Pharma 's operating profit increased by 42.5 % from 2004 .,"POSITIVE
The sentence expresses a positive sentiment because it reports a significant increase in Orion Pharma's operating profit, which is generally a favorable financial outcome.",2,"ModelResponse(id='907e77c12abde639', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""POSITIVE\nThe sentence expresses a positive sentiment because it reports a significant increase in Orion Pharma's operating profit, which is generally a favorable financial outcome."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=148, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Motorola accounted for 11.5 percent of the South Korean handset market as of the end of April , Samsung held 55 percent and LG Electronics 19 percent , according to Korea-based ATLAS Research Group .","NEUTRAL
The sentence is providing factual information about market shares of different companies in the South Korean handset market, and does not express any positive or negative sentiment.",1,"ModelResponse(id='907e77c1295b3943', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is providing factual information about market shares of different companies in the South Korean handset market, and does not express any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=34, prompt_tokens=172, total_tokens=206, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"M-real , which is part of Finnish paper maker Metsaliitto Group , is due to release its second-quarter report at around 12:00 EET on 5 August 2010 .","NEUTRAL
The sentence is providing factual information about a company's upcoming financial report release and does not express any positive or negative sentiment.",1,"ModelResponse(id='907e77c12ff107f9', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""NEUTRAL\nThe sentence is providing factual information about a company's upcoming financial report release and does not express any positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=29, prompt_tokens=170, total_tokens=199, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"The refining margin for the year was $ 13.39 - bbl , compared to $ 10.46 - bbl in the prior year .","NEUTRAL
The sentence is providing factual information about the refining margin for a given year and comparing it to the previous year. There is no positive or negative sentiment expressed in the sentence.",2,"ModelResponse(id='907e77c1386c07c8', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is providing factual information about the refining margin for a given year and comparing it to the previous year. There is no positive or negative sentiment expressed in the sentence.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=39, prompt_tokens=162, total_tokens=201, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Patrick Jeambar will also continue being responsible for Innovation and Health , safety and environment HSEA functions of Ahlstrom Corporation .","NEUTRAL
The sentence is a statement of fact about a person's responsibilities in a corporation. It does not express any positive or negative sentiment.",1,"ModelResponse(id='907e77c15f530576', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""NEUTRAL\nThe sentence is a statement of fact about a person's responsibilities in a corporation. It does not express any positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=153, total_tokens=184, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Outotec 's net profit for the second quarter of 2007 jumped to 16.8 mln euro ( $ 23.1 mln ) from 4.6 mln euro ( $ 6.3 mln ) a year ago .,"POSITIVE
The sentence conveys a positive sentiment as it reports a significant increase in the net profit of Outotec for the second quarter of 2007. The use of the word 'jumped' also implies a sudden and large increase, which is generally seen as a positive development for a company.",2,"ModelResponse(id='907e77c1481fc56f', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""POSITIVE\nThe sentence conveys a positive sentiment as it reports a significant increase in the net profit of Outotec for the second quarter of 2007. The use of the word 'jumped' also implies a sudden and large increase, which is generally seen as a positive development for a company."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=64, prompt_tokens=184, total_tokens=248, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Consolidated operating profit excluding one-off items was EUR 30.6 mn , up from EUR 29.6 mn a year earlier .","POSITIVE
The sentence expresses a positive sentiment because it indicates an increase in consolidated operating profit, which is a favorable financial outcome.",2,"ModelResponse(id='907e77c15dd2c957', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment because it indicates an increase in consolidated operating profit, which is a favorable financial outcome.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=157, total_tokens=184, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
This new partnership agreement represents a significant milestone for both parties .,"POSITIVE
The sentence expresses a positive sentiment as it highlights a significant milestone for both parties involved in a new partnership agreement.",2,"ModelResponse(id='907e77c1684b1786', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment as it highlights a significant milestone for both parties involved in a new partnership agreement.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=26, prompt_tokens=139, total_tokens=165, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
The corrected chapter is in its entirety below .,"NEUTRAL
The sentence is a statement that does not express any positive or negative sentiment. It is simply conveying information about the location of a corrected chapter.",1,"ModelResponse(id='907e77c15dfce5e8', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is a statement that does not express any positive or negative sentiment. It is simply conveying information about the location of a corrected chapter.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=136, total_tokens=169, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Tulikivi manufactures heat-retaining , soapstone and ceramic fireplaces , as well as natural stone products and utility ceramics .","NEUTRAL
The sentence provides factual information about the products manufactured by Tulikivi, without expressing any positive or negative sentiment.",1,"ModelResponse(id='907e77c16d6cc9a0', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence provides factual information about the products manufactured by Tulikivi, without expressing any positive or negative sentiment.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=27, prompt_tokens=152, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
They both will report to Oriola-KD 's chief executive officer Eero Hautaniemi .,"NEUTRAL
The sentence is a statement of fact and does not express any positive or negative sentiment. It simply states who will be reporting to whom in a corporate hierarchy.",1,"ModelResponse(id='907e77c18b2682cf', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEUTRAL\nThe sentence is a statement of fact and does not express any positive or negative sentiment. It simply states who will be reporting to whom in a corporate hierarchy.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=147, total_tokens=183, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Operating result including non-recurring items rose to EUR 146mn from a loss of EUR 267mn in 2009 .,"POSITIVE
The sentence expresses a positive sentiment because it indicates an improvement in the operating result, changing from a loss to a gain.",2,"ModelResponse(id='907e77c188e3c993', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment because it indicates an improvement in the operating result, changing from a loss to a gain.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=28, prompt_tokens=159, total_tokens=187, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"ADPnews - Aug 3 , 2009 - Finnish media group Ilkka-Yhtyma Oyj HEL : ILK2S said today its net profit fell 45 % on the year to EUR 5.9 million USD 8.4 m in the first half of 2009 .","NEGATIVE
The sentence reports a significant decline in net profit for the Finnish media group Ilkka-Yhtyma Oyj, which is a negative financial outcome.",0,"ModelResponse(id='907e77c198eb05e8', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='NEGATIVE\nThe sentence reports a significant decline in net profit for the Finnish media group Ilkka-Yhtyma Oyj, which is a negative financial outcome.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=36, prompt_tokens=197, total_tokens=233, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Sales rose 10 pct to 566 mln eur on the back of strong volume and favourable currency effects .,"POSITIVE
The sentence expresses a positive sentiment as it reports an increase in sales by 10 percent, attributing the growth to strong volume and favorable currency effects. There are no negative words or context that would suggest otherwise.",2,"ModelResponse(id='907e77c1bec907f5', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment as it reports an increase in sales by 10 percent, attributing the growth to strong volume and favorable currency effects. There are no negative words or context that would suggest otherwise.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=47, prompt_tokens=153, total_tokens=200, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"Ruukki 's delivery includes steel structures , including installation , for Krakeroy bascule bridge and steel piles for the bridge foundations .","NEUTRAL
The sentence is providing factual information about Ruukki's delivery for a bridge project and does not express any positive or negative sentiment.",1,"ModelResponse(id='907e77c1adc2c98d', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content=""NEUTRAL\nThe sentence is providing factual information about Ruukki's delivery for a bridge project and does not express any positive or negative sentiment."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=31, prompt_tokens=156, total_tokens=187, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"In the fourth quarter of 2009 , Orion 's net profit went up by 33.8 % year-on-year to EUR33m .","POSITIVE
The sentence expresses a positive sentiment because it reports a significant increase in net profit for Orion in the specified quarter, which is a favorable financial outcome.",2,"ModelResponse(id='907e77c1c9ead6b0', created=1737873167, model='together_ai/Qwen/Qwen2-72B-Instruct', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='eos', index=0, message=Message(content='POSITIVE\nThe sentence expresses a positive sentiment because it reports a significant increase in net profit for Orion in the specified quarter, which is a favorable financial outcome.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=33, prompt_tokens=161, total_tokens=194, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
