documents,llm_responses,actual_labels,complete_responses
I've been waiting longer than expected for my card.,"The sentence ""I've been waiting longer than expected for my card."" belongs to the category **'card_arrival'**. This intent reflects a user's concern or inquiry about the delay in receiving their physical or virtual card.",11,"ModelResponse(id='909f90bb69900a0d', created=1738220228, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'ve been waiting longer than expected for my card."" belongs to the category **\'card_arrival\'**. This intent reflects a user\'s concern or inquiry about the delay in receiving their physical or virtual card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=604, total_tokens=650, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Why hasn't my card been delivered?,"The sentence ""Why hasn't my card been delivered?"" belongs to the category **'card_arrival'**. This intent is concerned with inquiries about the delivery status or delays in receiving a physical card.",11,"ModelResponse(id='909f90bb796459c1', created=1738220226, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Why hasn\'t my card been delivered?"" belongs to the category **\'card_arrival\'**. This intent is concerned with inquiries about the delivery status or delays in receiving a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=41, prompt_tokens=601, total_tokens=642, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Where is my new card? I have been waiting a week!,"The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category **'card_arrival'**. This intent is related to inquiries about the status or delivery of a newly issued card.",11,"ModelResponse(id='909f90bb78a2e5fc', created=1738220226, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Where is my new card? I have been waiting a week!"" belongs to the category **\'card_arrival\'**. This intent is related to inquiries about the status or delivery of a newly issued card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=45, prompt_tokens=606, total_tokens=651, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
My card still hasn't arrived after 2 weeks. Is it lost?,"The sentence ""My card still hasn't arrived after 2 weeks. Is it lost?"" belongs to the category **'card_arrival'**. This intent is related to concerns or inquiries about the delivery status of a card and whether it might be lost.",11,"ModelResponse(id='909f90bb9bbb07c5', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card still hasn\'t arrived after 2 weeks. Is it lost?"" belongs to the category **\'card_arrival\'**. This intent is related to concerns or inquiries about the delivery status of a card and whether it might be lost.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=52, prompt_tokens=608, total_tokens=660, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"I did not get my card yet, is it lost?","The sentence **""I did not get my card yet, is it lost?""** belongs to the category **'card_arrival'**. This intent reflects a user's concern about the status or delivery of their card, specifically questioning whether it might be lost.",11,"ModelResponse(id='909f90bb8e9607fd', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence **""I did not get my card yet, is it lost?""** belongs to the category **\'card_arrival\'**. This intent reflects a user\'s concern about the status or delivery of their card, specifically questioning whether it might be lost.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=53, prompt_tokens=605, total_tokens=658, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Status of the card I ordered.,"The sentence ""Status of the card I ordered."" belongs to the category **'card_arrival'**. This intent is related to inquiries about the status or delivery of a card that has been ordered.",11,"ModelResponse(id='909f90bb9bda0853', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Status of the card I ordered."" belongs to the category **\'card_arrival\'**. This intent is related to inquiries about the status or delivery of a card that has been ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=41, prompt_tokens=600, total_tokens=641, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
How long should my new card take to arrive?,"The sentence ""How long should my new card take to arrive?"" belongs to the category **'card_delivery_estimate'**. This intent is concerned with inquiries about the expected time frame for receiving a new card.",11,"ModelResponse(id='909f90bb9d44c94a', created=1738220226, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""How long should my new card take to arrive?"" belongs to the category **\'card_delivery_estimate\'**. This intent is concerned with inquiries about the expected time frame for receiving a new card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=45, prompt_tokens=603, total_tokens=648, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
I ordered my card 2 weeks ago and it still isn't here? What do I do?,"The sentence ""I ordered my card 2 weeks ago and it still isn't here? What do I do?"" belongs to the category **'card_arrival'**. This intent is related to inquiries about the status or delay in receiving a physical card after it has been ordered.",11,"ModelResponse(id='909f90bc1f805a15', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered my card 2 weeks ago and it still isn\'t here? What do I do?"" belongs to the category **\'card_arrival\'**. This intent is related to inquiries about the status or delay in receiving a physical card after it has been ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=57, prompt_tokens=613, total_tokens=670, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"My card has not arrived yet, where is it?","The sentence ""My card has not arrived yet, where is it?"" belongs to the category **'card_arrival'**. This intent is related to inquiries about the status or location of a card that has not yet been received by the user.",11,"ModelResponse(id='909f90bc1aa4062b', created=1738220226, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card has not arrived yet, where is it?"" belongs to the category **\'card_arrival\'**. This intent is related to inquiries about the status or location of a card that has not yet been received by the user.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=50, prompt_tokens=604, total_tokens=654, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
What is the tracking number for my card that was mailed?,"The sentence **""What is the tracking number for my card that was mailed?""** belongs to the category **'card_arrival'**. This is because the user is inquiring about the tracking information for a card that has been mailed, which directly relates to the arrival or delivery status of the card.",11,"ModelResponse(id='909f90bc1c8ce602', created=1738220229, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence **""What is the tracking number for my card that was mailed?""** belongs to the category **\'card_arrival\'**. This is because the user is inquiring about the tracking information for a card that has been mailed, which directly relates to the arrival or delivery status of the card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=62, prompt_tokens=605, total_tokens=667, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
I think something went wrong with my card delivery as I haven't received it yet.,"The sentence ""I think something went wrong with my card delivery as I haven't received it yet."" belongs to the category **'card_arrival'**. This intent is related to issues or concerns regarding the delivery or receipt of a physical card.",11,"ModelResponse(id='909f90bc1f71c5c2', created=1738220225, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I think something went wrong with my card delivery as I haven\'t received it yet."" belongs to the category **\'card_arrival\'**. This intent is related to issues or concerns regarding the delivery or receipt of a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=50, prompt_tokens=610, total_tokens=660, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"I'm still waiting for delivery of my new card, why is it taking so long?","The sentence ""I'm still waiting for delivery of my new card, why is it taking so long?"" belongs to the category **'card_delivery_estimate'**. This intent involves inquiries or concerns about the expected delivery time or status of a card that has been ordered.",11,"ModelResponse(id='909f90bc19fa2021', created=1738220228, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting for delivery of my new card, why is it taking so long?"" belongs to the category **\'card_delivery_estimate\'**. This intent involves inquiries or concerns about the expected delivery time or status of a card that has been ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=57, prompt_tokens=611, total_tokens=668, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"I ordered a card a week ago, and it's still not here. What do I do?","The sentence ""I ordered a card a week ago, and it's still not here. What do I do?"" belongs to the category **'card_arrival'**. This category typically deals with inquiries or issues related to the delivery or arrival of a card that has been ordered.",11,"ModelResponse(id='909f90bc1fc282de', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card a week ago, and it\'s still not here. What do I do?"" belongs to the category **\'card_arrival\'**. This category typically deals with inquiries or issues related to the delivery or arrival of a card that has been ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=57, prompt_tokens=613, total_tokens=670, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
i want to track the card you sent,"The sentence **""I want to track the card you sent""** belongs to the category **'card_arrival'**. This intent is related to tracking the delivery status of a card that has been sent to the user.",11,"ModelResponse(id='909f90bc4c53397f', created=1738220226, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence **""I want to track the card you sent""** belongs to the category **\'card_arrival\'**. This intent is related to tracking the delivery status of a card that has been sent to the user.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=46, prompt_tokens=601, total_tokens=647, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
My card hasn't arrived yet.,"The sentence ""My card hasn't arrived yet."" belongs to the category **'card_arrival'**. This intent is related to inquiries or concerns about the delivery status of a card that has not yet been received by the user.",11,"ModelResponse(id='909f90bc3b76c57b', created=1738220225, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""My card hasn\'t arrived yet."" belongs to the category **\'card_arrival\'**. This intent is related to inquiries or concerns about the delivery status of a card that has not yet been received by the user.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=47, prompt_tokens=600, total_tokens=647, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
I was expecting my new card and am wondering why I haven't received it yet?,"The sentence ""I was expecting my new card and am wondering why I haven't received it yet?"" belongs to the category **'card_arrival'**. This intent is related to inquiries about the status or delay in receiving a new card.",11,"ModelResponse(id='909f90bc3de65b41', created=1738220226, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I was expecting my new card and am wondering why I haven\'t received it yet?"" belongs to the category **\'card_arrival\'**. This intent is related to inquiries about the status or delay in receiving a new card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=49, prompt_tokens=610, total_tokens=659, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
How do I know when my card will arrive?,"The sentence **""How do I know when my card will arrive?""** belongs to the category **'card_arrival'**. This intent is related to inquiries about the expected delivery or arrival time of a physical card.",11,"ModelResponse(id='909f90bc389a05c4', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence **""How do I know when my card will arrive?""** belongs to the category **\'card_arrival\'**. This intent is related to inquiries about the expected delivery or arrival time of a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=45, prompt_tokens=603, total_tokens=648, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
I'm still waiting on my card to be delivered.,"The sentence ""I'm still waiting on my card to be delivered."" belongs to the category **'card_arrival'**. This intent reflects a user's concern or inquiry about the status of their card delivery.",11,"ModelResponse(id='909f90bc3e9de603', created=1738220226, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m still waiting on my card to be delivered."" belongs to the category **\'card_arrival\'**. This intent reflects a user\'s concern or inquiry about the status of their card delivery.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=43, prompt_tokens=604, total_tokens=647, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Does the card you sent have a way to track to it?,"The sentence **""Does the card you sent have a way to track to it?""** belongs to the category **'card_delivery_estimate'**. This is because the user is inquiring about the tracking or delivery status of a card that has been sent to them, which falls under the intent of estimating or tracking card delivery.",11,"ModelResponse(id='909f90bc3edc81a9', created=1738220228, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence **""Does the card you sent have a way to track to it?""** belongs to the category **\'card_delivery_estimate\'**. This is because the user is inquiring about the tracking or delivery status of a card that has been sent to them, which falls under the intent of estimating or tracking card delivery.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=69, prompt_tokens=606, total_tokens=675, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
I ordered a card and I still haven't received it. It's been two weeks. What can I do?,"The sentence ""I ordered a card and I still haven't received it. It's been two weeks. What can I do?"" belongs to the category **'card_arrival'**. This intent involves inquiries or concerns about the delivery or receipt of a card that has been ordered.",11,"ModelResponse(id='909f90bc590e3b1d', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I ordered a card and I still haven\'t received it. It\'s been two weeks. What can I do?"" belongs to the category **\'card_arrival\'**. This intent involves inquiries or concerns about the delivery or receipt of a card that has been ordered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=57, prompt_tokens=616, total_tokens=673, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
"I'm starting to think my card is lost because it still hasn't arrived, can you help?","The sentence ""I'm starting to think my card is lost because it still hasn't arrived, can you help?"" belongs to the category **'card_arrival'**. This intent is related to concerns or inquiries about the delivery or arrival of a card.",11,"ModelResponse(id='909f90bc5da9827e', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""I\'m starting to think my card is lost because it still hasn\'t arrived, can you help?"" belongs to the category **\'card_arrival\'**. This intent is related to concerns or inquiries about the delivery or arrival of a card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=52, prompt_tokens=613, total_tokens=665, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
Is there tracking info available?,"The sentence ""Is there tracking info available?"" most likely belongs to the category **'card_delivery_estimate'**. This is because the question is asking about tracking information, which is typically associated with the delivery status of a physical card.",11,"ModelResponse(id='909f90bc5bd1d6e4', created=1738220227, model='together_ai/deepseek-ai/DeepSeek-V3', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='The sentence ""Is there tracking info available?"" most likely belongs to the category **\'card_delivery_estimate\'**. This is because the question is asking about tracking information, which is typically associated with the delivery status of a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=50, prompt_tokens=599, total_tokens=649, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])"
