sentences,llm_responses,actual_labels,complete_responses
"moreover, in december 2019, the company announced a special dividend of $1.95 per share.","OUTOFCLAIM. The sentence provides factual information about a past event, specifically the announcement of a special dividend by the company in December 2019.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-2e47c71b-e407-85c1-9ddc-ed7af1fa87bd', created=1739135606, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about a past event, specifically the announcement of a special dividend by the company in December 2019.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=33, prompt_tokens=142, total_tokens=175, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
the company also received $23.7 million as cash distribution from its investment in albertsons llc.,"OUTOFCLAIM. The sentence provides factual information about a past event, specifically the receipt of a cash distribution from an investment.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-7c2b389d-87fa-aadf-6eec-46ac9ddc7c5e', created=1739135606, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about a past event, specifically the receipt of a cash distribution from an investment.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=26, prompt_tokens=140, total_tokens=166, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
organic revenue grew 9.2%.,OUTOFCLAIM. The sentence provides factual information about past or present revenue growth without making any claims.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-daeb46e4-2631-47be-1061-86b5c685eea0', created=1739135607, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about past or present revenue growth without making any claims.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=21, prompt_tokens=125, total_tokens=146, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"also, quality of rayonier’s pacific northwest portfolio gets uplift as proportion of douglas-fir merchantable inventory will increase from 60% to 68%.","OUTOFCLAIM. The sentence provides factual information about the quality and composition of Rayonier's Pacific Northwest portfolio, without making any claims or assertions beyond the stated data.",INCLAIM,"ModelResponse(id='chatcmpl-31007b6f-e088-aa2c-c312-b714dca83827', created=1739135608, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the quality and composition of Rayonier's Pacific Northwest portfolio, without making any claims or assertions beyond the stated data."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=36, prompt_tokens=155, total_tokens=191, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
the segment’s operating income was $1.4 million against a loss of $2.4 million in the year-ago quarter.,OUTOFCLAIM. The sentence provides factual information about the segment's operating income and loss in specific quarters without making any claims.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-b3e9a0ee-d2d0-74aa-a441-496ab82a982f', created=1739135609, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the segment's operating income and loss in specific quarters without making any claims."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=27, prompt_tokens=144, total_tokens=171, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
premiums and fees at individual life are projected to increase in the band of 4-8%.,"OUTOFCLAIM. The sentence provides a factual projection of premiums and fees at individual life, indicating an expected increase within a specified range.",INCLAIM,"ModelResponse(id='chatcmpl-e2ca13ed-ba61-fdea-77ad-0fd1dafd66da', created=1739135609, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides a factual projection of premiums and fees at individual life, indicating an expected increase within a specified range.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=28, prompt_tokens=138, total_tokens=166, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"as a result of such aforementioned headwinds, the company's share only rose 8.3% in last twelve months compared to the industry's growth of 17.7%.",OUTOFCLAIM. The sentence provides factual information about the company's share growth and the industry's growth without making any claims beyond these facts.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-649cec7a-65c6-237f-a60b-0d335bc5f7dd', created=1739135610, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the company's share growth and the industry's growth without making any claims beyond these facts."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=31, prompt_tokens=156, total_tokens=187, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"following the acquisition, the new reporting segments are: life sciences solutions segment: this is the new segment (25.8% of total revenues in the first quarter 2019) added by the company post the acquisition of life technologies.","OUTOFCLAIM. The sentence provides factual information about the new reporting segments and their revenue contribution, without making any claims.",INCLAIM,"ModelResponse(id='chatcmpl-5e73d95c-9f1b-724f-e757-d2d0227e6cbf', created=1739135611, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the new reporting segments and their revenue contribution, without making any claims.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=25, prompt_tokens=166, total_tokens=191, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"strength in international business: at walmart’s international segment, net sales inched up 2.7% to $34 billion, with three (mexico, canada and u.k.) out of four largest markets registering positive comps.",OUTOFCLAIM. The sentence provides factual information about Walmart's international segment's net sales and the performance of specific markets without making any claims.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-58f364b8-7d6e-8929-6a0d-94d14612f1a7', created=1739135612, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about Walmart's international segment's net sales and the performance of specific markets without making any claims."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=31, prompt_tokens=168, total_tokens=199, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"at the end of the quarter, the company had $1.2 billion remaining under its share repurchase authorization.",OUTOFCLAIM. The sentence provides factual information about the remaining amount under the company's share repurchase authorization at the end of the quarter.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-ea5785d2-07f9-d087-fae4-ee1f3308a82f', created=1739135613, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the remaining amount under the company's share repurchase authorization at the end of the quarter."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=30, prompt_tokens=139, total_tokens=169, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"however, average direct costs per operating day came in at $12,940, down from $13,770 in the year-ago quarter.","OUTOFCLAIM. The sentence provides factual information about the average direct costs per operating day, comparing the current quarter to the year-ago quarter, without making any claims.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-855674f2-0a47-6c31-74a7-2ac44c67261b', created=1739135615, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the average direct costs per operating day, comparing the current quarter to the year-ago quarter, without making any claims.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=35, prompt_tokens=151, total_tokens=186, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
the company believes that its domestic business will suffer (more in the second half) from the application of 25% tariff bracket on various products.,"**INCLAIM**. The sentence expresses a belief about the future impact of the tariff on the company's domestic business, which constitutes a claim rather than just factual information.",INCLAIM,"ModelResponse(id='chatcmpl-25b65d4f-a454-d0ee-f7ad-6402e401ac94', created=1739135616, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""**INCLAIM**. The sentence expresses a belief about the future impact of the tariff on the company's domestic business, which constitutes a claim rather than just factual information."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=36, prompt_tokens=146, total_tokens=182, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"on google sites, cpcs were down 16% from the year-ago quarter, while network cpc declined 4%.","OUTOFCLAIM. The sentence provides factual information about the decline in CPCCP and network CPC on Google Sites, without making any claims or assertions beyond the stated data.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-8936e86a-540d-3412-381b-454fc78eb1ca', created=1739135617, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the decline in CPCCP and network CPC on Google Sites, without making any claims or assertions beyond the stated data.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=35, prompt_tokens=144, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"also, earnings and revenues improved 4.6% and 16.6% year over year, respectively, given broad-based shipment growth, price improvements and operating efficiencies in aggregates business.","OUTOFCLAIM. The sentence provides factual information about past and present improvements in earnings and revenues, without making any claims about future performance or outcomes.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-669b11b6-2108-8724-a0e8-190b7603944f', created=1739135618, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about past and present improvements in earnings and revenues, without making any claims about future performance or outcomes.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=30, prompt_tokens=156, total_tokens=186, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"also, it has been working to cross the $50 billion assets threshold through an internal project.","OUTOFCLAIM. The sentence provides factual information about an internal project aimed at crossing the $50 billion assets threshold, without making any claims.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-18999d42-7c54-6a00-66e2-12d43c973ed2', created=1739135619, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about an internal project aimed at crossing the $50 billion assets threshold, without making any claims.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=30, prompt_tokens=136, total_tokens=166, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
adjusted gross profit in the quarter declined 1% year over year to $121.7 million while adjusted gross margin decreased 750 basis points (bps) to 46.8%.,"OUTOFCLAIM. The sentence provides factual information about the adjusted gross profit and margin for the quarter, without making any claims beyond these facts.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-be91a569-2e7a-aa82-adc5-ae22f8fe1b90', created=1739135620, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the adjusted gross profit and margin for the quarter, without making any claims beyond these facts.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=29, prompt_tokens=159, total_tokens=188, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"notably, average price realization for crude oil and condensates fell 67% year over year to $20.40 per barrel.","OUTOFCLAIM. The sentence provides factual information about the average price realization for crude oil and condensates, without making any claims or assertions beyond the stated data.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-0d1d4212-5753-5ae7-9a45-cf5fe47cf188', created=1739135621, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the average price realization for crude oil and condensates, without making any claims or assertions beyond the stated data.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=33, prompt_tokens=146, total_tokens=179, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"the company’s imaging solutions (14.7% of total revenue in fiscal 2017) segment, which accounted for approximately 14.2% of total revenue in fiscal 2016, focuses on color films, digital cameras, photofinishing equipment and color paper, chemicals and services for photofinishing.","OUTOFCLAIM. The sentence provides factual information about the company's imaging solutions segment, including its revenue contribution and the products it focuses on, without making any claims.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-729e1453-0abe-c5b4-6eb0-e87ee55155b4', created=1739135621, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the company's imaging solutions segment, including its revenue contribution and the products it focuses on, without making any claims."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=35, prompt_tokens=188, total_tokens=223, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"details of the twin transactionsas noted, the viking seatech business generated roughly $20 million revenues in the trailing 12 months.",OUTOFCLAIM. The sentence provides factual information about the revenue generated by the Viking Seatech business over the past 12 months.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-80bd77f7-b45e-3edc-bdae-2ed9382194bf', created=1739135622, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the revenue generated by the Viking Seatech business over the past 12 months.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=29, prompt_tokens=146, total_tokens=175, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"moreover, apple tv+ will be launched on nov 1 and will be priced at$4.99 per month with a one-week free trial.","OUTOFCLAIM. The sentence provides factual information about the launch date, pricing, and trial period of Apple TV+ without making any claims.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-8a798093-1a81-d782-a440-cf391a0521ff', created=1739135623, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='OUTOFCLAIM. The sentence provides factual information about the launch date, pricing, and trial period of Apple TV+ without making any claims.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=29, prompt_tokens=149, total_tokens=178, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"notably, the company is investing c$1.14 billion (us $920 million) to raise browsing speeds to 1 gbit/s or higher by 2016.","INCLAIM. The sentence contains a claim about the company's future investment and its intended outcome of raising browsing speeds, rather than just stating factual past or present information.",INCLAIM,"ModelResponse(id='chatcmpl-8c6b75e7-e1c5-4188-d844-4431b09e55f2', created=1739135624, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""INCLAIM. The sentence contains a claim about the company's future investment and its intended outcome of raising browsing speeds, rather than just stating factual past or present information."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=35, prompt_tokens=158, total_tokens=193, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
this company stock anticipates to report revenues in the range of $265-$275 million and earnings within 10-15 cents in second-quarter fiscal 2018.,"INCLAIM. The sentence contains a prediction about future revenues and earnings, which constitutes a claim rather than just factual information.",INCLAIM,"ModelResponse(id='chatcmpl-13b3d269-4b03-384e-f2a1-a6ac8129719a', created=1739135625, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='INCLAIM. The sentence contains a prediction about future revenues and earnings, which constitutes a claim rather than just factual information.', role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=25, prompt_tokens=158, total_tokens=183, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"thecompany had already made a successful spin off of majority of its snf business in 2015 and following the expected sale of these 36snfs, the company would be able to lower its skilled nursing rent to 1% of its total business.",OUTOFCLAIM. The sentence provides factual information about the company's past actions and expected future outcomes without making any new claims.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-10ecc9d6-c351-a294-4694-0701e51f8d44', created=1739135627, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the company's past actions and expected future outcomes without making any new claims."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=27, prompt_tokens=171, total_tokens=198, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"notably, the latter helped wholesale unit sales to soar 52% in the quarter, forming roughly 73% of supervalu’s net revenues.",OUTOFCLAIM. The sentence provides factual information about the increase in wholesale unit sales and its contribution to Supervalu's net revenues without making any claims.,OUTOFCLAIM,"ModelResponse(id='chatcmpl-ae39ce23-8673-f0b5-0dab-301d0a347ded', created=1739135627, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""OUTOFCLAIM. The sentence provides factual information about the increase in wholesale unit sales and its contribution to Supervalu's net revenues without making any claims."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=33, prompt_tokens=150, total_tokens=183, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
"we believe given the turmoil that is currently prevailing in the economies of russia, greece, brazil and china, phibro has performed quite well of late and bears the potential to continue the healthy performance, going ahead prospering vaccine business: in the recently reported first quarter 2017 result, sales from vaccines increased 30%, principally on volume growth for the company’s products for the poultry and swine industries.","INCLAIM. The sentence contains a claim about Phibro's potential to continue performing well in the future, which goes beyond just stating factual past or present information.",OUTOFCLAIM,"ModelResponse(id='chatcmpl-8c6b5521-12e2-0de7-df69-c21cbb19f555', created=1739135628, model='ai21_chat/jamba-1.5-large', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""INCLAIM. The sentence contains a claim about Phibro's potential to continue performing well in the future, which goes beyond just stating factual past or present information."", role='assistant', tool_calls=None, function_call=None, provider_specific_fields={'refusal': None}, refusal=None))], usage=Usage(completion_tokens=35, prompt_tokens=207, total_tokens=242, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None)"
