X_profile,y,llm_responses,complete_responses
"This customer is a 44-year-old male with a high school education and a yearly income of $77,005. He is applying for a car loan with a credit score of 597. The loan length and number of signers are not specified. He is a citizen of the country.",0,"HIGH RISK
A credit score of 597 is considered poor, indicating a history of difficulty repaying debts. While the income is decent, the poor credit score significantly increases the likelihood of default, making him a high-risk borrower.
","ModelResponse(id='chatcmpl-e9e2bc03-55e6-45c4-9bbc-a3230506c349', created=1739179916, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='HIGH RISK\nA credit score of 597 is considered poor, indicating a history of difficulty repaying debts. While the income is decent, the poor credit score significantly increases the likelihood of default, making him a high-risk borrower.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=50, prompt_tokens=233, total_tokens=283, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"This customer is a 44-year-old male who has a high school education and is a citizen. He is seeking a home loan with a loan length of 2 years and will have 2 signers. His income is $51,949 and his credit score is 531.",0,"HIGH RISK
A credit score of 531 is considered poor, indicating a history of difficulty repaying debts. While the income is reasonable and the loan length is relatively short, the poor credit score significantly increases the likelihood of default. The presence of two signers mitigates the risk somewhat, but not enough to offset the poor credit history.
","ModelResponse(id='chatcmpl-3ef98aa1-cb60-4fcc-8fff-8c27d9823b06', created=1739179917, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='HIGH RISK\nA credit score of 531 is considered poor, indicating a history of difficulty repaying debts. While the income is reasonable and the loan length is relatively short, the poor credit score significantly increases the likelihood of default. The presence of two signers mitigates the risk somewhat, but not enough to offset the poor credit history.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=71, prompt_tokens=231, total_tokens=302, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"This customer is a 31-year-old male who has completed high school education. He is a citizen and has an annual income of $65,811. His credit score is 541, and he is applying for a home loan with a length of 6 years. There are two signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 37-year-old male who has completed high school education. He is a citizen and has a credit score of 643. His annual income is $93,548. He is applying for a car loan and has two signers. The loan length is not specified.",0,"LOW RISK
The individual has a decent income, a fair credit score, and two co-signers, which reduces the risk of default.
","ModelResponse(id='chatcmpl-538c9bd5-98d8-4c43-ae37-a758ff1ae7e9', created=1739179918, model='gemini-2.0-flash-exp', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='LOW RISK\nThe individual has a decent income, a fair credit score, and two co-signers, which reduces the risk of default.\n', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=30, prompt_tokens=232, total_tokens=262, completion_tokens_details=None, prompt_tokens_details=None), vertex_ai_grounding_metadata=[], vertex_ai_safety_results=[], vertex_ai_citation_metadata=[])"
"This customer is a 38-year-old male with a college education and a yearly income of $98,914. He has a credit score of 710 and is applying for a car loan with a length of 2 years. There will be 2 signers on the loan and he is a citizen.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 62-year-old female who has graduated from graduate school. She is a citizen and has an annual income of $107,305. Her credit score is 607 and she is looking for a car loan with a length of 1 year. She will have 2 signers on the loan.",1,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 38-year-old male who has completed high school education. He is a citizen and has an annual income of $95,421. His credit score is 516, and he is looking for a home loan with a length of 3 years. He will have 2 signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 36-year-old female who has completed high school education. She is a citizen and has an annual income of $90,778. Her credit score is 640, and she is looking for a car loan. She will be the only signer on the loan, and the loan length is currently unknown.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 45-year-old male with a college education and a yearly income of $126,260. He has a credit score of 638 and is applying for a car loan with a length of 1 year. There will be 2 signers on the loan and he is a citizen.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 43-year-old male who has completed high school education. He is a citizen and has an annual income of $72,346. However, his credit score is 589, which is considered poor. He is applying for a home loan with a loan length of 3 years and will have 2 signers.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 42-year-old male who has completed high school education. He is a citizen and has an annual income of $82,115. His credit score is 578, and he is looking for a home loan with a length of 7 years. He will have two signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 34-year-old male who has completed high school education. He is a citizen and has an income of $88,094. His credit score is 618, and he is looking for a car loan. He plans to have two signers on the loan, but the loan length is currently unknown.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 45-year-old male with a high school education and a yearly income of $83,352. He is applying for a car loan with a loan length of 1 year and will have 2 signers. His credit score is 551 and he is a citizen.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 43-year-old male who has graduated from graduate school. He is a citizen and has an annual income of $97,351. His credit score is 572 and he is looking for a car loan with a length of 3 years. He will have 2 signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 35-year-old female with a high school education and a credit score of 625. She is a citizen and has an income of $95,957. She is applying for a car loan with a loan length of 0 and will have 2 signers.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 34-year-old male who has completed high school education. He is a citizen and has an annual income of $77,093. His credit score is 617, and he is looking for a car loan. He plans to have two signers on the loan, but the loan length is currently unknown.",1,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 40-year-old male who has graduated from graduate school. He is a citizen and has an income of $74,766. His credit score is 621 and he is looking for a car loan with a length of 3 years. He will have 2 signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 45-year-old male with a high school education and a yearly income of $93,972. He has a credit score of 616 and is applying for a car loan with a length of 2 years. There will be 2 signers on the loan and he is a citizen.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 32-year-old female who has completed college education and is a citizen. She is seeking a home loan with a loan length of 7 years and has 2 signers. Her income is $95,647 and her credit score is 559.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 47-year-old female who has completed high school education. She is a citizen and has a credit score of 621. Her income is $95,159 and she is applying for a car loan. The loan length and number of signers are not specified.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 46-year-old female with a college education and a credit score of 696. She is a US citizen with an annual income of $129,168. She is applying for a car loan with a length of 3 years and will have 2 signers.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 45-year-old female who has a high school education and is a citizen. She is seeking a home loan with a loan length of 6 years and will have 2 signers. Her income is $91,823 and her credit score is 595.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 42-year-old female with a college education and a yearly income of $98,314. She has a credit score of 658 and is applying for a car loan with a length of 1 year. There will be 2 signers on the loan and she is a citizen.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 37-year-old male who has completed high school education. He is a citizen and has an annual income of $86,301. However, his credit score is low at 508, which may affect his ability to secure a car loan. He has two signers and has not specified the length of the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 31-year-old male who has completed high school education. He is a citizen and has an income of $78,575. However, his credit score is low at 489. He is looking for a home loan with a length of 4 years and will have 2 signers.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 39-year-old male who has completed high school education. He is a citizen and has an annual income of $56,204. His credit score is 607, and he is applying for a home loan with a length of 12 months. There are two signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 38-year-old male who has completed college education and is a citizen. He is seeking a home loan with a loan length of 7 years and has a credit score of 562. His income is $74,354 and he will have 2 signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 36-year-old male who has completed high school education. He is a citizen and has a credit score of 641. His income is $95,251 and he is applying for a car loan. The loan will have two signers and the length of the loan is not specified.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 41-year-old male with a high school education and a yearly income of $69,769. He is applying for a car loan with a loan length of 1 year and will have 2 signers. His credit score is 538 and he is a citizen.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 42-year-old female who has completed college education and is a citizen. She has an income of $108,051 and a credit score of 617. She is applying for a home loan with a loan length of 9 years and has 2 signers.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 42-year-old female with a college education and a yearly income of $97,484. She is applying for a car loan with a loan length of 1 year and will have 2 signers. Her credit score is 578 and she is a citizen.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 44-year-old male with a high school education and a yearly income of $57,882. He is applying for a car loan with a credit score of 522 and plans to have two signers on the loan. He is a US citizen and has not yet determined the length of the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"The customer is a 46-year-old male who has completed high school education. He is a citizen and has an annual income of $109,811. His credit score is 586, and he is applying for a home loan with a length of 9 years. There are two signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 43-year-old female who has completed college education and is a citizen of the country. She has an annual income of $84,280 and a credit score of 612. She is looking for a home loan with a length of 10 years and will have two signers.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 48-year-old male who has completed high school education. He is a citizen and has a credit score of 672. His annual income is $85,902 and he is looking for a home loan with a length of 5 years. He will be the only signer on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 45-year-old female with a high school education and a yearly income of $89,893. She is applying for a car loan with a loan length of 1 year and will have 2 signers. Her credit score is 595 and she is a citizen.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 43-year-old male who has a high school education and is a citizen. He is seeking a home loan with a loan length of 8 years and will have 2 signers. His income is $119,009 and his credit score is 587.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 30-year-old male who has completed high school education and is a citizen. He is seeking a home loan with a loan length of 5 years and will have 2 signers. His income is $66,511 and his credit score is 514.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"The customer is a 44-year-old male with a college education and a credit score of 729. He is a US citizen with an annual income of $111,088. He is applying for a car loan with a length of 3 years and will have 2 signers.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 35-year-old male who has completed high school education. He is a citizen and has an annual income of $64,874. His credit score is 537, which may indicate some credit challenges. He is applying for a home loan with a loan length of 8 years and will have two signers on the loan.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 53-year-old female who has completed college education and is a citizen of the country. She has a credit score of 709 and an annual income of $101,185. She is looking for a car loan with a length of 3 years and will be the only signer on the loan.",1,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 43-year-old male with a college education and a yearly income of $91,217. He has a credit score of 705 and is applying for a car loan. The loan length and number of signers are not specified. He is a citizen of the country.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 41-year-old male with a college education and a credit score of 665. He is a US citizen with an annual income of $101,409. He is applying for a car loan with a length of 2 years and will have 2 signers.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
"This customer is a 30-year-old male with a high school education and a yearly income of $43,232. He is applying for a car loan with a credit score of 538. The loan length and number of signers are not specified. He is a citizen of the country.",0,,"litellm.RateLimitError: litellm.RateLimitError: VertexAIException - {
  ""error"": {
    ""code"": 429,
    ""message"": ""Resource has been exhausted (e.g. check quota)."",
    ""status"": ""RESOURCE_EXHAUSTED""
  }
}
"
