documents,llm_responses,actual_labels,complete_responses,extracted_labels
How do I track my card?,"After analyzing the sentence ""How do I track my card?"", I can confidently categorize it under the intent ""card_arrival"". This intent is related to queries about the status or tracking of a physical card, which aligns with the sentence's context.",11,"ModelResponse(id='8f007d364e9d434b-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='After analyzing the sentence ""How do I track my card?"", I can confidently categorize it under the intent ""card_arrival"". This intent is related to queries about the status or tracking of a physical card, which aligns with the sentence\'s context.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=52, prompt_tokens=521, total_tokens=573, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
How long does a card delivery take?,"A fine-grained single-domain intent detection task!

After analyzing the sentence ""How long does a card delivery take?"", I confidently categorize it as:

**card_delivery_estimate**

This intent is related to inquiring about the estimated time it takes for a card to be delivered.",11,"ModelResponse(id='8f007d366bfd4343-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""How long does a card delivery take?"", I confidently categorize it as:\n\n**card_delivery_estimate**\n\nThis intent is related to inquiring about the estimated time it takes for a card to be delivered.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=522, total_tokens=578, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
I still don't have my card after 2 weeks.  What should I do?,"A fine-grained single-domain intent detection task!

After carefully analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses concern about not receiving a card after a certain period, which aligns with the intent of inquiring about the arrival of a card.",11,"ModelResponse(id='8f007d364ab5728d-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter carefully analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses concern about not receiving a card after a certain period, which aligns with the intent of inquiring about the arrival of a card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=59, prompt_tokens=532, total_tokens=591, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
still waiting on my new card,"A fine-grained single-domain intent detection task!

After analyzing the sentence ""still waiting on my new card"", I confidently categorize it as:

**card_arrival**

This intent is related to the user inquiring about the status of their new card delivery, which aligns with the ""card_arrival"" category.",11,"ModelResponse(id='8f007d362c310f85-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""still waiting on my new card"", I confidently categorize it as:\n\n**card_arrival**\n\nThis intent is related to the user inquiring about the status of their new card delivery, which aligns with the ""card_arrival"" category.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=65, prompt_tokens=520, total_tokens=585, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I am still waiting for my card after 1 week.  Is this ok?,"A fine-grained single-domain intent detection task!

After analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses concern about the delay in receiving a card, which aligns with the intent of inquiring about the status of a card arrival.",11,"ModelResponse(id='8f007d36287c439a-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses concern about the delay in receiving a card, which aligns with the intent of inquiring about the status of a card arrival.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=57, prompt_tokens=531, total_tokens=588, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"I have been waiting longer than expected for my bank card, could you provide information on when it will arrive?","A fine-grained single-domain intent detection task!

After carefully analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses a concern about the expected delivery time of a bank card, which aligns perfectly with the intent of inquiring about the arrival of a card.",11,"ModelResponse(id='8f007d363a8c0f63-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter carefully analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses a concern about the expected delivery time of a bank card, which aligns perfectly with the intent of inquiring about the arrival of a card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=61, prompt_tokens=536, total_tokens=597, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I've been waiting longer than expected for my card.,"A fine-grained single-domain intent detection task!

After analyzing the sentence ""I've been waiting longer than expected for my card."", I confidently categorize it as:

**card_arrival**

This intent is related to issues or concerns about the delivery or arrival of a physical card. The sentence implies that the user is experiencing a delay in receiving their card, which aligns with the ""card_arrival"" intent.",11,"ModelResponse(id='8f007d3648ca428b-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""I\'ve been waiting longer than expected for my card."", I confidently categorize it as:\n\n**card_arrival**\n\nThis intent is related to issues or concerns about the delivery or arrival of a physical card. The sentence implies that the user is experiencing a delay in receiving their card, which aligns with the ""card_arrival"" intent.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=84, prompt_tokens=525, total_tokens=609, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Why hasn't my card been delivered?,"A fine-grained single-domain intent detection task!

After analyzing the sentence ""Why hasn't my card been delivered?"", I confidently categorize it as belonging to the intent category: **'card_arrival'**.

This intent category is related to issues or inquiries about the delivery of a physical card, which aligns perfectly with the sentence's meaning.",11,"ModelResponse(id='8f007d366aac0f63-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""Why hasn\'t my card been delivered?"", I confidently categorize it as belonging to the intent category: **\'card_arrival\'**.\n\nThis intent category is related to issues or inquiries about the delivery of a physical card, which aligns perfectly with the sentence\'s meaning.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=71, prompt_tokens=522, total_tokens=593, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Where is my new card? I have been waiting a week!,"A fine-grained single-domain intent detection task!

After analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses frustration and inquiry about the status of a new card, which aligns with the intent of ""card_arrival"" - a category related to issues or concerns about receiving a new card.",11,"ModelResponse(id='8f007d366f5641e0-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses frustration and inquiry about the status of a new card, which aligns with the intent of ""card_arrival"" - a category related to issues or concerns about receiving a new card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=68, prompt_tokens=527, total_tokens=595, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
My card still hasn't arrived after 2 weeks. Is it lost?,"A fine-grained single-domain intent detection task!

After analyzing the sentence, I confidently categorize it as: **'card_arrival'**.

The sentence expresses concern about the delivery of a physical card, which aligns with the intent of inquiring about the arrival of a card.",11,"ModelResponse(id='8f007d366dd242b7-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence, I confidently categorize it as: **'card_arrival'**.\n\nThe sentence expresses concern about the delivery of a physical card, which aligns with the intent of inquiring about the arrival of a card."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=59, prompt_tokens=529, total_tokens=588, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"I did not get my card yet, is it lost?","A fine-grained single-domain intent detection task!

After carefully analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses concern about not receiving a card, which aligns with the intent of inquiring about the status of a card delivery.",11,"ModelResponse(id='8f007d3679c58c7d-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter carefully analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses concern about not receiving a card, which aligns with the intent of inquiring about the status of a card delivery.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=56, prompt_tokens=526, total_tokens=582, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
Status of the card I ordered.,"A fine-grained single-domain intent detection task!

After analyzing the sentence ""Status of the card I ordered"", I confidently categorize it as:

**card_arrival**

This intent is related to inquiring about the status of a physical card that has been ordered, which aligns with the sentence's meaning.",11,"ModelResponse(id='8f007d3679704357-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""Status of the card I ordered"", I confidently categorize it as:\n\n**card_arrival**\n\nThis intent is related to inquiring about the status of a physical card that has been ordered, which aligns with the sentence\'s meaning.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=63, prompt_tokens=521, total_tokens=584, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
How long should my new card take to arrive?,"A fine-grained single-domain intent detection task!

After analyzing the sentence ""How long should my new card take to arrive?"", I confidently categorize it as:

**card_delivery_estimate**

This intent is related to inquiring about the estimated time for a new card to arrive, which aligns perfectly with the category ""card_delivery_estimate"".",11,"ModelResponse(id='8f007d367fae424a-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""How long should my new card take to arrive?"", I confidently categorize it as:\n\n**card_delivery_estimate**\n\nThis intent is related to inquiring about the estimated time for a new card to arrive, which aligns perfectly with the category ""card_delivery_estimate"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=68, prompt_tokens=524, total_tokens=592, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",12
I ordered my card 2 weeks ago and it still isn't here? What do I do?,"A fine-grained single-domain intent detection task!

After carefully analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses concern about the delay in receiving a physical card, which aligns with the intent of inquiring about the estimated delivery time or status of a card.",11,"ModelResponse(id='8f007d367ca380d9-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter carefully analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses concern about the delay in receiving a physical card, which aligns with the intent of inquiring about the estimated delivery time or status of a card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=62, prompt_tokens=534, total_tokens=596, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"My card has not arrived yet, where is it?","A fine-grained single-domain intent detection task!

After analyzing the sentence ""My card has not arrived yet, where is it?"", I confidently categorize it as:

**card_arrival**

This intent is related to the user inquiring about the status of their physical card delivery, which aligns with the category ""card_arrival"".",11,"ModelResponse(id='8f007d368ad943a3-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""My card has not arrived yet, where is it?"", I confidently categorize it as:\n\n**card_arrival**\n\nThis intent is related to the user inquiring about the status of their physical card delivery, which aligns with the category ""card_arrival"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=68, prompt_tokens=525, total_tokens=593, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
What is the tracking number for my card that was mailed?,"A fine-grained single-domain intent detection task!

After analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence is inquiring about the tracking number for a card that was mailed, which aligns with the intent of tracking the arrival of a physical card.",11,"ModelResponse(id='8f007d3679fe0cc4-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence is inquiring about the tracking number for a card that was mailed, which aligns with the intent of tracking the arrival of a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=59, prompt_tokens=526, total_tokens=585, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I think something went wrong with my card delivery as I haven't received it yet.,"A fine-grained single-domain intent detection task!

After analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses concern about not receiving a card, which aligns with the intent of inquiring about the status of a card delivery.",11,"ModelResponse(id='8f007d367f457c99-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses concern about not receiving a card, which aligns with the intent of inquiring about the status of a card delivery.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=55, prompt_tokens=531, total_tokens=586, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"I'm still waiting for delivery of my new card, why is it taking so long?","A fine-grained single-domain intent detection task!

After analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses a concern about the delay in receiving a new card, which aligns perfectly with the intent of ""card_arrival"".",11,"ModelResponse(id='8f007d3688f94258-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses a concern about the delay in receiving a new card, which aligns perfectly with the intent of ""card_arrival"".', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=55, prompt_tokens=532, total_tokens=587, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
"I ordered a card a week ago, and it's still not here. What do I do?","A fine-grained single-domain intent detection task!

After carefully analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses concern about the delay in receiving a physical card, which aligns with the intent of inquiring about the estimated delivery time or status of a card.",11,"ModelResponse(id='8f007d3689a21891-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter carefully analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses concern about the delay in receiving a physical card, which aligns with the intent of inquiring about the estimated delivery time or status of a card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=62, prompt_tokens=534, total_tokens=596, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
i want to track the card you sent,"A fine-grained single-domain intent detection task!

After analyzing the sentence ""i want to track the card you sent"", I confidently categorize it as:

**card_arrival**

The sentence implies that the user is inquiring about the status of a card that was sent to them, which aligns with the intent of tracking the arrival of a card.",11,"ModelResponse(id='8f007d369f8c7d11-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""i want to track the card you sent"", I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence implies that the user is inquiring about the status of a card that was sent to them, which aligns with the intent of tracking the arrival of a card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=72, prompt_tokens=522, total_tokens=594, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
My card hasn't arrived yet.,"A fine-grained single-domain intent detection task!

After analyzing the sentence ""My card hasn't arrived yet."", I confidently categorize it as:

**card_arrival**

This intent is related to issues or concerns about the delivery or arrival of a physical card.",11,"ModelResponse(id='8f007d369bcf42ab-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content='A fine-grained single-domain intent detection task!\n\nAfter analyzing the sentence ""My card hasn\'t arrived yet."", I confidently categorize it as:\n\n**card_arrival**\n\nThis intent is related to issues or concerns about the delivery or arrival of a physical card.', role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=53, prompt_tokens=521, total_tokens=574, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
I was expecting my new card and am wondering why I haven't received it yet?,"A fine-grained single-domain intent detection task!

After carefully analyzing the sentence, I confidently categorize it as:

**card_arrival**

The sentence expresses the user's concern about not receiving their new card, which aligns perfectly with the intent of inquiring about the arrival of a card.",11,"ModelResponse(id='8f007d369ad541c3-EWR', created=1733867830, model='together_ai/meta-llama/Llama-3-70b-chat-hf', object='chat.completion', system_fingerprint=None, choices=[Choices(finish_reason='stop', index=0, message=Message(content=""A fine-grained single-domain intent detection task!\n\nAfter carefully analyzing the sentence, I confidently categorize it as:\n\n**card_arrival**\n\nThe sentence expresses the user's concern about not receiving their new card, which aligns perfectly with the intent of inquiring about the arrival of a card."", role='assistant', tool_calls=None, function_call=None))], usage=Usage(completion_tokens=60, prompt_tokens=531, total_tokens=591, completion_tokens_details=None, prompt_tokens_details=None), service_tier=None, prompt=[])",11
