prompt,answer,book_name,chapter_number,chapter_name
"32. The process by which individuals or groups attempt to realize their goals by bargaining with another party who has at least some control over goal attainment is _________.

A: negotiation
B: diplomacy
C: bargaining
D: resolution
E: avoidance",A: negotiation,Organizational Behavior,14,
"33. The ______ is the final stage of any negotiation.

A: influence and persuasion
B: closing
C: departure
D: non-task time
E: information exchange",B: closing,Organizational Behavior,14,
"34. Which of the following is the third stage of the negotiation process?

A: Influence and persuasion
B: Non-task time
C: Information exchange
D: Closing
E: departure",A: Influence and persuasion,Organizational Behavior,14,
"35. Which of the following is the second stage of the negotiation process?

A: Influence and persuasion
B: Non-task time
C: Information exchange
D: Closing
E: departure",C: Information exchange,Organizational Behavior,14,
"36. _________ bargaining refers to a situation where the goals of one party are in fundamental and direct conflict with those of another party.

A: Distributive
B: Collateral
C: Integrative
D: Constructive
E: Informational",A: Distributive,Organizational Behavior,14,
"37. _________ bargaining is often described as the “win-win” approach.

A: Distributive
B: Collateral
C: Integrative
D: Constructive
E: Informational",C: Integrative,Organizational Behavior,14,
"1. Which of the following is NOT a typical use of performance appraisal in organizations?

A: Gaining competitive advantage
B: Feedback to employees
C: Self-development
D: Form the bases of organizational reward systems
E: Training and development",A: Gaining competitive advantage,Organizational Behavior,8,
"2. _____ is the extent to which an instrument actually measures what it intends to measure.

A: Reliability
B: Validity
C: Central tendency
D: Halo effect
E: Critical incident technique",B: Validity,Organizational Behavior,8,
"3. _____ is the extent to which the instrument consistently yields the same results each time it is used.

A: Reliability
B: Validity
C: Central tendency
D: Halo effect
E: Critical incident technique",A: Reliability,Organizational Behavior,8,
"4. In performance appraisal of his 14 employees, Jermaine fails to recognize either very good or very poor performers. Which of the following errors reflects Jermaine’s action?

A: Leniency
B: Strictness
C: Central tendency
D: Halo effect
E: Recency",C: Central tendency,Organizational Behavior,8,
"5. Susan has a reputation as “a wonderful supervisor” during performance evaluation as all her employees always gets a 5 out of 5 on all criteria. Which of the following errors reflects Susan’s action?

A: Leniency
B: Strictness
C: Central tendency
D: Halo effect
E: Recency",A: Leniency,Organizational Behavior,8,
"6. As a college professor, Marion has a reputation of being a tough professor and even a ridiculously tough grader.  Students generally say that no one in the history of her class has ever received an “A” and at least 40 percent of the class fails when they do not necessarily have to. Which of the following errors reflects Marion’s reputation?

A: Leniency
B: Strictness
C: Central tendency
D: Halo effect
E: Recency",B: Strictness,Organizational Behavior,8,
"7. When a supervisor cannot effectively differentiate between relatively discrete categories such as quality and quantity of performance, interpersonal competence, attendance, and promotion readiness and instead gives a global rating. Which of the following error is committed?

A: Leniency
B: Strictness
C: Central tendency
D: Halo effect
E: Recency",D: Halo effect,Organizational Behavior,8,
"8. In an annual evaluation, when a supervisor gives undue emphasis to performance during the past few weeks and ignore performance levels prior to this, which of the following error is committed?

A: Leniency
B: Strictness
C: Central tendency
D: Halo effect
E: Recency",E: Recency,Organizational Behavior,8,
"9. Which of the following techniques is the most popular method of evaluation used in organizations today?

A: Critical incidents
B: BARS
C: Graphic rating scales
D: BOS
E: Assessment centers",C: Graphic rating scales,Organizational Behavior,8,
"10. One of the most serious drawbacks of this technique is its openness to ______ errors.

A: halo effect and recency
B: similar to me, recency, and strictness
C: leniency, halo effect, and recency
D: central tendency, strictness, and leniency
E: All of these.","D: central tendency, strictness, and leniency",Organizational Behavior,8,
"11. With which of the following techniques do supervisors record episodes of each subordinate’s behavior that led to either unusual success or failure on some aspect of the job?

A: Critical incidents
B: BARS
C: Graphic rating scales
D: BOS
E: Assessment centers",A: Critical incidents,Organizational Behavior,8,
"12. The critical incidents method primarily provides which of these?

A: Quantitative information
B: Quarterly targets
C: Qualitative information
D: Performance goals
E: Assessment matrix",C: Qualitative information,Organizational Behavior,8,
"13. The ______ technique begins by selecting a job that can be described in observable behaviors.

A: Delphi
B: BOS
C: BARS
D: Hybrid
E: Assessment centers",C: BARS,Organizational Behavior,8,
"14. Which of the following performance evaluation technique is similar to BARS in that both focus on identifying observable behaviors as they relate to performance?

A: Critical incidents
B: BOS
C: Graphic rating scales
D: MBO
E: Assessment centers",B: BOS,Organizational Behavior,8,
"14. Which of the following performance evaluation technique is closely related to the goal-setting theory of motivation?

A: Critical incidents
B: BOS
C: Graphic rating scales
D: MBO
E: Assessment centers",D: MBO,Organizational Behavior,8,
"15. Under _____, individual employees work with their supervisor to establish goals and objectives for which they will be responsible during the coming year.

A: critical incidents
B: BOS
C: BARS
D: MBO
E: assessment centers",D: MBO,Organizational Behavior,8,
"16. ______ are unique among appraisal techniques in that they focus more on evaluating an employee’s long-range potential to an organization than on her performance over the past year.

A: Critical incidents
B: BARS
C: Graphic rating scales
D: MBOs
E: Assessment centers",E: Assessment centers,Organizational Behavior,8,
"17. Which of these techniques is used almost exclusively among managerial personnel?

A: Critical incidents
B: BARS
C: Graphic rating scales
D: MBOs
E: Assessment centers",E: Assessment centers,Organizational Behavior,8,
"18. Which of these techniques is the most efficient from the perspective of amount of time required?

A: Critical incidents
B: BARS
C: Graphic rating scales
D: MBOs
E: Assessment centers",C: Graphic rating scales,Organizational Behavior,8,
"19. Which of these techniques has the poorest record from the perspective of usefulness for employee counseling and usefulness for allocating rewards?

A: Critical incidents
B: BARS
C: Graphic rating scales
D: MBOs
E: Assessment centers",C: Graphic rating scales,Organizational Behavior,8,
"20. Which of these techniques is the strongest when it comes to identifying promotion potential?

A: Critical incidents
B: BARS
C: Graphic rating scales
D: MBOs
E: Assessment centers",E: Assessment centers,Organizational Behavior,8,
"21. Which of these is NOT an element of employee’s cognitive evaluation of feedback?

A: Accuracy of the feedback
B: Credibility of the source
C: Persistence on the task
D: Fairness of system
E: Employee expectations",C: Persistence on the task,Organizational Behavior,8,
"22. Which of these is a behavioral consequence of feedback for employees?

A: Accuracy of the feedback
B: Credibility of the source
C: Persistence on the task
D: Fairness of system
E: Employee expectations",C: Persistence on the task,Organizational Behavior,8,
"23. In organizations, reward systems influence which of the following?

A: Job effort and performance
B: Employee commitment to the organization
C: Job satisfaction
D: Occupational and organizational choice
E: All of these.",E: All of these.,Organizational Behavior,8,
"24. All of the following are Edward Lawler’s conclusions concerning the relationship between rewards and satisfaction EXCEPT:

A: satisfaction with a reward is a function of both how much is received and how much the individual feels should have been received
B: satisfaction is influenced by comparisons with what happens to others, especially one’s coworkers
C: people differ with respect to the rewards they value
D: some rewards are satisfying because they lead to other rewards
E: employees develop ties with organizations when they perceive that the organization is interested in their welfare and willing to protect their interests",E: employees develop ties with organizations when they perceive that the organization is interested in their welfare and willing to protect their interests,Organizational Behavior,8,
"25. Which of the following illustrate the influence of reward system on employee commitment to the organization?

A: satisfaction with a reward is a function of both how much is received and how much the individual feels should have been received
B: satisfaction is influenced by comparisons with what happens to others, especially one’s coworkers
C: people differ with respect to the rewards they value
D: some rewards are satisfying because they lead to other rewards
E: employees develop ties with organizations when they perceive that the organization is interested in their welfare and willing to protect their interests",E: employees develop ties with organizations when they perceive that the organization is interested in their welfare and willing to protect their interests,Organizational Behavior,8,
"26. Far-reaching consequences for both individual satisfaction and organizational effectiveness are tied to _______ systems within organizations.

A: cultural
B: reward
C: moral
D: personnel
E: information",B: reward,Organizational Behavior,8,
"27. The organization invests status and _____ in the exchange process between employee and organization.

A: recognition
B: creativity
C: productivity
D: knowledge
E: Skills",A: recognition,Organizational Behavior,8,
"28. In the exchange process, which of the following invests status and recognition?

A: Employee
B: Organization
C: Supervisor
D: Subordinate
E: Customers",B: Organization,Organizational Behavior,8,
"29. In the exchange process between employee and organization, which of the following is NOT invested by the employee?

A: Effort
B: Creativity
C: Time
D: Benefits
E: Skills",D: Benefits,Organizational Behavior,8,
"29. In the exchange process between employee and organization, which of the following is invested by the organization?

A: Effort
B: Creativity
C: Time
D: Social opportunities
E: Skills",D: Social opportunities,Organizational Behavior,8,
"30. When employees receive (at least a portion of) their rewards as a function of their level of contribution to the organization, it refers to which of these?

A: Distributive justice
B: Pay for performance
C: Gain sharing
D: Intrinsic reward
E: Extrinsic reward",A: Distributive justice,Organizational Behavior,8,
"31. External to the work itself are ______ rewards.

A: intrinsic
B: substitute
C: extrinsic
D: satisfaction
E: distributive",C: extrinsic,Organizational Behavior,8,
"32. The desire to do a task because you enjoy it refers to _______ motivation.

A: intrinsic
B: extrinsic
C: situational
D: reward
E: distributed",A: intrinsic,Organizational Behavior,8,
"33. Which of the following is not an example of an intrinsic reward?

A: Autonomy
B: Personal growth
C: Task accomplishment
D: Fringe benefits
E: Personal development",D: Fringe benefits,Organizational Behavior,8,
"34. Particularly prevalent with managerial personnel, ______ about pay rates seems to be a widely accepted practice in work organizations.

A: secrecy
B: openness
C: uncertainty
D: recognition
E: barter system",A: secrecy,Organizational Behavior,8,
"35. A ________-sharing plan is another name for a profit-sharing plan.

A: gain
B: substitution
C: compensation
D: value
E: rewards",A: gain,Organizational Behavior,8,
"36. Increased satisfaction with pay and benefits is one advantage to which of the following pay practices?

A: Skills-based incentives
B: Gain sharing
C: Flexible benefits
D: Lump-sum increase
E: None of these.",C: Flexible benefits,Organizational Behavior,8,
"37. Tied to job ______ are typical compensation programs.

A: increases
B: performance
C: evaluations
D: satisfaction
E: enrichment programs",C: evaluations,Organizational Behavior,8,
"38. A(n) _______ benefits program can also be referred to as a flexible benefits programs.

A: value
B: intangible
C: cafeteria
D: satisfaction
E: qualitative",C: cafeteria,Organizational Behavior,8,
"1. The person who takes the risk of starting and managing a business to make a profit is called a(n):

A: entrepreneur
B: venture capitalist
C: capitalistic adventurer
D: franchiser
E: ultra capitalist",A: entrepreneur,Organizational Behavior,19,
"4. An entrepreneur is a person who _____ a business.

A: finances
B: manages
C: locates
D: owns and operates
E: works for",A: finances,Organizational Behavior,19,
"5. The difference between the small business owner and the entrepreneur is that the entrepreneur:

A: manages the business
B: files taxes for the business
C: assumes the risk of the business
D: is responsible for the profits of the business
E: is accurately described by all of the above",C: assumes the risk of the business,Organizational Behavior,19,
"6. The difference between small business owners and entrepreneurs is that small business owners:

A: are innovators
B: started the business to pursue their idea for a new product or service
C: are risk takers
D: accept the status quo and take a short-term view of the future
E: are accurately described by all of the above",D: accept the status quo and take a short-term view of the future,Organizational Behavior,19,
"11. Many classic entrepreneurs are _____ who start small and plan to keep their business small.

A: interpreneurs
B: multipreneurs
C: intrapreneurs
D: growth entrepreneurs
E: micropreneurs",B: multipreneurs,Organizational Behavior,19,
"13. _____ are entrepreneurs who start a series of companies.

A: Multipreneurs
B: Intrapreneurs
C: Multi-venturists
D: Multi-faceted venturists
E: Growth capitalists",D: Multi-faceted venturists,Organizational Behavior,19,
"15. _____ are entrepreneurs who apply their creativity, vision, and risk taking within a large corporation rather than starting a company of their own.  They enjoy a high degree of autonomy while receiving a regular salary and financial backing from their employer.

A: Multipreneurs
B: Insourced entrepreneurs
C: Intrapreneurs
D: Corporate entrepreneurs
E: Classic entrepreneurs",B: Insourced entrepreneurs,Organizational Behavior,19,
"18. Intrapreneurs:

A: have a high degree of autonomy in spite of the fact they work for a large corporation
B: have the characteristics of creativity, vision, and risk taking.
C: receive regular salaries and employee benefits
D: run mini-companies within large corporations
E: are accurately described by all of the above",C: receive regular salaries and employee benefits,Organizational Behavior,19,
"19. All of the following are characteristics of an entrepreneurial personality EXCEPT:

A: the willingness to take risks
B: creativity
C: problem solving skills
D: a high energy level
E: the willingness to be a follower rather than a leader",E: the willingness to be a follower rather than a leader,Organizational Behavior,19,
"20. Which of the following is a characteristic of the entrepreneurial personality?

A: Risk-aversion
B: Willingness to be a follower rather than a leader
C: Dependence on others
D: Dependence on others for motivation
E: Ambitious",E: Ambitious,Organizational Behavior,19,
"21. Michael Bronner made a fortune in the direct marketing business as the cofounder and CEO of Bronner Slosberg Humphrey, a wildly successful direct-marketing firm.  His newest venture, Upromise Inc., enlists some of America's largest corporations to help families pay for college and is extremely successful.  Entrepreneur Bonner would more than likely have which of the following characteristics?

A: Ambitious
B: Independent
C: Self-confident
D: Visionary
E: All of the above",E: All of the above,Organizational Behavior,19,
"22. The first step in starting your own business is:

A: to determine where the funding will come from
B: a self-assessment
C: a business plan
D: find an idea for a new product or service
E: choose a form of business organization",B: a self-assessment,Organizational Behavior,19,
"23. Once Arnold Patel had decided he wanted to quit working as a Web designer for a large advertising agency and go into some kind of business for himself, he did a self-assessment, which indicated that he had an entrepreneurial spirit.  His next step will be to:

A: determine where the funding will come from
B: look for customers
C: create a business plan
D: find the idea for his business
E: choose a form of business organization",D: find the idea for his business,Organizational Behavior,19,
"24. Hannah Li wants to quit her job as a legal secretary and start her own small business.  She knows that she will be successful if she can find the right idea.  Where can Li look for ideas for her new business?

A: Problems she noticed in her old job
B: Her interest in the history of Asian art
C: Suggestions from her family
D: Other businesses in other regions of the country
E: All of the above",E: All of the above,Organizational Behavior,19,
"25. Mark Ghermizian had quit his job and was looking to start a small business so he could be his own boss.  When he read that people spend up to fifteen minutes every day staring at a bathroom stall door, he decided he would find advertisers who wanted to pay to have their advertising messages on bathroom stall doors.  Since he has his idea, Ghermizian’s next step is to:

A: determine if he has the right personality to run a business
B: choose a form of business organization
C: create a name for his business
D: get financing for his new business
E: create prototype ads",B: choose a form of business organization,Organizational Behavior,19,
"26. Andy Yocom was looking to start a small business so he could be his own boss.  While golfing one day, he saw prime advertising space on the flags on the course.  He has decided to call his new venture Invision Golf Group Inc.  What should he include in his business plan?

A: a management plan
B: the elements of the company that make it unique
C: an analysis of the market in which the company will operate
D: a financial plan
E: all of the above",E: all of the above,Organizational Behavior,19,
"27. A _____ is a formal written statement that describes in detail the idea for a new business and how it will be carried out.

A: mission statement
B: vision
C: business plan
D: statement of purpose
E: venture plan",C: business plan,Organizational Behavior,19,
"28. A business plan:

A: describes in detail the idea for the new business and how it will be carried out
B: is used to persuade lenders and investors to finance the venture
C: may take many months to write
D: serves as the first operating plan for a new business
E: is accurately described by all of the above",E: is accurately described by all of the above,Organizational Behavior,19,
"30. A well-written business plan should contain:

A: executive summary or company overview
B: a marketing plan
C: a vision and mission statement
D: a management plan
E: all of the above",B: a marketing plan,Organizational Behavior,19,
"31. Which of the following elements does NOT typically appear in a well-prepared business plan?

A: qualifications of the owners
B: names of all employees
C: description of the product or service
D: financial plan
E: an analysis of the market",B: names of all employees,Organizational Behavior,19,
"32. A common use of business plans is to:

A: comply with SEC regulations
B: persuade lenders and investors to finance the venture
C: persuade customers to buy the new product or service
D: use as a recruitment tool
E: showcase innovative factors to production to make the company a success",B: persuade lenders and investors to finance the venture,Organizational Behavior,19,
"33. Once the business plan is finished, the next step is to:

A: choose a business format
B: locate customers
C: create a promotional campaign
D: find financing for the business
E: buy all fixed assets needed to operate business",D: find financing for the business,Organizational Behavior,19,
"35. _____ financing is a form of business financing consisting of borrowed funds that must be repaid with interest over a stated time period.

A: Credit
B: Debt
C: Equity
D: Monetary
E: Venture",C: Equity,Organizational Behavior,19,
"36. _____ financing is a form of financing consisting of funds raised through the sale of stock in a business.

A: Credit
B: Debt
C: Equity
D: Monetary
E: Venture",C: Equity,Organizational Behavior,19,
"40. _____ are individual investors or groups of experienced investors who provide funding for start-up businesses.

A: Angel investors
B: Entrepreneurial capitalists
C: Opportunity entrepreneurs
D: Equity entrepreneurs
E: Venture entrepreneurs",A: Angel investors,Organizational Behavior,19,
"41. _____ is financing obtained from investment firms that specialize in financing small, high-growth companies and receive an ownership interest and a voice in management in return for their money.

A: Debt financing
B: Venture capital
C: Equity financing
D: Entrepreneurial capital
E: Corporate stock financing",B: Venture capital,Organizational Behavior,19,
"42. Angel investors:

A: are most interested in investing in businesses that are well-established
B: are another name for bank loan officers who are responsible for funding start-up businesses
C: provide equity financing to a business by loaning the business money at a low interest rate
D: provide funding for start-up businesses
E: provide debt financing to a business by buying stock within the company",D: provide funding for start-up businesses,Organizational Behavior,19,
"43. Venture capital:

A: is another name for the principal which a business borrows from a bank
B: includes all the money the owner of the business invests in his or her new enterprise
C: is borrowed money invested in start-up businesses and provided by the Small Business Administration
D: gives the investor no voice in how the company in which he or she has invested will operate
E: is financing obtained from investment firms that specialize in financing small, high-growth companies","E: is financing obtained from investment firms that specialize in financing small, high-growth companies",Organizational Behavior,19,
"44. Who provides the start-up financing for the majority of new small businesses?

A: the business owner and his or her family and friends
B: the Small Business Administration (SBA)
C: the local bank
D: venture capitalists
E: finance companies",A: the business owner and his or her family and friends,Organizational Behavior,19,
"46. Jeff Arnold and Reggie Bradford created WebMD, an Internet provider of health care information.  Early in the development of this high-growth company, Arnold and Bradford attracted a group of investors who provided them with money needed to acquire other Internet companies with similar missions.  The investment group is called:

A: entrepreneurial capitalists
B: equity entrepreneurs
C: angel investors
D: investment counselors
E: consulting owners",C: angel investors,Organizational Behavior,19,
"47. In buying an existing business, the prospective buyer should ask questions about the operation of the business.  Which of the following would be an inappropriate question to ask?

A: Is the business operating at a profit?
B: Why are you selling?
C: What are you going to do with the down payment?
D: Are there any problems with the business?
E: Will the customers stay with the business?",C: What are you going to do with the down payment?,Organizational Behavior,19,
"48. In buying an existing business, the prospective buyer should ask questions about the operation of the business.  Which of the following would be an appropriate question to ask?

A: Is the business operating at a profit?
B: Why are you selling?
C: Are there any problems with the business?
D: Will the customers stay with the business?
E: All of the above are appropriate questions to ask.",E: All of the above are appropriate questions to ask.,Organizational Behavior,19,
"49. Businesses close down for many reasons.  Which of the following is NOT a typical reason for a business failure?

A: The owner had inadequate business knowledge.
B: Expenses were lower than the owner expected.
C: The owner lacked management expertise.
D: The owner engaged in inadequate planning.
E: Interest rates were high.",B: Expenses were lower than the owner expected.,Organizational Behavior,19,
"50. _____ is at the core of most business failures.

A: Low interest rate
B: Poor cash flow
C: Inadequate planning
D: Too much inventory
E: A too tall hierarchical structure",C: Inadequate planning,Organizational Behavior,19,
"51. One way to ease the burden of managing a business is to:

A: keep minimal inventory on hand
B: only operate the business 20 hours a week
C: do all the work yourself and hire no employees
D: hire outside consultants
E: sell a service instead of a tangible product",D: hire outside consultants,Organizational Behavior,19,
"52. One way to ease the burden of managing a business is to hire an outside consultant.  Which of the following is an example of an outside consultant that might be useful to a small interior design company?

A: a company to mail its brochures to building contractors within a 200 mile area
B: an advertising company to design its ad in the local newspaper
C: a certified public accountant to manage its money
D: an attorney who is well-versed in small business law
E: all of the above",E: all of the above,Organizational Behavior,19,
"53. Marc Adler is the owner of Macquarium, a multimillion-dollar communications company that does everything from video productions to creating Web sites to public relations campaigns.  Macquarium has done this sort of work for BellSouth and SnapOn Tools.  Even though these companies could have prepared their videos and created their Web sites in-house, these tasks were:

A: outsourced
B: supplied outside normal channels
C: autonomous productions
D: seen as conflicting with the mission statements of the companies
E: supplied as part of a relational marketing strategy",A: outsourced,Organizational Behavior,19,
"54. Once small businesses hire employees, they can _____ to increase job satisfaction and retain their employees.

A: provide comfortable working conditions
B: offer flexible working hours
C: provide employee benefit programs
D: share profits with employees
E: do all of the above",E: do all of the above,Organizational Behavior,19,
"55. International trade specialists that buy goods at a discount from small businesses and resell them abroad are called:

A: business trade unions
B: export management companies
C: domestic channel members
D: commission house brokers
E: export trading companies",E: export trading companies,Organizational Behavior,19,
"57. Export management companies:

A: work on flat fees per month
B: only do consulting work
C: form joint ventures with small exporting businesses
D: handle all aspects of exporting, for a percentage fee of the business
E: import as well as export",B: only do consulting work,Organizational Behavior,19,
"58. Which of the following is NOT a reason why small business thrives in the United States?

A: personal satisfaction
B: guaranteed profits
C: independence
D: outsourcing
E: ability to use new technology",B: guaranteed profits,Organizational Behavior,19,
"59. Which of the following is a reason why small business thrives in the United States?

A: guaranteed profits
B: regular working hours
C: an aversion to success
D: the ability to avoid outsourcing
E: rapidly changing technology",E: rapidly changing technology,Organizational Behavior,19,
"60. Which of the following is NOT one of the advantages of owning a small business?

A: flexibility
B: efficiency of operation
C: ability to serve specialized markets
D: avoidance of taxes
E: personal service",D: avoidance of taxes,Organizational Behavior,19,
"61. One of the advantages of owning a small business is:

A: flexibility
B: no taxes
C: interest-free loans
D: guaranteed profit
E: all of the above",A: flexibility,Organizational Behavior,19,
"62. Kirby Frigo has opened a dog grooming business.  Frigo, like other small business owners, probably will experience:

A: guaranteed profits
B: short work hours
C: interest-free loans
D: burdensome government regulations
E: relief from taxation",D: burdensome government regulations,Organizational Behavior,19,
"63. All of the following are examples of disadvantages associated with the ownership of a small business EXCEPT:

A: burdensome government regulations
B: fund-raising difficulty
C: being your own boss
D: extreme personal commitment
E: limited management skill",C: being your own boss,Organizational Behavior,19,
"64. The _____ is an agency of the federal government that offers both managerial and financial assistance to small businesses.

A: Business Incubator Agency
B: Federal Aid Program
C: Business Welfare Administration
D: Small Business Administration
E: Council for Small Business",D: Small Business Administration,Organizational Behavior,19,
"65. Hawaiian-born Jon P. Farmer is the founder of Kolopua Hawaii LLC, a company that markets Pure Hawaiian Air. Bottles of Pure Hawaiian Air contain air that smells like the floral bouquet that greets tourists as they get off the plane in Hawaii.  Which of the following federal agencies should Farmer contact if he needs management assistance?

A: Business Incubator Agency
B: Federal Aid Program
C: Business Welfare Administration
D: Small Business Administration
E: Council for Small Business",D: Small Business Administration,Organizational Behavior,19,
"66. The Small Business Administration (SBA):

A: helps people start and manage small businesses
B: is a privately-owned company
C: is a financial institution
D: does not have a Web site
E: is accurately described by all of the above",A: helps people start and manage small businesses,Organizational Behavior,19,
